,moinslog10K,n,lambda_s,rhos_cs
0,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
1,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
2,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
3,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
4,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
5,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
6,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
7,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
8,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
9,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
10,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
11,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
12,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
13,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
14,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
15,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
16,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
17,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
18,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
19,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
20,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
21,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
22,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
23,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
24,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
25,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
26,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
27,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
28,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
29,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
30,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
31,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
32,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
33,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
34,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
35,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
36,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
37,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
38,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
39,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
40,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
41,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
42,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
43,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
44,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
45,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
46,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
47,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
48,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
49,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
50,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
51,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
52,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
53,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
54,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
55,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
56,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
57,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
58,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
59,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
60,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
61,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
62,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
63,6.9016260060379935,0.1681107698002245,3.680975397479565,7744290.55766694
64,6.965704843405334,0.158906508464978,3.6469014090248204,7788391.558769848
65,6.965704843405334,0.158906508464978,3.6469014090248204,7788391.558769848
66,6.965704843405334,0.158906508464978,3.6469014090248204,7788391.558769848
67,6.965704843405334,0.158906508464978,3.6469014090248204,7788391.558769848
68,6.965704843405334,0.158906508464978,3.6469014090248204,7788391.558769848
69,6.965704843405334,0.158906508464978,3.6469014090248204,7788391.558769848
70,6.965704843405334,0.158906508464978,3.6469014090248204,7788391.558769848
71,6.965704843405334,0.158906508464978,3.6469014090248204,7788391.558769848
72,6.965704843405334,0.158906508464978,3.6469014090248204,7788391.558769848
73,6.965704843405334,0.158906508464978,3.6469014090248204,7788391.558769848
74,6.965704843405334,0.158906508464978,3.6469014090248204,7788391.558769848
75,6.965704843405334,0.158906508464978,3.6469014090248204,7788391.558769848
76,6.965704843405334,0.158906508464978,3.6469014090248204,7788391.558769848
77,6.965704843405334,0.158906508464978,3.6469014090248204,7788391.558769848
78,6.965704843405334,0.158906508464978,3.6469014090248204,7788391.558769848
79,6.965704843405334,0.158906508464978,3.6469014090248204,7788391.558769848
80,6.965704843405334,0.158906508464978,3.6469014090248204,7788391.558769848
81,6.965704843405334,0.158906508464978,3.6469014090248204,7788391.558769848
82,6.965704843405334,0.158906508464978,3.6469014090248204,7788391.558769848
83,6.965704843405334,0.158906508464978,3.6469014090248204,7788391.558769848
84,6.965704843405334,0.158906508464978,3.6469014090248204,7788391.558769848
85,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
86,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
87,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
88,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
89,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
90,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
91,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
92,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
93,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
94,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
95,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
96,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
97,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
98,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
99,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
100,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
101,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
102,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
103,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
104,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
105,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
106,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
107,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
108,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
109,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
110,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
111,6.68407969265205,0.16051910994273794,3.655170029925632,7913151.735039443
112,6.737698763986453,0.1559826120554257,3.5942755390311603,7866626.696934018
113,6.737698763986453,0.1559826120554257,3.5942755390311603,7866626.696934018
114,6.737698763986453,0.1559826120554257,3.5942755390311603,7866626.696934018
115,6.737698763986453,0.1559826120554257,3.5942755390311603,7866626.696934018
116,6.737698763986453,0.1559826120554257,3.5942755390311603,7866626.696934018
117,6.737698763986453,0.1559826120554257,3.5942755390311603,7866626.696934018
118,6.737698763986453,0.1559826120554257,3.5942755390311603,7866626.696934018
119,6.737698763986453,0.1559826120554257,3.5942755390311603,7866626.696934018
120,6.737698763986453,0.1559826120554257,3.5942755390311603,7866626.696934018
121,6.782497180642752,0.16570679971260238,3.609931410569321,7861263.495160345
122,6.782497180642752,0.16570679971260238,3.609931410569321,7861263.495160345
123,6.5445958010448235,0.1671615946211847,3.6284430934626286,7793069.965365833
124,6.5445958010448235,0.1671615946211847,3.6284430934626286,7793069.965365833
125,6.5445958010448235,0.1671615946211847,3.6284430934626286,7793069.965365833
126,6.5445958010448235,0.1671615946211847,3.6284430934626286,7793069.965365833
127,6.5445958010448235,0.1671615946211847,3.6284430934626286,7793069.965365833
128,6.5445958010448235,0.1671615946211847,3.6284430934626286,7793069.965365833
129,6.5445958010448235,0.1671615946211847,3.6284430934626286,7793069.965365833
130,6.5445958010448235,0.1671615946211847,3.6284430934626286,7793069.965365833
131,6.5445958010448235,0.1671615946211847,3.6284430934626286,7793069.965365833
132,6.5445958010448235,0.1671615946211847,3.6284430934626286,7793069.965365833
133,6.5445958010448235,0.1671615946211847,3.6284430934626286,7793069.965365833
134,6.5445958010448235,0.1671615946211847,3.6284430934626286,7793069.965365833
135,6.5445958010448235,0.1671615946211847,3.6284430934626286,7793069.965365833
136,6.5445958010448235,0.1671615946211847,3.6284430934626286,7793069.965365833
137,6.5445958010448235,0.1671615946211847,3.6284430934626286,7793069.965365833
138,6.5445958010448235,0.1671615946211847,3.6284430934626286,7793069.965365833
139,6.5445958010448235,0.1671615946211847,3.6284430934626286,7793069.965365833
140,6.5445958010448235,0.1671615946211847,3.6284430934626286,7793069.965365833
141,6.5445958010448235,0.1671615946211847,3.6284430934626286,7793069.965365833
142,6.5445958010448235,0.1671615946211847,3.6284430934626286,7793069.965365833
143,6.99628117096051,0.17981267743372836,3.530376360494801,7841935.386275797
144,6.99628117096051,0.17981267743372836,3.530376360494801,7841935.386275797
145,6.99628117096051,0.17981267743372836,3.530376360494801,7841935.386275797
146,6.99628117096051,0.17981267743372836,3.530376360494801,7841935.386275797
147,6.99628117096051,0.17981267743372836,3.530376360494801,7841935.386275797
148,6.99628117096051,0.17981267743372836,3.530376360494801,7841935.386275797
149,6.99628117096051,0.17981267743372836,3.530376360494801,7841935.386275797
150,6.939931495434826,0.181657423263442,3.5389301074165243,7912038.406642473
151,6.939931495434826,0.181657423263442,3.5389301074165243,7912038.406642473
152,6.939931495434826,0.181657423263442,3.5389301074165243,7912038.406642473
153,6.939931495434826,0.181657423263442,3.5389301074165243,7912038.406642473
154,6.939931495434826,0.181657423263442,3.5389301074165243,7912038.406642473
155,6.939931495434826,0.181657423263442,3.5389301074165243,7912038.406642473
156,6.939931495434826,0.181657423263442,3.5389301074165243,7912038.406642473
157,6.939931495434826,0.181657423263442,3.5389301074165243,7912038.406642473
158,6.939931495434826,0.181657423263442,3.5389301074165243,7912038.406642473
159,6.939931495434826,0.181657423263442,3.5389301074165243,7912038.406642473
160,6.939931495434826,0.181657423263442,3.5389301074165243,7912038.406642473
161,6.939931495434826,0.181657423263442,3.5389301074165243,7912038.406642473
162,6.939931495434826,0.181657423263442,3.5389301074165243,7912038.406642473
163,6.939931495434826,0.181657423263442,3.5389301074165243,7912038.406642473
164,6.939931495434826,0.181657423263442,3.5389301074165243,7912038.406642473
165,6.939931495434826,0.181657423263442,3.5389301074165243,7912038.406642473
166,6.939931495434826,0.181657423263442,3.5389301074165243,7912038.406642473
167,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
168,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
169,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
170,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
171,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
172,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
173,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
174,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
175,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
176,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
177,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
178,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
179,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
180,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
181,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
182,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
183,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
184,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
185,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
186,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
187,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
188,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
189,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
190,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
191,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
192,6.875506944478622,0.18970889741084643,3.5638484857514943,7841007.31730901
