"Date Heure, GMT+01:00",Débit d'eau échangé (m/s) - pour les meilleurs paramètres,Débit d'eau échangé (m/s) - quantile 0.05,Débit d'eau échangé (m/s) - quantile 0.5,Débit d'eau échangé (m/s) - quantile 0.95
16/06/28 15:45:00,-1.7943757590899168e-09,-5.346999287780818e-09,-2.6466320246498753e-09,-1.7525566553544536e-09
16/06/28 16:00:00,-1.7979135957801873e-09,-5.353796517226783e-09,-2.651407760012603e-09,-1.7551140540916776e-09
16/06/28 16:15:00,-1.8046860672527032e-09,-5.365934807599615e-09,-2.6600812663701845e-09,-1.7595241930123962e-09
16/06/28 16:30:00,-1.817472949916521e-09,-5.387621460073433e-09,-2.676396437806261e-09,-1.7681442976424933e-09
16/06/28 16:45:00,-1.8405701407431252e-09,-5.425168758677046e-09,-2.7056259455093823e-09,-1.7891649273238386e-09
16/06/28 17:00:00,-1.8687213998447305e-09,-5.470889075098739e-09,-2.7412745406962813e-09,-1.8148373914783633e-09
16/06/28 17:15:00,-1.903417645721106e-09,-5.526400670419207e-09,-2.7850233230708454e-09,-1.8464305640009115e-09
16/06/28 17:30:00,-1.9593411337837097e-09,-5.614927633956768e-09,-2.855480074615002e-09,-1.8973027593460756e-09
16/06/28 17:45:00,-2.042783942002302e-09,-5.745614650720654e-09,-2.9468070206206676e-09,-1.9733004119615316e-09
16/06/28 18:00:00,-2.1547570394631066e-09,-5.919999157555367e-09,-3.0485749480391178e-09,-2.0750701157368212e-09
16/06/28 18:15:00,-2.292758871647038e-09,-6.156356757713866e-09,-3.2125777593705607e-09,-2.2006214628333964e-09
16/06/28 18:30:00,-2.4371034079706533e-09,-6.427919529983228e-09,-3.3839557822545885e-09,-2.33182007036703e-09
16/06/28 18:45:00,-2.570076151897638e-09,-6.678092745460162e-09,-3.538150217252678e-09,-2.4526201070074194e-09
16/06/28 19:00:00,-2.6903128613753324e-09,-6.904317562117512e-09,-3.6802809688651905e-09,-2.5618278609584877e-09
16/06/28 19:15:00,-2.7881599251600164e-09,-7.088304609936813e-09,-3.802667958296979e-09,-2.6507362971273096e-09
16/06/28 19:30:00,-2.8452455946847977e-09,-7.195953166672098e-09,-3.874145892979186e-09,-2.702578827395996e-09
16/06/28 19:45:00,-2.8538627017127283e-09,-7.212693109437396e-09,-3.8847245420470244e-09,-2.710265567529291e-09
16/06/28 20:00:00,-2.80595013890661e-09,-7.1234125265107195e-09,-3.824449201772495e-09,-2.666607601398141e-09
16/06/28 20:15:00,-2.7033268956699885e-09,-6.932062923681315e-09,-3.695891370725235e-09,-2.573345758705159e-09
16/06/28 20:30:00,-2.575862856346589e-09,-6.694910403837184e-09,-3.5443770141085906e-09,-2.4574211554551084e-09
16/06/28 20:45:00,-2.4485000693630354e-09,-6.459075052589469e-09,-3.397033543350858e-09,-2.3417705552475354e-09
16/06/28 21:00:00,-2.3278592387043773e-09,-6.2377747411801465e-09,-3.2545859340871175e-09,-2.232314333383556e-09
16/06/28 21:15:00,-2.228546458482583e-09,-6.096568139213332e-09,-3.1374571829445586e-09,-2.142112265346441e-09
16/06/28 21:30:00,-2.1664825489153827e-09,-6.0137863577836015e-09,-3.0868314571108613e-09,-2.085940975504741e-09
16/06/28 21:45:00,-2.1483888001938567e-09,-5.999220675789729e-09,-3.080411481448664e-09,-2.069721727337992e-09
16/06/28 22:00:00,-2.186218761579539e-09,-6.070673297386975e-09,-3.1169704595157555e-09,-2.1042998454845474e-09
16/06/28 22:15:00,-2.2786830200516306e-09,-6.2264460254368714e-09,-3.2007925199195597e-09,-2.1885069312332917e-09
16/06/28 22:30:00,-2.393461207006453e-09,-6.415557418648632e-09,-3.33787997242041e-09,-2.292987799634716e-09
16/06/28 22:45:00,-2.5045499008058414e-09,-6.606559299626724e-09,-3.4704052964684706e-09,-2.3940858184801073e-09
16/06/28 23:00:00,-2.602801307816094e-09,-6.796669005382228e-09,-3.5864853309419686e-09,-2.4834172496213114e-09
16/06/28 23:15:00,-2.673129051444789e-09,-6.934310015083156e-09,-3.666966064130861e-09,-2.5473745335347076e-09
16/06/28 23:30:00,-2.7053739248827924e-09,-7.000883428531779e-09,-3.704326401177127e-09,-2.5767288303057967e-09
16/06/28 23:45:00,-2.696503909049852e-09,-6.990575673881949e-09,-3.6956477877936322e-09,-2.568718571183126e-09
16/06/29 00:00:00,-2.6344144643530854e-09,-6.880447322998862e-09,-3.6267255865141124e-09,-2.5123485514200183e-09
16/06/29 00:15:00,-2.5209758724997755e-09,-6.698294807705452e-09,-3.4938612003543312e-09,-2.4093351758125436e-09
16/06/29 00:30:00,-2.387244624202367e-09,-6.506998051492019e-09,-3.3395337606378916e-09,-2.287987577176409e-09
16/06/29 00:45:00,-2.257102282854362e-09,-6.321527745711819e-09,-3.2327343024718402e-09,-2.169899149251364e-09
16/06/29 01:00:00,-2.1426018737003005e-09,-6.160738585947456e-09,-3.0963851482823657e-09,-2.0661394817267364e-09
16/06/29 01:15:00,-2.0580472881448486e-09,-6.04607386378575e-09,-2.991502601190632e-09,-1.9896444491962484e-09
16/06/29 01:30:00,-2.0066723838141343e-09,-5.982389250647202e-09,-2.9283819813485934e-09,-1.943274652305149e-09
16/06/29 01:45:00,-1.9880481705314423e-09,-5.968713523429869e-09,-2.906412222003496e-09,-1.9284411845177374e-09
16/06/29 02:00:00,-2.014228339675128e-09,-6.023496812446183e-09,-2.940952592567214e-09,-1.9509365234426923e-09
16/06/29 02:15:00,-2.0838988312732454e-09,-6.1445541987836805e-09,-3.0300550957207406e-09,-2.014620248402821e-09
16/06/29 02:30:00,-2.1753019385784e-09,-6.298061183684922e-09,-3.1465148264686604e-09,-2.098155427177062e-09
16/06/29 02:45:00,-2.272769750177872e-09,-6.45990239078742e-09,-3.2702722752020463e-09,-2.186989256358629e-09
16/06/29 03:00:00,-2.363591766751938e-09,-6.610819891506026e-09,-3.378841650913955e-09,-2.2699273571902268e-09
16/06/29 03:15:00,-2.437634094576424e-09,-6.735275448477296e-09,-3.45792305900261e-09,-2.337442017719127e-09
16/06/29 03:30:00,-2.5013660032158214e-09,-6.843304589665422e-09,-3.511656743171443e-09,-2.395727838333528e-09
16/06/29 03:45:00,-2.558906642136094e-09,-6.941542896043984e-09,-3.564229578145728e-09,-2.448341307470514e-09
16/06/29 04:00:00,-2.601562965054427e-09,-7.016394132364212e-09,-3.616730248623412e-09,-2.487422268160344e-09
16/06/29 04:15:00,-2.628577133734211e-09,-7.0668888518810036e-09,-3.6506029310601207e-09,-2.512298813428515e-09
16/06/29 04:30:00,-2.6442701361872878e-09,-7.099823395861904e-09,-3.6711700346359066e-09,-2.5269260017779516e-09
16/06/29 04:45:00,-2.6493744975653044e-09,-7.1165739967682384e-09,-3.679305526915755e-09,-2.532001053268118e-09
16/06/29 05:00:00,-2.6530135865954207e-09,-7.130978030289725e-09,-3.685578287004887e-09,-2.5356079458305203e-09
16/06/29 05:15:00,-2.6566777666658936e-09,-7.1455437122835974e-09,-3.692078864858672e-09,-2.539438881399292e-09
16/06/29 05:30:00,-2.6442448231023263e-09,-7.13534742402544e-09,-3.6791911739442185e-09,-2.5284685456483658e-09
16/06/29 05:45:00,-2.6073245784630217e-09,-7.088251763320841e-09,-3.637487200336409e-09,-2.495407658287263e-09
16/06/29 06:00:00,-2.5476865062046272e-09,-7.006036639722879e-09,-3.5945293408445878e-09,-2.4415751642692385e-09
16/06/29 06:15:00,-2.4667958786750432e-09,-6.892261872337713e-09,-3.5298162170960268e-09,-2.3684381122990317e-09
16/06/29 06:30:00,-2.38032060728699e-09,-6.770557003932254e-09,-3.4275007276818314e-09,-2.290301281959728e-09
16/06/29 06:45:00,-2.3031954121677245e-09,-6.663903651116243e-09,-3.3323228620929513e-09,-2.2208213046326364e-09
16/06/29 07:00:00,-2.2331962945543182e-09,-6.568174448773334e-09,-3.246009905311098e-09,-2.15756057464489e-09
16/06/29 07:15:00,-2.1775510283816857e-09,-6.495102677916975e-09,-3.178151519733774e-09,-2.10852713067311e-09
16/06/29 07:30:00,-2.158016876308011e-09,-6.477543390559504e-09,-3.1553790691418726e-09,-2.0991586247021132e-09
16/06/29 07:45:00,-2.183817793266485e-09,-6.5294942785953936e-09,-3.1898814700781486e-09,-2.1182609000192087e-09
16/06/29 08:00:00,-2.2618278361363764e-09,-6.661071250135819e-09,-3.289720496013615e-09,-2.1858947985009536e-09
16/06/29 08:15:00,-2.3896453704708165e-09,-6.8686327736600106e-09,-3.4524507697142326e-09,-2.3026647255619537e-09
16/06/29 08:30:00,-2.5355062494014646e-09,-7.102655796842328e-09,-3.6342948650514018e-09,-2.4357291739107723e-09
16/06/29 08:45:00,-2.6721180823585655e-09,-7.321303563401216e-09,-3.7558551824190545e-09,-2.5602358011411752e-09
16/06/29 09:00:00,-2.794452225174382e-09,-7.517860112216113e-09,-3.8878638086714545e-09,-2.6718811607651105e-09
16/06/29 09:15:00,-2.8879021396477356e-09,-7.669181734115682e-09,-4.000316078389687e-09,-2.7571578353757786e-09
16/06/29 09:30:00,-2.9321758354683425e-09,-7.749774155740852e-09,-4.054375501993945e-09,-2.79765677291266e-09
16/06/29 09:45:00,-2.9194393569298427e-09,-7.732785967107247e-09,-4.040689116635576e-09,-2.7864623941553646e-09
16/06/29 10:00:00,-2.8366535786972236e-09,-7.613993879829195e-09,-3.9442036303682926e-09,-2.7115343304018324e-09
16/06/29 10:15:00,-2.6866486813048596e-09,-7.392270795492095e-09,-3.7921226159198795e-09,-2.5756092814077647e-09
16/06/29 10:30:00,-2.5098061406936267e-09,-7.130735113491937e-09,-3.615524990507879e-09,-2.415305289105163e-09
16/06/29 10:45:00,-2.339028748465921e-09,-6.879556924133112e-09,-3.4025502415602205e-09,-2.2605739502523647e-09
16/06/29 11:00:00,-2.18589013556425e-09,-6.656216022804529e-09,-3.2120424098280864e-09,-2.151115285897731e-09
16/06/29 11:15:00,-2.0694439495372308e-09,-6.48951958837074e-09,-3.0676139406438097e-09,-2.0587207494315862e-09
16/06/29 11:30:00,-2.0024271130125726e-09,-6.399211827101681e-09,-2.985389047083231e-09,-1.9952921537225166e-09
16/06/29 11:45:00,-1.989058917573061e-09,-6.391119633519793e-09,-2.970755419440252e-09,-1.9829660136139182e-09
16/06/29 12:00:00,-2.0453361226913103e-09,-6.489599968517723e-09,-3.0437719011899844e-09,-2.0370547471060263e-09
16/06/29 12:15:00,-2.1692116991545163e-09,-6.6910121887531204e-09,-3.201229503702052e-09,-2.15236317657741e-09
16/06/29 12:30:00,-2.3232853418875266e-09,-6.9376584477254255e-09,-3.3967810786350583e-09,-2.254297415404949e-09
16/06/29 12:45:00,-2.47887532722757e-09,-7.185437578272058e-09,-3.5938989562112056e-09,-2.3923194536479286e-09
16/06/29 13:00:00,-2.620136996256406e-09,-7.409911351174969e-09,-3.772715473360222e-09,-2.5210800114194853e-09
16/06/29 13:15:00,-2.7293050042231926e-09,-7.585024164313836e-09,-3.8922531864216126e-09,-2.620735184422074e-09
16/06/29 13:30:00,-2.804813048484789e-09,-7.707700255821237e-09,-3.953198213224596e-09,-2.6896431748468785e-09
16/06/29 13:45:00,-2.847216684642717e-09,-7.77907160909308e-09,-3.988715135960774e-09,-2.7285997905579507e-09
16/06/29 14:00:00,-2.8427691312060688e-09,-7.77874831214831e-09,-3.988298580281935e-09,-2.7248683309721855e-09
16/06/29 14:15:00,-2.791975539651048e-09,-7.706728588630085e-09,-3.952781657545756e-09,-2.6790456519876216e-09
16/06/29 14:30:00,-2.7159117177433245e-09,-7.596838713652687e-09,-3.898255940271156e-09,-2.6102870975819314e-09
16/06/29 14:45:00,-2.6297901634109166e-09,-7.471896878996631e-09,-3.793959368891819e-09,-2.5324735641873986e-09
16/06/29 15:00:00,-2.548166566640475e-09,-7.3543997558545016e-09,-3.6928591296003788e-09,-2.4587896163552614e-09
16/06/29 15:15:00,-2.4816044774667034e-09,-7.260370082917689e-09,-3.610863608116688e-09,-2.398837350980898e-09
16/06/29 15:30:00,-2.4224211525591954e-09,-7.177507033162556e-09,-3.538114468071285e-09,-2.3454522768417974e-09
16/06/29 15:45:00,-2.3663206949464666e-09,-7.100147136895885e-09,-3.469186271587432e-09,-2.30862839956103e-09
16/06/29 16:00:00,-2.3204298482681907e-09,-7.038647442669799e-09,-3.4132490167593232e-09,-2.282271704956429e-09
16/06/29 16:15:00,-2.2860116022371813e-09,-6.995274137722163e-09,-3.371678047869864e-09,-2.2626542861559074e-09
16/06/29 16:30:00,-2.264228582404826e-09,-6.9706738159425186e-09,-3.345696164558376e-09,-2.2495503237962566e-09
16/06/29 16:45:00,-2.257001030514516e-09,-6.969055554861825e-09,-3.338360032856258e-09,-2.244248120675252e-09
16/06/29 17:00:00,-2.258517373121549e-09,-6.9803842706051e-09,-3.341798837652732e-09,-2.2459187842827077e-09
16/06/29 17:15:00,-2.267968479685578e-09,-7.0036896282488215e-09,-3.355171696028947e-09,-2.255283515495421e-09
16/06/29 17:30:00,-2.2961703649571064e-09,-7.055802608846307e-09,-3.3921576658713093e-09,-2.2789821141344646e-09
16/06/29 17:45:00,-2.3479747035537457e-09,-7.143358793371135e-09,-3.4588700792426152e-09,-2.3146304872767587e-09
16/06/29 18:00:00,-2.4245945251522016e-09,-7.268623924971962e-09,-3.5566074529924663e-09,-2.3645252422710428e-09
16/06/29 18:15:00,-2.5243618306802773e-09,-7.428846870993766e-09,-3.683459981473902e-09,-2.44346565203557e-09
16/06/29 18:30:00,-2.632620343945291e-09,-7.601208551477612e-09,-3.820857852332438e-09,-2.5423245730848976e-09
16/06/29 18:45:00,-2.7370377075897068e-09,-7.766610465864687e-09,-3.953365190767499e-09,-2.637502216629173e-09
16/06/29 19:00:00,-2.8341771152184947e-09,-7.920845312980873e-09,-4.063417158306493e-09,-2.726211478787377e-09
16/06/29 19:15:00,-2.9173168325513643e-09,-8.052908562206085e-09,-4.129114383744081e-09,-2.80208456437947e-09
16/06/29 19:30:00,-2.9787743383025145e-09,-8.151631369912593e-09,-4.184619761815611e-09,-2.85825585422117e-09
16/06/29 19:45:00,-3.01475955311048e-09,-8.211189062024005e-09,-4.228642769277258e-09,-2.8913413885334194e-09
16/06/29 20:00:00,-3.0191058542072824e-09,-8.222031944171704e-09,-4.234877337694343e-09,-2.895421236104312e-09
16/06/29 20:15:00,-2.990904190980359e-09,-8.183675959116954e-09,-4.20286738744835e-09,-2.8702462628871217e-09
16/06/29 20:30:00,-2.942789345539154e-09,-8.115055294410922e-09,-4.1602961076137035e-09,-2.826762157681628e-09
16/06/29 20:45:00,-2.8840609900271374e-09,-8.031544318498618e-09,-4.119193430796031e-09,-2.7738746855021645e-09
16/06/29 21:00:00,-2.8200761725827306e-09,-7.939618740238075e-09,-4.067685299702362e-09,-2.7159625659578523e-09
16/06/29 21:15:00,-2.756495920408497e-09,-7.849958905126186e-09,-3.98905219967105e-09,-2.658696596213872e-09
16/06/29 21:30:00,-2.6959985355290428e-09,-7.765153853256379e-09,-3.9143159824561735e-09,-2.6041178102786944e-09
16/06/29 21:45:00,-2.639696239370437e-09,-7.687793512900498e-09,-3.844776497174962e-09,-2.553270261884677e-09
16/06/29 22:00:00,-2.592339454210446e-09,-7.624513465032123e-09,-3.786623459234306e-09,-2.5107314005623493e-09
16/06/29 22:15:00,-2.5550401794305344e-09,-7.576931970731948e-09,-3.7410785580505035e-09,-2.4772479623180743e-09
16/06/29 22:30:00,-2.5217843369063075e-09,-7.536148594056158e-09,-3.7005010167234786e-09,-2.455233794051992e-09
16/06/29 22:45:00,-2.488225181451753e-09,-7.494878495606372e-09,-3.659541336631378e-09,-2.436340462708131e-09
16/06/29 23:00:00,-2.4524424713234794e-09,-7.4503723190844084e-09,-3.615907129272955e-09,-2.4160380363014156e-09
16/06/29 23:15:00,-2.4122119857139523e-09,-7.39906802493806e-09,-3.566541728616812e-09,-2.393073739170859e-09
16/06/29 23:30:00,-2.3671296034422085e-09,-7.340482000017801e-09,-3.51091000716508e-09,-2.3560706718939173e-09
16/06/29 23:45:00,-2.3180040109593847e-09,-7.275583246979522e-09,-3.4504639145893634e-09,-2.309549662626864e-09
16/06/30 00:00:00,-2.2637736130093344e-09,-7.2024310959761806e-09,-3.3834461898862855e-09,-2.258017106626653e-09
16/06/30 00:15:00,-2.20585372190385e-09,-7.123614587101201e-09,-3.311996010779694e-09,-2.20314366750074e-09
16/06/30 00:30:00,-2.150612576912181e-09,-7.0485199898939754e-09,-3.243755486437294e-09,-2.1506492142719935e-09
16/06/30 00:45:00,-2.103256013796795e-09,-6.985401590497986e-09,-3.1856786097961276e-09,-2.1057986465677914e-09
16/06/30 01:00:00,-2.0666137690028563e-09,-6.938143837231792e-09,-3.1408216027983826e-09,-2.071123050839674e-09
16/06/30 01:15:00,-2.043820002128882e-09,-6.911763605899068e-09,-3.113769908580366e-09,-2.0496595531938056e-09
16/06/30 01:30:00,-2.0373001063944685e-09,-6.909497862750413e-09,-3.1067397543438346e-09,-2.043787583616563e-09
16/06/30 01:45:00,-2.04791361646528e-09,-6.932317830887769e-09,-3.1215645623916544e-09,-2.0540635858878886e-09
16/06/30 02:00:00,-2.077075844653109e-09,-6.983944977889678e-09,-3.159773109828734e-09,-2.082259697999689e-09
16/06/30 02:15:00,-2.124331377473254e-09,-7.060981577211578e-09,-3.220295585748545e-09,-2.1274646488933513e-09
16/06/30 02:30:00,-2.183666358845926e-09,-7.156629955318294e-09,-3.2964835305904217e-09,-2.184312508646258e-09
16/06/30 02:45:00,-2.2501780438943797e-09,-7.261988788087592e-09,-3.3811535793404346e-09,-2.247943386990414e-09
16/06/30 03:00:00,-2.3206321309032774e-09,-7.372687793605337e-09,-3.471020137979508e-09,-2.3153206019088657e-09
16/06/30 03:15:00,-2.3913386826279748e-09,-7.482579000850365e-09,-3.561039685351375e-09,-2.3830013518022497e-09
16/06/30 03:30:00,-2.4585073976624017e-09,-7.5869657223393e-09,-3.6467033837084273e-09,-2.447239966230086e-09
16/06/30 03:45:00,-2.519964903413552e-09,-7.681319580399304e-09,-3.724878183675173e-09,-2.496464812651311e-09
16/06/30 04:00:00,-2.573386614912465e-09,-7.76304975858011e-09,-3.793271474705762e-09,-2.530754272811464e-09
16/06/30 04:15:00,-2.6180646539586405e-09,-7.83134712634137e-09,-3.850354701739889e-09,-2.5594595332023573e-09
16/06/30 04:30:00,-2.65627364548493e-09,-7.889124908899703e-09,-3.899491396452959e-09,-2.5840418693690026e-09
16/06/30 04:45:00,-2.6908435479811033e-09,-7.941237889497188e-09,-3.943813275952834e-09,-2.610386573564938e-09
16/06/30 05:00:00,-2.721066927335869e-09,-7.98752353148302e-09,-3.9829388676082544e-09,-2.638298024493224e-09
16/06/30 05:15:00,-2.7489146514625418e-09,-8.029279463528383e-09,-4.018778199110784e-09,-2.6638213856955417e-09
16/06/30 05:30:00,-2.7797446566779627e-09,-8.076536772705367e-09,-4.058668068296356e-09,-2.69223021653886e-09
16/06/30 05:45:00,-2.8162858711766603e-09,-8.132533757532201e-09,-4.105206397042593e-09,-2.7256144008447336e-09
16/06/30 06:00:00,-2.858436598529579e-09,-8.197594603132075e-09,-4.1593097854786265e-09,-2.7642725886067865e-09
16/06/30 06:15:00,-2.9060460704499746e-09,-8.271554996497343e-09,-4.219907978608717e-09,-2.8078559477506815e-09
16/06/30 06:30:00,-2.9519373612174604e-09,-8.342928126126026e-09,-4.278101872756679e-09,-2.849847691166474e-09
16/06/30 06:45:00,-2.9898428177688174e-09,-8.402324169765052e-09,-4.30786561977925e-09,-2.884575023287539e-09
16/06/30 07:00:00,-3.0212792268002886e-09,-8.452656352631038e-09,-4.333211123253022e-09,-2.9134814560904942e-09
16/06/30 07:15:00,-3.043213903097808e-09,-8.488747482715553e-09,-4.351386362344556e-09,-2.9335320839152246e-09
16/06/30 07:30:00,-3.0449829324652455e-09,-8.494734693442751e-09,-4.35472102822132e-09,-2.9354225716815563e-09
16/06/30 07:45:00,-3.0229978520424083e-09,-8.464632550442275e-09,-4.340214410092358e-09,-2.9155711178674437e-09
16/06/30 08:00:00,-2.974377411035789e-09,-8.39471692160032e-09,-4.306031531342569e-09,-2.8715894107023132e-09
16/06/30 08:15:00,-2.9015481128880083e-09,-8.2883877539075e-09,-4.218914551046282e-09,-2.805517596016216e-09
16/06/30 08:30:00,-2.822856171036392e-09,-8.174127152926758e-09,-4.120642493887772e-09,-2.7341719999185443e-09
16/06/30 08:45:00,-2.7537667701693636e-09,-8.076051827288211e-09,-4.034597100854853e-09,-2.6718316448182122e-09
16/06/30 09:00:00,-2.6971609390358253e-09,-7.997072337673217e-09,-3.963910977233809e-09,-2.6204367564730546e-09
16/06/30 09:15:00,-2.6608728553867422e-09,-7.950139213619423e-09,-3.919130797669368e-09,-2.597350556854394e-09
16/06/30 09:30:00,-2.655717423749593e-09,-7.951433289576926e-09,-3.913399382327043e-09,-2.5956283788985957e-09
16/06/30 09:45:00,-2.6853346213329132e-09,-8.005973661795451e-09,-3.951531102330819e-09,-2.6155653198856044e-09
16/06/30 10:00:00,-2.757355233029557e-09,-8.125736528086236e-09,-4.042773227297403e-09,-2.6763591343126336e-09
16/06/30 10:15:00,-2.869454673870564e-09,-8.306675347569126e-09,-4.184374624571774e-09,-2.7783526590496876e-09
16/06/30 10:30:00,-2.9963624914586262e-09,-8.509462467998219e-09,-4.344391957289417e-09,-2.893928652270006e-09
16/06/30 10:45:00,-3.1182669779639127e-09,-8.70431904331781e-09,-4.4656904840678635e-09,-3.0048776800128962e-09
16/06/30 11:00:00,-3.2255651483126258e-09,-8.876195778384499e-09,-4.55307480606848e-09,-3.1025426672215417e-09
16/06/30 11:15:00,-3.306531715097094e-09,-9.00761065736333e-09,-4.6495607364249736e-09,-3.1761768770621757e-09
16/06/30 11:30:00,-3.3569207413819413e-09,-9.091929875637561e-09,-4.710006606956085e-09,-3.2221485479766443e-09
16/06/30 11:45:00,-3.3762275197801728e-09,-9.128830136262422e-09,-4.7333483799150144e-09,-3.2397113880477946e-09
16/06/30 12:00:00,-3.3544444999478173e-09,-9.10277364596368e-09,-4.708029965883043e-09,-3.2200093702527965e-09
16/06/30 12:15:00,-3.2919758030658386e-09,-9.015217017349642e-09,-4.634657990720825e-09,-3.163440176479071e-09
16/06/30 12:30:00,-3.2045401887614844e-09,-8.889627700625624e-09,-4.5597343678593916e-09,-3.0840345832672256e-09
16/06/30 12:45:00,-3.103812540317108e-09,-8.744619250933283e-09,-4.483700521973333e-09,-2.992738057372435e-09
16/06/30 13:00:00,-3.000355297544388e-09,-8.59588666912714e-09,-4.354478999601952e-09,-2.8989535216794593e-09
16/06/30 13:15:00,-2.902710516394791e-09,-8.457673672523924e-09,-4.232746597665482e-09,-2.810443211487268e-09
16/06/30 13:30:00,-2.8082496328352136e-09,-8.324154698868824e-09,-4.115063845233635e-09,-2.7249180689636887e-09
16/06/30 13:45:00,-2.716164404503729e-09,-8.195004674860229e-09,-4.000361819578302e-09,-2.6619111359593717e-09
16/06/30 14:00:00,-2.631811879538759e-09,-8.077669200190485e-09,-3.895364475425822e-09,-2.6117030760275384e-09
