"Date Heure, GMT+01:00",Température (K) pour la profondeur 0.0020 m,Température (K) pour la profondeur 0.0060 m,Température (K) pour la profondeur 0.0100 m,Température (K) pour la profondeur 0.0140 m,Température (K) pour la profondeur 0.0180 m,Température (K) pour la profondeur 0.0220 m,Température (K) pour la profondeur 0.0260 m,Température (K) pour la profondeur 0.0300 m,Température (K) pour la profondeur 0.0340 m,Température (K) pour la profondeur 0.0380 m,Température (K) pour la profondeur 0.0420 m,Température (K) pour la profondeur 0.0460 m,Température (K) pour la profondeur 0.0500 m,Température (K) pour la profondeur 0.0540 m,Température (K) pour la profondeur 0.0580 m,Température (K) pour la profondeur 0.0620 m,Température (K) pour la profondeur 0.0660 m,Température (K) pour la profondeur 0.0700 m,Température (K) pour la profondeur 0.0740 m,Température (K) pour la profondeur 0.0780 m,Température (K) pour la profondeur 0.0820 m,Température (K) pour la profondeur 0.0860 m,Température (K) pour la profondeur 0.0900 m,Température (K) pour la profondeur 0.0940 m,Température (K) pour la profondeur 0.0980 m,Température (K) pour la profondeur 0.1020 m,Température (K) pour la profondeur 0.1060 m,Température (K) pour la profondeur 0.1100 m,Température (K) pour la profondeur 0.1140 m,Température (K) pour la profondeur 0.1180 m,Température (K) pour la profondeur 0.1220 m,Température (K) pour la profondeur 0.1260 m,Température (K) pour la profondeur 0.1300 m,Température (K) pour la profondeur 0.1340 m,Température (K) pour la profondeur 0.1380 m,Température (K) pour la profondeur 0.1420 m,Température (K) pour la profondeur 0.1460 m,Température (K) pour la profondeur 0.1500 m,Température (K) pour la profondeur 0.1540 m,Température (K) pour la profondeur 0.1580 m,Température (K) pour la profondeur 0.1620 m,Température (K) pour la profondeur 0.1660 m,Température (K) pour la profondeur 0.1700 m,Température (K) pour la profondeur 0.1740 m,Température (K) pour la profondeur 0.1780 m,Température (K) pour la profondeur 0.1820 m,Température (K) pour la profondeur 0.1860 m,Température (K) pour la profondeur 0.1900 m,Température (K) pour la profondeur 0.1940 m,Température (K) pour la profondeur 0.1980 m,Température (K) pour la profondeur 0.2020 m,Température (K) pour la profondeur 0.2060 m,Température (K) pour la profondeur 0.2100 m,Température (K) pour la profondeur 0.2140 m,Température (K) pour la profondeur 0.2180 m,Température (K) pour la profondeur 0.2220 m,Température (K) pour la profondeur 0.2260 m,Température (K) pour la profondeur 0.2300 m,Température (K) pour la profondeur 0.2340 m,Température (K) pour la profondeur 0.2380 m,Température (K) pour la profondeur 0.2420 m,Température (K) pour la profondeur 0.2460 m,Température (K) pour la profondeur 0.2500 m,Température (K) pour la profondeur 0.2540 m,Température (K) pour la profondeur 0.2580 m,Température (K) pour la profondeur 0.2620 m,Température (K) pour la profondeur 0.2660 m,Température (K) pour la profondeur 0.2700 m,Température (K) pour la profondeur 0.2740 m,Température (K) pour la profondeur 0.2780 m,Température (K) pour la profondeur 0.2820 m,Température (K) pour la profondeur 0.2860 m,Température (K) pour la profondeur 0.2900 m,Température (K) pour la profondeur 0.2940 m,Température (K) pour la profondeur 0.2980 m,Température (K) pour la profondeur 0.3020 m,Température (K) pour la profondeur 0.3060 m,Température (K) pour la profondeur 0.3100 m,Température (K) pour la profondeur 0.3140 m,Température (K) pour la profondeur 0.3180 m,Température (K) pour la profondeur 0.3220 m,Température (K) pour la profondeur 0.3260 m,Température (K) pour la profondeur 0.3300 m,Température (K) pour la profondeur 0.3340 m,Température (K) pour la profondeur 0.3380 m,Température (K) pour la profondeur 0.3420 m,Température (K) pour la profondeur 0.3460 m,Température (K) pour la profondeur 0.3500 m,Température (K) pour la profondeur 0.3540 m,Température (K) pour la profondeur 0.3580 m,Température (K) pour la profondeur 0.3620 m,Température (K) pour la profondeur 0.3660 m,Température (K) pour la profondeur 0.3700 m,Température (K) pour la profondeur 0.3740 m,Température (K) pour la profondeur 0.3780 m,Température (K) pour la profondeur 0.3820 m,Température (K) pour la profondeur 0.3860 m,Température (K) pour la profondeur 0.3900 m,Température (K) pour la profondeur 0.3940 m,Température (K) pour la profondeur 0.3980 m
16/06/28 06:45:00,14.020898,14.031989,14.042038,14.051116,14.059294,14.066639,14.0732155,14.079087,14.084314,14.088956,14.093068,14.096705,14.099918,14.102757,14.105271,14.107503,14.109497,14.111293,14.11293,14.114445,14.115871,14.117241,14.118584,14.119926,14.121295,14.122713,14.1242,14.125774,14.127454,14.129252,14.131181,14.133249,14.135465,14.137834,14.140358,14.14304,14.145876,14.148864,14.151997,14.155268,14.158666,14.162179,14.165792,14.169488,14.173248,14.177051,14.180871,14.184686,14.188464,14.192178,14.195793,14.199276,14.20259,14.205694,14.208549,14.211109,14.21333,14.215163,14.216559,14.217464,14.217824,14.217582,14.216678,14.215052,14.21264,14.209375,14.205191,14.200016,14.193779,14.186404,14.1778145,14.167932,14.156674,14.143958,14.129697,14.113804,14.096189,14.076758,14.055418,14.032071,14.006619,13.97896,13.94899,13.916603,13.881692,13.844147,13.803854,13.7607,13.714567,13.665337,13.612886,13.557095,13.497833,13.434977,13.368393,13.29795,13.223514,13.144947,13.062111,12.974864
16/06/28 07:00:00,14.011782,14.0174885,14.023389,14.029377,14.035371,14.041303,14.047118,14.052778,14.058256,14.063526,14.068578,14.073405,14.078005,14.082381,14.086538,14.0904875,14.094241,14.097809,14.101208,14.104453,14.10756,14.110543,14.113419,14.116203,14.11891,14.1215515,14.124141,14.126692,14.1292095,14.131702,14.134179,14.136645,14.139105,14.141558,14.144007,14.146449,14.148881,14.151299,14.153696,14.15606,14.158381,14.1606455,14.16284,14.164946,14.166942,14.16881,14.170525,14.172059,14.173388,14.17448,14.1753025,14.175822,14.176002,14.175806,14.175196,14.174129,14.172562,14.170449,14.167742,14.164391,14.160347,14.155558,14.149968,14.143523,14.136167,14.127838,14.11848,14.108033,14.096435,14.083625,14.06954,14.05412,14.037302,14.019022,13.999221,13.977839,13.95482,13.930109,13.903657,13.875416,13.84534,13.813395,13.779548,13.743778,13.706072,13.666428,13.624859,13.581391,13.536068,13.488956,13.440146,13.389752,13.337922,13.2848425,13.230737,13.175881,13.120607,13.065305,13.010441,12.956565
16/06/28 07:15:00,14.010612,14.015752,14.020778,14.025718,14.030591,14.035406,14.040165,14.044868,14.049511,14.054089,14.058594,14.063021,14.067359,14.071608,14.075759,14.079811,14.083759,14.087602,14.091335,14.094962,14.098481,14.101892,14.105198,14.108397,14.111491,14.114483,14.1173725,14.12016,14.122846,14.125428,14.127909,14.130283,14.132548,14.134699,14.136732,14.138639,14.140413,14.142045,14.143523,14.144835,14.145967,14.146901,14.147621,14.14811,14.148353,14.14832,14.147993,14.1473465,14.146355,14.144991,14.143227,14.14103,14.138372,14.135218,14.131532,14.127278,14.12242,14.116921,14.110741,14.10384,14.096179,14.087717,14.078414,14.068227,14.057114,14.045033,14.031947,14.017816,14.002602,13.986268,13.968779,13.950103,13.930207,13.909068,13.886662,13.862966,13.837965,13.811648,13.78401,13.755049,13.724773,13.693193,13.66033,13.626208,13.590865,13.55434,13.516683,13.47795,13.438206,13.397519,13.355964,13.313618,13.270558,13.226857,13.182584,13.137791,13.092512,13.046755,13.000485,12.95362
16/06/28 07:30:00,14.008298,14.012886,14.017473,14.0220375,14.0265665,14.031048,14.035477,14.039847,14.044154,14.048392,14.052562,14.056657,14.060677,14.064616,14.068474,14.072246,14.075928,14.079517,14.083012,14.086404,14.089694,14.0928755,14.095943,14.098896,14.101726,14.104424,14.106992,14.109421,14.111704,14.113834,14.115806,14.11761,14.119238,14.120681,14.121931,14.122975,14.123802,14.1244,14.124754,14.124852,14.124679,14.124215,14.123446,14.1223545,14.120917,14.119116,14.116931,14.114339,14.111318,14.1078415,14.103886,14.099425,14.094434,14.088885,14.082754,14.076013,14.068634,14.060589,14.051852,14.042395,14.032188,14.021206,14.009422,13.996812,13.983352,13.969016,13.953782,13.937632,13.920545,13.902504,13.883494,13.863505,13.8425255,13.820546,13.797565,13.773581,13.748594,13.72261,13.695639,13.667691,13.638781,13.608928,13.578153,13.546481,13.513943,13.480567,13.446388,13.411442,13.375767,13.339404,13.302399,13.264796,13.226647,13.188006,13.1489315,13.10949,13.069762,13.029842,12.989845,12.949916
16/06/28 07:45:00,14.008017,14.012049,14.016066,14.020065,14.024046,14.028,14.0319195,14.035802,14.03964,14.0434265,14.047154,14.0508175,14.054409,14.057924,14.061358,14.064702,14.067951,14.071098,14.074138,14.077064,14.079865,14.082541,14.085086,14.087487,14.089741,14.09184,14.093775,14.095538,14.097117,14.098506,14.099694,14.100671,14.101427,14.10195,14.102225,14.1022415,14.101987,14.101449,14.100615,14.099467,14.097992,14.096173,14.093992,14.091436,14.088487,14.085123,14.08133,14.077087,14.072378,14.067185,14.061487,14.055264,14.048494,14.0411625,14.033245,14.024726,14.015584,14.005799,13.995357,13.984235,13.972419,13.959892,13.946639,13.932643,13.917892,13.902374,13.886078,13.868993,13.8511095,13.832423,13.81293,13.792624,13.771505,13.749575,13.726834,13.70329,13.678947,13.653817,13.627909,13.601236,13.573815,13.545665,13.516807,13.487262,13.457055,13.426212,13.394765,13.362745,13.330188,13.29713,13.263608,13.229665,13.195342,13.160684,13.125734,13.090536,13.055131,13.019552,12.983828,12.947969
16/06/28 08:00:00,14.007759,14.011275,14.014784,14.018274,14.02174,14.025175,14.028577,14.031934,14.03524,14.03849,14.041676,14.044793,14.047834,14.050792,14.0536585,14.056429,14.0590925,14.061643,14.064072,14.066373,14.068539,14.070556,14.072421,14.074123,14.075655,14.077007,14.07817,14.079132,14.079887,14.080421,14.080725,14.080785,14.080592,14.080135,14.079401,14.078378,14.077054,14.075415,14.073446,14.071136,14.06847,14.0654335,14.062013,14.058196,14.053964,14.049304,14.044201,14.038641,14.032609,14.026093,14.019073,14.011537,14.00347,13.994858,13.985687,13.9759445,13.965616,13.954693,13.943158,13.931004,13.918218,13.904789,13.890709,13.875972,13.860569,13.844494,13.827742,13.810309,13.792194,13.773396,13.753912,13.733747,13.712901,13.6913805,13.669191,13.64634,13.622839,13.598696,13.573923,13.548535,13.52255,13.495981,13.468848,13.441174,13.412977,13.384284,13.355118,13.325504,13.295472,13.265048,13.234262,13.203145,13.171727,13.140039,13.108116,13.075992,13.043701,13.011286,12.978788,12.94626
16/06/28 08:15:00,14.012148,14.014521,14.016954,14.019433,14.021941,14.024465,14.026986,14.029499,14.031989,14.034445,14.036857,14.039209,14.041495,14.043707,14.045833,14.04786,14.049781,14.051586,14.053267,14.0548115,14.056211,14.057457,14.05854,14.059449,14.060176,14.060707,14.061032,14.061143,14.061026,14.060672,14.060072,14.059216,14.058087,14.056676,14.054972,14.052965,14.050642,14.047992,14.045001,14.04166,14.037957,14.033876,14.0294075,14.024536,14.019253,14.013544,14.007399,14.000808,13.993757,13.986233,13.978227,13.9697275,13.960726,13.951213,13.941175,13.930607,13.9194975,13.907838,13.895621,13.882842,13.869492,13.855565,13.841058,13.825966,13.8102865,13.794017,13.777156,13.759704,13.741661,13.723029,13.70381,13.684009,13.6636305,13.642682,13.621171,13.599106,13.576494,13.5533495,13.529683,13.505507,13.480836,13.455687,13.430076,13.40402,13.377541,13.350656,13.323386,13.295755,13.267784,13.239496,13.210917,13.182075,13.152991,13.123696,13.094217,13.064582,13.034818,13.0049515,12.975009,12.945012
16/06/28 08:30:00,14.017678,14.019095,14.020566,14.022077,14.023619,14.025182,14.026756,14.028328,14.029888,14.0314245,14.032925,14.034382,14.035783,14.037115,14.03837,14.039533,14.040594,14.04154,14.042364,14.043054,14.043598,14.043989,14.044212,14.044261,14.044122,14.043784,14.043239,14.042476,14.041482,14.040247,14.038759,14.037005,14.03498,14.032671,14.030069,14.027161,14.023933,14.02038,14.016489,14.012247,14.0076475,14.002679,13.99733,13.991591,13.985453,13.978904,13.971934,13.964536,13.956697,13.948416,13.939679,13.930478,13.920809,13.910661,13.900029,13.888907,13.877287,13.865166,13.852537,13.839398,13.825746,13.811576,13.796888,13.78168,13.765949,13.749698,13.732926,13.715636,13.69783,13.679511,13.660685,13.641355,13.621528,13.60121,13.58041,13.559135,13.537397,13.515205,13.49257,13.469506,13.446027,13.422144,13.397873,13.373231,13.348233,13.322898,13.297243,13.271288,13.245051,13.218554,13.191814,13.164854,13.137696,13.110363,13.082876,13.055258,13.027532,12.9997225,12.971854,12.943954
16/06/28 08:45:00,14.024147,14.02453,14.0249815,14.02549,14.026044,14.026629,14.027234,14.027847,14.028456,14.02905,14.029615,14.030138,14.03061,14.031021,14.031358,14.03161,14.031763,14.031811,14.031737,14.031534,14.031191,14.030692,14.030032,14.029198,14.02818,14.026968,14.025551,14.023917,14.0220585,14.019959,14.017613,14.015011,14.012139,14.008992,14.005554,14.001821,13.99778,13.993419,13.9887295,13.983705,13.978333,13.972609,13.96652,13.960059,13.9532175,13.945986,13.938359,13.930327,13.921886,13.913029,13.903747,13.894034,13.883886,13.873295,13.862257,13.850771,13.838832,13.826434,13.813578,13.800259,13.786475,13.772226,13.757511,13.74233,13.726685,13.710574,13.694003,13.676974,13.659491,13.641558,13.623178,13.604357,13.585103,13.565423,13.545323,13.524814,13.503903,13.482601,13.46092,13.4388685,13.416459,13.393706,13.370622,13.347219,13.323516,13.299524,13.27526,13.25074,13.225982,13.201002,13.175818,13.150451,13.124916,13.099232,13.073418,13.047494,13.02148,12.995395,12.969259,12.94309
16/06/28 09:00:00,14.028813,14.0284815,14.02819,14.027927,14.027687,14.027459,14.027236,14.027009,14.026765,14.026496,14.026196,14.025853,14.025455,14.024992,14.024455,14.023831,14.023109,14.02228,14.021333,14.02026,14.01905,14.0176935,14.016178,14.014494,14.012631,14.01058,14.008331,14.005873,14.003193,14.000285,13.997137,13.993737,13.990081,13.986158,13.981962,13.97748,13.972702,13.967622,13.962229,13.956518,13.9504795,13.944104,13.9373865,13.930319,13.922893,13.915102,13.9069395,13.8984,13.88948,13.880171,13.870468,13.860369,13.849865,13.83896,13.827645,13.815916,13.80377,13.791205,13.778221,13.764816,13.75099,13.736742,13.722072,13.706981,13.69147,13.675542,13.659199,13.642442,13.625276,13.607703,13.589729,13.571359,13.552596,13.533447,13.513918,13.494013,13.47374,13.453108,13.432121,13.41079,13.389122,13.367122,13.344798,13.322158,13.299208,13.275955,13.252406,13.228567,13.204442,13.180034,13.155346,13.130378,13.105129,13.079598,13.05378,13.027663,13.001238,12.974489,12.947395,12.919932
