"Date Heure, GMT+01:00",Flux advectif (W/m2) pour la profondeur 0.0020 m,Flux advectif (W/m2) pour la profondeur 0.0060 m,Flux advectif (W/m2) pour la profondeur 0.0100 m,Flux advectif (W/m2) pour la profondeur 0.0140 m,Flux advectif (W/m2) pour la profondeur 0.0180 m,Flux advectif (W/m2) pour la profondeur 0.0220 m,Flux advectif (W/m2) pour la profondeur 0.0260 m,Flux advectif (W/m2) pour la profondeur 0.0300 m,Flux advectif (W/m2) pour la profondeur 0.0340 m,Flux advectif (W/m2) pour la profondeur 0.0380 m,Flux advectif (W/m2) pour la profondeur 0.0420 m,Flux advectif (W/m2) pour la profondeur 0.0460 m,Flux advectif (W/m2) pour la profondeur 0.0500 m,Flux advectif (W/m2) pour la profondeur 0.0540 m,Flux advectif (W/m2) pour la profondeur 0.0580 m,Flux advectif (W/m2) pour la profondeur 0.0620 m,Flux advectif (W/m2) pour la profondeur 0.0660 m,Flux advectif (W/m2) pour la profondeur 0.0700 m,Flux advectif (W/m2) pour la profondeur 0.0740 m,Flux advectif (W/m2) pour la profondeur 0.0780 m,Flux advectif (W/m2) pour la profondeur 0.0820 m,Flux advectif (W/m2) pour la profondeur 0.0860 m,Flux advectif (W/m2) pour la profondeur 0.0900 m,Flux advectif (W/m2) pour la profondeur 0.0940 m,Flux advectif (W/m2) pour la profondeur 0.0980 m,Flux advectif (W/m2) pour la profondeur 0.1020 m,Flux advectif (W/m2) pour la profondeur 0.1060 m,Flux advectif (W/m2) pour la profondeur 0.1100 m,Flux advectif (W/m2) pour la profondeur 0.1140 m,Flux advectif (W/m2) pour la profondeur 0.1180 m,Flux advectif (W/m2) pour la profondeur 0.1220 m,Flux advectif (W/m2) pour la profondeur 0.1260 m,Flux advectif (W/m2) pour la profondeur 0.1300 m,Flux advectif (W/m2) pour la profondeur 0.1340 m,Flux advectif (W/m2) pour la profondeur 0.1380 m,Flux advectif (W/m2) pour la profondeur 0.1420 m,Flux advectif (W/m2) pour la profondeur 0.1460 m,Flux advectif (W/m2) pour la profondeur 0.1500 m,Flux advectif (W/m2) pour la profondeur 0.1540 m,Flux advectif (W/m2) pour la profondeur 0.1580 m,Flux advectif (W/m2) pour la profondeur 0.1620 m,Flux advectif (W/m2) pour la profondeur 0.1660 m,Flux advectif (W/m2) pour la profondeur 0.1700 m,Flux advectif (W/m2) pour la profondeur 0.1740 m,Flux advectif (W/m2) pour la profondeur 0.1780 m,Flux advectif (W/m2) pour la profondeur 0.1820 m,Flux advectif (W/m2) pour la profondeur 0.1860 m,Flux advectif (W/m2) pour la profondeur 0.1900 m,Flux advectif (W/m2) pour la profondeur 0.1940 m,Flux advectif (W/m2) pour la profondeur 0.1980 m,Flux advectif (W/m2) pour la profondeur 0.2020 m,Flux advectif (W/m2) pour la profondeur 0.2060 m,Flux advectif (W/m2) pour la profondeur 0.2100 m,Flux advectif (W/m2) pour la profondeur 0.2140 m,Flux advectif (W/m2) pour la profondeur 0.2180 m,Flux advectif (W/m2) pour la profondeur 0.2220 m,Flux advectif (W/m2) pour la profondeur 0.2260 m,Flux advectif (W/m2) pour la profondeur 0.2300 m,Flux advectif (W/m2) pour la profondeur 0.2340 m,Flux advectif (W/m2) pour la profondeur 0.2380 m,Flux advectif (W/m2) pour la profondeur 0.2420 m,Flux advectif (W/m2) pour la profondeur 0.2460 m,Flux advectif (W/m2) pour la profondeur 0.2500 m,Flux advectif (W/m2) pour la profondeur 0.2540 m,Flux advectif (W/m2) pour la profondeur 0.2580 m,Flux advectif (W/m2) pour la profondeur 0.2620 m,Flux advectif (W/m2) pour la profondeur 0.2660 m,Flux advectif (W/m2) pour la profondeur 0.2700 m,Flux advectif (W/m2) pour la profondeur 0.2740 m,Flux advectif (W/m2) pour la profondeur 0.2780 m,Flux advectif (W/m2) pour la profondeur 0.2820 m,Flux advectif (W/m2) pour la profondeur 0.2860 m,Flux advectif (W/m2) pour la profondeur 0.2900 m,Flux advectif (W/m2) pour la profondeur 0.2940 m,Flux advectif (W/m2) pour la profondeur 0.2980 m,Flux advectif (W/m2) pour la profondeur 0.3020 m,Flux advectif (W/m2) pour la profondeur 0.3060 m,Flux advectif (W/m2) pour la profondeur 0.3100 m,Flux advectif (W/m2) pour la profondeur 0.3140 m,Flux advectif (W/m2) pour la profondeur 0.3180 m,Flux advectif (W/m2) pour la profondeur 0.3220 m,Flux advectif (W/m2) pour la profondeur 0.3260 m,Flux advectif (W/m2) pour la profondeur 0.3300 m,Flux advectif (W/m2) pour la profondeur 0.3340 m,Flux advectif (W/m2) pour la profondeur 0.3380 m,Flux advectif (W/m2) pour la profondeur 0.3420 m,Flux advectif (W/m2) pour la profondeur 0.3460 m,Flux advectif (W/m2) pour la profondeur 0.3500 m,Flux advectif (W/m2) pour la profondeur 0.3540 m,Flux advectif (W/m2) pour la profondeur 0.3580 m,Flux advectif (W/m2) pour la profondeur 0.3620 m,Flux advectif (W/m2) pour la profondeur 0.3660 m,Flux advectif (W/m2) pour la profondeur 0.3700 m,Flux advectif (W/m2) pour la profondeur 0.3740 m,Flux advectif (W/m2) pour la profondeur 0.3780 m,Flux advectif (W/m2) pour la profondeur 0.3820 m,Flux advectif (W/m2) pour la profondeur 0.3860 m,Flux advectif (W/m2) pour la profondeur 0.3900 m,Flux advectif (W/m2) pour la profondeur 0.3940 m,Flux advectif (W/m2) pour la profondeur 0.3980 m
16/06/28 06:45:00,-0.0918557,-0.09192836,-0.09199458,-0.092054054,-0.092107244,-0.09215575,-0.092198834,-0.092236914,-0.092271164,-0.09230196,-0.0923289,-0.09235234,-0.09237377,-0.09239238,-0.092408456,-0.09242347,-0.09243653,-0.09244791,-0.092458636,-0.09246895,-0.09247829,-0.09248687,-0.09249606,-0.09250486,-0.092513435,-0.092522725,-0.09253285,-0.09254317,-0.09255378,-0.09256576,-0.09257859,-0.09259195,-0.09260646,-0.092622176,-0.09263852,-0.09265609,-0.09267467,-0.092694245,-0.09271477,-0.0927362,-0.09275865,-0.09278148,-0.09280515,-0.09282936,-0.09285399,-0.092879094,-0.092903934,-0.09292892,-0.09295368,-0.09297801,-0.09300169,-0.093024515,-0.09304642,-0.09306656,-0.09308526,-0.09310204,-0.09311659,-0.093128785,-0.09313774,-0.09314367,-0.093146026,-0.09314444,-0.093138516,-0.09312786,-0.093112156,-0.093090676,-0.093063354,-0.093029454,-0.0929885,-0.09294019,-0.09288391,-0.09281916,-0.092745505,-0.0926622,-0.09256867,-0.09246455,-0.09234915,-0.092221856,-0.09208214,-0.09192918,-0.09176235,-0.09158114,-0.0913848,-0.091172665,-0.090943955,-0.09069794,-0.09043401,-0.090151295,-0.08984901,-0.08952653,-0.08918291,-0.08881738,-0.08842914,-0.08801734,-0.08758114,-0.08711963,-0.08663197,-0.08611726,-0.08557457,-0.08500298
16/06/28 07:00:00,-0.11154571,-0.110289514,-0.10790306,-0.105836,-0.10404664,-0.10249721,-0.10115499,-0.099992715,-0.09898698,-0.0981167,-0.09736389,-0.09671291,-0.096149616,-0.095662996,-0.095242776,-0.09487984,-0.09456704,-0.094296776,-0.09406418,-0.0938644,-0.09369253,-0.09354562,-0.09341916,-0.09331095,-0.09321878,-0.09314082,-0.093076006,-0.09302133,-0.0929757,-0.092938766,-0.09290827,-0.09288369,-0.09286447,-0.092849635,-0.09283921,-0.09283222,-0.092827864,-0.09282612,-0.09282674,-0.09282947,-0.09283347,-0.09283844,-0.09284469,-0.09285171,-0.092858985,-0.092865996,-0.09287297,-0.09287973,-0.09288534,-0.09288997,-0.09289381,-0.09289645,-0.09289724,-0.092895955,-0.09289215,-0.09288593,-0.09287721,-0.0928653,-0.09285047,-0.0928318,-0.09280917,-0.09278262,-0.0927514,-0.09271573,-0.09267552,-0.09263011,-0.09257918,-0.09252292,-0.09246112,-0.09239357,-0.092320025,-0.09224056,-0.09215523,-0.09206398,-0.09196716,-0.09186502,-0.09175781,-0.09164592,-0.09153007,-0.091411136,-0.09128997,-0.09116773,-0.09104592,-0.090926304,-0.09081091,-0.090702154,-0.09060295,-0.090516806,-0.09044766,-0.09040015,-0.09037985,-0.090393044,-0.09044705,-0.09055039,-0.09071297,-0.09094633,-0.09126381,-0.091680795,-0.09221521,-0.09232342
16/06/28 07:15:00,-0.10808065,-0.10791061,-0.107443884,-0.10682958,-0.1061157,-0.105340205,-0.10453033,-0.103709854,-0.10289568,-0.102101214,-0.10133607,-0.10060562,-0.09991486,-0.09926573,-0.09866017,-0.098098226,-0.09757836,-0.09710022,-0.09666192,-0.096261196,-0.09589692,-0.09556604,-0.095265925,-0.09499503,-0.09475072,-0.09453107,-0.094333805,-0.0941574,-0.09399955,-0.09385834,-0.09373358,-0.09362219,-0.093522586,-0.09343476,-0.093357526,-0.09328911,-0.09322848,-0.09317503,-0.09312772,-0.093086064,-0.093048625,-0.09301473,-0.09298521,-0.09295825,-0.09293314,-0.092910096,-0.09288802,-0.09286655,-0.09284611,-0.09282594,-0.09280507,-0.09278351,-0.09276085,-0.09273726,-0.0927123,-0.09268498,-0.09265581,-0.09262456,-0.09259037,-0.09255358,-0.092513904,-0.09247128,-0.09242542,-0.092376046,-0.09232307,-0.09226649,-0.09220633,-0.092142425,-0.09207459,-0.09200305,-0.09192773,-0.09184852,-0.09176572,-0.091679245,-0.09158911,-0.091495186,-0.09139756,-0.09129655,-0.0911918,-0.09108307,-0.09097034,-0.090853155,-0.09073089,-0.090602554,-0.09046718,-0.09032326,-0.09016863,-0.09000052,-0.08981557,-0.08960937,-0.089376144,-0.08910882,-0.08879861,-0.08843452,-0.088002935,-0.08748712,-0.086866476,-0.086116016,-0.08520529,-0.08455235
16/06/28 07:30:00,-0.11496548,-0.114171065,-0.11263692,-0.111268386,-0.110031016,-0.108897604,-0.10784866,-0.10686962,-0.105949774,-0.10508226,-0.104261704,-0.10348396,-0.10274632,-0.10204652,-0.101382665,-0.10075437,-0.100160904,-0.09960072,-0.09907347,-0.09857798,-0.09811275,-0.097677365,-0.09727068,-0.096891165,-0.09653803,-0.09621047,-0.095906965,-0.09562594,-0.09536661,-0.095127374,-0.09490652,-0.094703756,-0.09451754,-0.09434606,-0.094188325,-0.09404367,-0.093910694,-0.09378873,-0.09367711,-0.09357461,-0.093479976,-0.09339249,-0.0933117,-0.093236506,-0.09316677,-0.093101196,-0.0930391,-0.09298033,-0.09292376,-0.09286923,-0.092816964,-0.0927662,-0.09271583,-0.09266526,-0.09261492,-0.09256443,-0.092513025,-0.092460684,-0.09240747,-0.09235257,-0.09229562,-0.092236996,-0.09217595,-0.092112124,-0.09204582,-0.09197677,-0.0919048,-0.09182969,-0.09175119,-0.091669165,-0.091583215,-0.09149326,-0.09139899,-0.091300085,-0.091196574,-0.09108806,-0.090974145,-0.09085457,-0.0907289,-0.09059675,-0.090457715,-0.09031146,-0.0901575,-0.08999565,-0.089825645,-0.08964735,-0.08946101,-0.08926703,-0.08906625,-0.088860236,-0.08865141,-0.088443376,-0.08824102,-0.08805099,-0.08788262,-0.08774832,-0.08766436,-0.087652065,-0.08773907,-0.087676
16/06/28 07:45:00,-0.11498999,-0.114603065,-0.11376455,-0.11287708,-0.111965545,-0.11104788,-0.1101348,-0.10923624,-0.1083595,-0.10750797,-0.10668435,-0.10589014,-0.10512687,-0.10439417,-0.10369202,-0.10302039,-0.10237931,-0.10176835,-0.10118596,-0.10063178,-0.10010497,-0.09960555,-0.09913275,-0.098684974,-0.09826144,-0.097861744,-0.09748507,-0.09712948,-0.096794896,-0.096481286,-0.09618669,-0.09590949,-0.09564948,-0.09540598,-0.09517815,-0.09496477,-0.094765194,-0.09457837,-0.09440367,-0.09424038,-0.094086885,-0.09394308,-0.09380809,-0.09368123,-0.09356144,-0.093447596,-0.09334002,-0.09323816,-0.093140766,-0.09304772,-0.092957914,-0.09287103,-0.09278711,-0.09270527,-0.09262498,-0.09254573,-0.0924672,-0.09238905,-0.09231097,-0.092232645,-0.092153944,-0.09207381,-0.09199231,-0.09190952,-0.09182478,-0.09173779,-0.0916483,-0.091556214,-0.09146117,-0.09136275,-0.091261104,-0.0911559,-0.091046646,-0.09093353,-0.09081618,-0.090694234,-0.09056763,-0.090436265,-0.09030007,-0.09015904,-0.0900132,-0.08986237,-0.08970664,-0.08954621,-0.08938099,-0.08921111,-0.089036636,-0.088857606,-0.08867393,-0.088485114,-0.088290505,-0.08808884,-0.08787802,-0.08765493,-0.08741498,-0.08715131,-0.08685437,-0.08651073,-0.086101905,-0.08575974
16/06/28 08:00:00,-0.11560242,-0.11517539,-0.1143111,-0.113476895,-0.112664685,-0.11186984,-0.11108776,-0.11031758,-0.1095597,-0.108814076,-0.10808217,-0.10736516,-0.10666416,-0.10598064,-0.10531537,-0.1046691,-0.10404215,-0.10343528,-0.102848835,-0.10228395,-0.1017406,-0.10121795,-0.100716375,-0.10023506,-0.09977359,-0.099332705,-0.09891234,-0.09851131,-0.09812841,-0.09776396,-0.09741734,-0.097088285,-0.09677559,-0.09647842,-0.09619651,-0.09592903,-0.09567551,-0.09543493,-0.09520679,-0.09499085,-0.09478623,-0.09459149,-0.09440656,-0.09423118,-0.094064616,-0.093905866,-0.09375382,-0.09360843,-0.09346957,-0.0933362,-0.093207814,-0.09308432,-0.09296448,-0.09284777,-0.09273434,-0.09262368,-0.09251531,-0.092408605,-0.09230285,-0.09219781,-0.09209339,-0.09198952,-0.091885164,-0.09178028,-0.09167461,-0.091567814,-0.09145976,-0.09134994,-0.091238126,-0.09112431,-0.09100811,-0.09088914,-0.090767406,-0.09064275,-0.09051501,-0.09038394,-0.0902497,-0.09011189,-0.08997028,-0.08982499,-0.08967591,-0.08952299,-0.08936602,-0.08920496,-0.08903966,-0.088870235,-0.08869658,-0.08851853,-0.08833617,-0.088149674,-0.08795937,-0.08776587,-0.0875702,-0.08737395,-0.087179564,-0.08699086,-0.08681339,-0.08665527,-0.08652808,-0.08636532
16/06/28 08:15:00,-0.11288462,-0.11272512,-0.1123567,-0.11193523,-0.11147356,-0.11098155,-0.11046477,-0.109929696,-0.10938196,-0.10882532,-0.10826276,-0.107697256,-0.107131414,-0.10656674,-0.10600624,-0.105450965,-0.10490281,-0.10436286,-0.103832215,-0.10331315,-0.1028052,-0.10230947,-0.1018271,-0.10135762,-0.100902155,-0.10046063,-0.10003337,-0.09962034,-0.099221855,-0.09883825,-0.098468505,-0.09811239,-0.097770385,-0.09744165,-0.09712634,-0.09682401,-0.09653361,-0.096255474,-0.09598932,-0.0957349,-0.09549061,-0.09525616,-0.09503224,-0.0948178,-0.09461164,-0.094413474,-0.094223425,-0.094040856,-0.093864895,-0.09369507,-0.09353113,-0.09337282,-0.093219295,-0.093070105,-0.09292498,-0.09278329,-0.09264476,-0.09250914,-0.09237601,-0.09224492,-0.092115246,-0.09198656,-0.09185921,-0.09173258,-0.09160587,-0.09147928,-0.09135231,-0.09122472,-0.09109655,-0.09096722,-0.090836726,-0.09070482,-0.09057124,-0.09043564,-0.09029799,-0.0901584,-0.0900162,-0.08987155,-0.08972461,-0.08957499,-0.0894227,-0.08926746,-0.089109406,-0.088948674,-0.08878513,-0.08861874,-0.08844971,-0.088278234,-0.088104084,-0.08792737,-0.08774833,-0.08756677,-0.087382436,-0.08719486,-0.087003134,-0.086805634,-0.086599775,-0.08638148,-0.086144544,-0.0859209
16/06/28 08:30:00,-0.10951233,-0.10947318,-0.109366156,-0.10922185,-0.10903978,-0.10882254,-0.10857274,-0.10829175,-0.10798377,-0.10765211,-0.10729938,-0.10692821,-0.10654155,-0.10614316,-0.10573451,-0.10531819,-0.104896426,-0.10447028,-0.10404241,-0.10361426,-0.103187315,-0.10276304,-0.10234253,-0.10192687,-0.101516776,-0.10111332,-0.100716844,-0.100328065,-0.099948056,-0.09957714,-0.09921487,-0.098861925,-0.09851849,-0.09818468,-0.097860254,-0.0975459,-0.097241335,-0.09694616,-0.09666048,-0.096384026,-0.09611696,-0.09585844,-0.09560838,-0.095366746,-0.09513365,-0.09490826,-0.09468955,-0.094477646,-0.09427288,-0.094074644,-0.09388209,-0.09369515,-0.09351341,-0.093336426,-0.09316378,-0.092995405,-0.09283087,-0.09266976,-0.09251167,-0.09235617,-0.092203416,-0.09205301,-0.09190418,-0.09175651,-0.09160998,-0.0914646,-0.09131998,-0.09117565,-0.09103162,-0.09088762,-0.09074329,-0.09059856,-0.0904531,-0.09030702,-0.090160094,-0.090011716,-0.08986223,-0.0897114,-0.08955885,-0.08940484,-0.08924917,-0.08909184,-0.0889328,-0.088771924,-0.08860928,-0.08844469,-0.08827825,-0.088109836,-0.08793954,-0.08776741,-0.087593384,-0.087417744,-0.0872406,-0.087062225,-0.08688321,-0.086704396,-0.08652729,-0.086354196,-0.08618861,-0.086015485
16/06/28 08:45:00,-0.105361946,-0.105476074,-0.105670504,-0.10580629,-0.105891034,-0.10592767,-0.1059192,-0.105872035,-0.10578838,-0.10567046,-0.10552199,-0.10534595,-0.10514495,-0.10492162,-0.10467814,-0.104416355,-0.10413887,-0.10384793,-0.10354573,-0.10323453,-0.1029154,-0.10259015,-0.10226031,-0.10192653,-0.1015907,-0.10125352,-0.100916445,-0.10058057,-0.100246236,-0.099915266,-0.09958799,-0.09926419,-0.09894492,-0.098630525,-0.098321326,-0.09801785,-0.09772022,-0.09742875,-0.09714339,-0.096864864,-0.09659272,-0.09632654,-0.096067205,-0.09581467,-0.09556831,-0.095327675,-0.09509332,-0.09486497,-0.09464224,-0.094425045,-0.09421299,-0.094006374,-0.09380461,-0.09360727,-0.09341449,-0.09322572,-0.0930407,-0.0928594,-0.09268163,-0.09250659,-0.092334434,-0.092164986,-0.09199765,-0.09183242,-0.091669306,-0.091507815,-0.09134758,-0.09118854,-0.091030315,-0.090872936,-0.09071622,-0.09055982,-0.0904036,-0.090247504,-0.09009128,-0.089934796,-0.08977793,-0.08962054,-0.08946272,-0.08930421,-0.08914483,-0.088984676,-0.08882363,-0.088661686,-0.08849885,-0.088335,-0.088170156,-0.08800445,-0.087837756,-0.087670185,-0.08750175,-0.0873324,-0.08716231,-0.086991355,-0.086819455,-0.08664633,-0.08647142,-0.08629379,-0.086111814,-0.08593259
16/06/28 09:00:00,-0.10183855,-0.102004975,-0.10231938,-0.102591805,-0.10282255,-0.1030131,-0.10316453,-0.103276424,-0.10335213,-0.10339465,-0.103404716,-0.10338415,-0.103335194,-0.10325966,-0.103159815,-0.10303748,-0.1028937,-0.10273075,-0.102550864,-0.10235588,-0.102146894,-0.10192576,-0.10169354,-0.10145172,-0.101201,-0.10094362,-0.10068144,-0.100414,-0.10014277,-0.099868864,-0.099592976,-0.09931598,-0.099038444,-0.09876107,-0.09848458,-0.09820968,-0.097936876,-0.097666316,-0.0973989,-0.097134806,-0.09687376,-0.096616104,-0.09636257,-0.0961131,-0.09586746,-0.09562618,-0.09538885,-0.0951556,-0.09492661,-0.09470184,-0.09448142,-0.09426516,-0.09405262,-0.09384382,-0.093638875,-0.093437396,-0.09323953,-0.09304489,-0.092852905,-0.09266431,-0.09247852,-0.092295155,-0.0921144,-0.09193586,-0.09175918,-0.09158445,-0.09141177,-0.09124049,-0.091070525,-0.09090181,-0.09073416,-0.09056752,-0.09040172,-0.09023633,-0.09007155,-0.089907326,-0.08974304,-0.08957895,-0.08941496,-0.08925077,-0.08908643,-0.08892186,-0.08875684,-0.08859135,-0.08842546,-0.08825892,-0.088091716,-0.087923765,-0.08775502,-0.08758537,-0.08741481,-0.08724327,-0.087070554,-0.086896725,-0.08672178,-0.08654576,-0.08636886,-0.08619141,-0.08601412,-0.08583377
