"Date Heure, GMT+01:00",Pression différentielle (m),Température (K)
2016-07-12 12:00:00,-0.027560430568200633,293.157
2016-07-12 12:15:00,0.08703765166839826,287.51099999999997
2016-07-12 12:30:00,0.08553233579902748,287.464
2016-07-12 12:45:00,0.07875159065379031,287.368
2016-07-12 13:00:00,0.08215985629789867,287.248
2016-07-12 13:15:00,0.08475088670214714,287.392
2016-07-12 13:30:00,0.08512108291483236,287.464
2016-07-12 13:45:00,0.08522653254907683,287.44
2016-07-12 14:00:00,0.08528606685561321,287.53499999999997
2016-07-12 14:15:00,0.07516447457187342,287.55899999999997
2016-07-12 14:30:00,0.06643178870028399,287.751
2016-07-12 14:45:00,0.06262696500939453,287.727
2016-07-12 15:00:00,0.056195324771277054,287.895
2016-07-12 15:15:00,0.053915370443370615,287.727
2016-07-12 15:30:00,0.04646502000578799,287.799
2016-07-12 15:45:00,0.03959090639318134,287.94199999999995
2016-07-12 16:00:00,0.03965417571415582,287.98999999999995
2016-07-12 16:15:00,0.041462221507431694,287.751
2016-07-12 16:30:00,0.034148955364580805,287.823
2016-07-12 16:45:00,0.03508745641999827,287.703
2016-07-12 17:00:00,0.030544485289397506,287.847
2016-07-12 17:15:00,0.028153808500855238,287.751
2016-07-12 17:30:00,0.028572993367294068,288.01399999999995
2016-07-12 17:45:00,0.027269568925582757,288.01399999999995
2016-07-12 18:00:00,0.02873116666973028,288.13399999999996
2016-07-12 18:15:00,0.03194435152452382,287.918
2016-07-12 18:30:00,0.030192766711738768,287.94199999999995
2016-07-12 18:45:00,0.030175412718472388,287.775
2016-07-12 19:00:00,0.02917251870032039,287.847
2016-07-12 19:15:00,0.030154323710767907,287.655
2016-07-12 19:30:00,0.028195988814125213,287.679
2016-07-12 19:45:00,0.02869160232486033,287.53499999999997
2016-07-12 20:00:00,0.027837461895982865,287.51099999999997
2016-07-12 20:15:00,0.022375957373770083,287.58299999999997
2016-07-12 20:30:00,0.025207986192902463,287.392
2016-07-12 20:45:00,0.026320479029930257,287.248
2016-07-12 21:00:00,0.030569313907262138,287.296
2016-07-12 21:15:00,0.02620448374290303,287.368
2016-07-12 21:30:00,0.022964939351874648,287.2
2016-07-12 21:45:00,0.022304756070551865,287.272
2016-07-12 22:00:00,0.022120220934019826,287.08
2016-07-12 22:15:00,0.018891219897913175,287.128
2016-07-12 22:30:00,0.02367672495749007,286.96
2016-07-12 22:45:00,0.02072716533723818,286.96
2016-07-12 23:00:00,0.019776997285138903,286.864
2016-07-12 23:15:00,0.02159297506065852,286.888
2016-07-12 23:30:00,0.020321185279434432,286.912
2016-07-12 23:45:00,0.023153628268760006,286.71999999999997
2016-07-13 00:00:00,0.021744754192804243,286.74399999999997
2016-07-13 00:15:00,0.02433732470686703,286.575
2016-07-13 00:30:00,0.022923177804519867,286.647
2016-07-13 00:45:00,0.01880046739894375,286.69599999999997
2016-07-13 01:00:00,0.02234847879149719,286.575
2016-07-13 01:15:00,0.022865181309936786,286.551
2016-07-13 01:30:00,0.023868075328088805,286.479
2016-07-13 01:45:00,0.02204682472617782,286.503
2016-07-13 02:00:00,0.02460622276780011,286.311
2016-07-13 02:15:00,0.024632584601895963,286.383
2016-07-13 02:30:00,0.05263192285690882,286.287
2016-07-13 02:45:00,0.044431757982933105,286.311
2016-07-13 03:00:00,0.04120163330506632,286.359
2016-07-13 03:15:00,0.03709781700257089,286.262
2016-07-13 03:30:00,0.034353883824416565,286.262
2016-07-13 03:45:00,0.035050974592617946,286.166
2016-07-13 04:00:00,0.03359992020339218,286.262
2016-07-13 04:15:00,0.031703316815770696,286.335
2016-07-13 04:30:00,0.031140701267484035,286.166
2016-07-13 04:45:00,0.03106688629372681,286.214
2016-07-13 05:00:00,0.029214001031328568,286.214
2016-07-13 05:15:00,0.030396159657482293,286.07
2016-07-13 05:30:00,0.030522698299431255,286.166
2016-07-13 05:45:00,0.030608596737924525,286.02099999999996
2016-07-13 06:00:00,0.03169958409919361,286.07
2016-07-13 06:15:00,0.03308363415300679,285.97299999999996
2016-07-13 06:30:00,0.030121991068018883,286.07
2016-07-13 06:45:00,0.02976873467840687,286.166
2016-07-13 07:00:00,0.02662978126542476,286.02099999999996
2016-07-13 07:15:00,0.02822804913411077,286.142
2016-07-13 07:30:00,0.026856082545033605,286.142
2016-07-13 07:45:00,0.02713552396088839,286.094
2016-07-13 08:00:00,0.026919351866008086,286.19
2016-07-13 08:15:00,0.02734115040298595,286.094
2016-07-13 08:30:00,0.030691417254650213,286.19
2016-07-13 08:45:00,0.026845536892250835,286.238
2016-07-13 09:00:00,0.026914079039616685,286.238
2016-07-13 09:15:00,0.0260098240173645,286.335
2016-07-13 09:30:00,0.02590964720951142,286.311
2016-07-13 09:45:00,0.020669585310709303,286.551
2016-07-13 10:00:00,0.01928819671060947,286.647
2016-07-13 10:15:00,0.022965358117789866,286.575
2016-07-13 10:30:00,0.01789360100401354,286.84
2016-07-13 10:45:00,0.015276206467808143,286.936
2016-07-13 11:00:00,0.018252127922155886,287.008
2016-07-13 11:15:00,0.017181815398398116,287.08
2016-07-13 11:30:00,0.018020139645962475,286.936
2016-07-13 11:45:00,0.016706169551468416,287.032
2016-07-13 12:00:00,0.017503437127522902,286.96
2016-07-13 12:15:00,0.022784553399973876,286.96
2016-07-13 12:30:00,0.020790434658212658,287.008
2016-07-13 12:45:00,0.018801588742842816,287.008
2016-07-13 13:00:00,0.011883757005012896,287.224
2016-07-13 13:15:00,0.01065941806558917,287.44
2016-07-13 13:30:00,0.012971009351843902,287.32
2016-07-13 13:45:00,0.011086489428958408,287.296
2016-07-13 14:00:00,0.015978567764539885,287.104
2016-07-13 14:15:00,0.021577156581484375,287.032
2016-07-13 14:30:00,0.023544913489149735,286.912
2016-07-13 14:45:00,0.020352819939921662,286.936
2016-07-13 15:00:00,0.04901648836302758,287.032
2016-07-13 15:15:00,0.043918785883209556,286.912
2016-07-13 15:30:00,0.03921124498202116,286.984
2016-07-13 15:45:00,0.0300936703581935,286.936
2016-07-13 16:00:00,0.029575844197993823,286.96
2016-07-13 16:15:00,0.03015693967916798,286.984
2016-07-13 16:30:00,0.031095440734585443,286.864
2016-07-13 16:45:00,0.025803778809351696,286.96
2016-07-13 17:00:00,0.02646283844891435,286.888
2016-07-13 17:15:00,0.024669073322859343,286.984
2016-07-13 17:30:00,0.023223291760024953,287.032
2016-07-13 17:45:00,0.020800980310995407,286.912
2016-07-13 18:00:00,0.022784553399973876,286.96
2016-07-13 18:15:00,0.020890611466065738,287.032
2016-07-13 18:30:00,0.023956166373344856,286.912
2016-07-13 18:45:00,0.02082734214509126,286.984
2016-07-13 19:00:00,0.01914429947967208,287.008
2016-07-13 19:15:00,0.02382435490500452,286.864
