Date/Heure,Pression différentielle (m),Temperature (K)
16/03/22 06:15:00,0.0088102286388802,280.405
16/03/22 06:30:00,0.009118662941683,280.395
16/03/22 06:45:00,0.0076388345397315,280.387
16/03/22 07:00:00,0.0096925697582614,280.378
16/03/22 07:15:00,0.0082326411198117,280.37
16/03/22 07:30:00,0.0082633856745888,280.362
16/03/22 07:45:00,0.0083416219108014,280.357
16/03/22 08:00:00,0.0085971517617113,280.356
16/03/22 08:15:00,0.0093999227026259,280.35299999999995
16/03/22 08:30:00,0.010148887063238,280.361
16/03/22 08:45:00,0.0083746602873234,280.376
16/03/22 09:00:00,0.0096858230455501,280.409
16/03/22 09:15:00,0.009329484497828,280.449
16/03/22 09:30:00,0.0084345135807129,280.504
16/03/22 09:45:00,0.0086286265109204,280.57899999999995
16/03/22 10:00:00,0.0085753816843956,280.681
16/03/22 10:15:00,0.009650103666017,280.79299999999995
16/03/22 10:30:00,0.0093739163008995,280.916
16/03/22 10:45:00,0.0073605616135115,281.032
16/03/22 11:00:00,0.0094144845230562,281.179
16/03/22 11:15:00,0.0099709971518432,281.36499999999995
16/03/22 11:30:00,0.0092673605908551,281.441
16/03/22 11:45:00,0.0090987478856216,281.51
16/03/22 12:00:00,0.0086099154571795,281.56699999999995
16/03/22 12:15:00,0.0093015224749324,281.642
16/03/22 12:30:00,0.0087924306579961,281.77599999999995
16/03/22 12:45:00,0.0100381313554477,281.90599999999995
16/03/22 13:00:00,0.0095362036272965,281.98
16/03/22 13:15:00,0.0109524656645046,282.157
16/03/22 13:30:00,0.0108228081089467,282.27599999999995
16/03/22 13:45:00,0.0103819569268659,282.367
16/03/22 14:00:00,0.0102184166174579,282.517
16/03/22 14:15:00,0.0113415468466949,282.642
16/03/22 14:30:00,0.0102842588728528,282.736
16/03/22 14:45:00,0.0104268253563719,282.821
16/03/22 15:00:00,0.0104377567742694,282.885
16/03/22 15:15:00,0.011825442951102,282.993
16/03/22 15:30:00,0.0107789997685352,283.07899999999995
16/03/22 15:45:00,0.0122801581280448,283.148
16/03/22 16:00:00,0.0119373322561057,283.142
16/03/22 16:15:00,0.0118582131418439,283.165
16/03/22 16:30:00,0.0112404087196979,283.159
16/03/22 16:45:00,0.0141272420578456,283.168
16/03/22 17:00:00,0.0120875427681554,283.19
16/03/22 17:15:00,0.0124900583054198,283.188
16/03/22 17:30:00,0.0124610987571013,283.176
16/03/22 17:45:00,0.0117948812747497,283.153
16/03/22 18:00:00,0.0127165708569296,283.12699999999995
16/03/22 18:15:00,0.0121439450441138,283.081
16/03/22 18:30:00,0.0120362452568865,283.03099999999995
16/03/22 18:45:00,0.0116038151044027,282.979
16/03/22 19:00:00,0.0106282082523473,282.924
16/03/22 19:15:00,0.0121916134721169,282.855
16/03/22 19:30:00,0.0102648631120472,282.779
16/03/22 19:45:00,0.0121869007012839,282.697
16/03/22 20:00:00,0.0114464343717107,282.61
16/03/22 20:15:00,0.0113386768334019,282.512
16/03/22 20:30:00,0.0118785661436067,282.414
16/03/22 20:45:00,0.0111236128209892,282.315
16/03/22 21:00:00,0.011913604773876,282.21599999999995
16/03/22 21:15:00,0.0113146872972494,282.12
16/03/22 21:30:00,0.0107117102427796,282.033
16/03/22 21:45:00,0.011975236941867,281.943
16/03/22 22:00:00,0.0109091381186278,281.856
16/03/22 22:15:00,0.010658929598963,281.769
16/03/22 22:30:00,0.0096882652027997,281.68699999999995
16/03/22 22:45:00,0.010524865959073,281.609
