"Date Heure, GMT+01:00",Température 1 (K),Température 2 (K),Température 3 (K),Température 4 (K)
16/03/19 00:00:00,281.619,281.42,281.345,279.67
16/03/19 00:15:00,281.594,281.395,281.37,279.67
16/03/19 00:30:00,281.569,281.37,281.37,279.67
16/03/19 00:45:00,281.519,281.345,281.37,279.645
16/03/19 01:00:00,281.494,281.345,281.37,279.67
16/03/19 01:15:00,281.494,281.345,281.37,279.67
16/03/19 01:30:00,281.469,281.345,281.395,279.67
16/03/19 01:45:00,281.469,281.345,281.395,279.695
16/03/19 02:00:00,281.445,281.32,281.395,279.695
16/03/19 02:15:00,281.445,281.32,281.395,279.695
16/03/19 02:30:00,281.42,281.32,281.42,279.695
16/03/19 02:45:00,281.42,281.32,281.42,279.695
16/03/19 03:00:00,281.42,281.32,281.42,279.695
16/03/19 03:15:00,281.395,281.32,281.42,279.72
16/03/19 03:30:00,281.395,281.32,281.42,279.72
16/03/19 03:45:00,281.395,281.32,281.42,279.72
16/03/19 04:00:00,281.37,281.32,281.42,279.645
16/03/19 04:15:00,281.37,281.32,281.445,
16/03/19 04:30:00,281.37,281.295,281.445,279.72
16/03/19 04:45:00,281.345,281.295,281.445,279.745
16/03/19 05:00:00,281.345,281.295,281.445,279.745
16/03/19 05:15:00,281.345,281.27,281.445,279.745
16/03/19 05:30:00,281.32,281.27,281.445,279.745
16/03/19 05:45:00,281.32,281.27,281.445,279.745
16/03/19 06:00:00,281.32,281.27,281.445,279.745
16/03/19 06:15:00,281.295,281.27,281.445,279.745
16/03/19 06:30:00,281.295,281.27,281.445,279.77
16/03/19 06:45:00,281.27,281.27,281.445,279.77
16/03/19 07:00:00,281.245,281.27,281.445,279.77
16/03/19 07:15:00,281.245,281.27,281.445,279.77
16/03/19 07:30:00,281.22,281.27,281.445,279.77
16/03/19 07:45:00,281.22,281.27,281.445,279.77
16/03/19 08:00:00,281.195,281.27,281.445,279.77
16/03/19 08:15:00,281.17,281.27,281.445,279.77
16/03/19 08:30:00,281.17,281.27,281.445,279.77
16/03/19 08:45:00,281.17,281.245,281.445,279.77
16/03/19 09:00:00,281.145,281.245,281.445,279.77
16/03/19 09:15:00,281.145,281.245,281.445,279.77
16/03/19 09:30:00,281.12,281.245,281.445,279.77
16/03/19 09:45:00,281.12,281.245,281.445,279.77
16/03/19 10:00:00,281.095,281.27,281.445,279.77
16/03/19 10:15:00,281.095,281.27,281.445,279.77
16/03/19 10:30:00,281.095,281.27,281.445,279.77
16/03/19 10:45:00,281.07,281.27,281.445,279.77
16/03/19 11:00:00,281.07,281.245,281.445,279.77
16/03/19 11:15:00,281.07,281.245,281.445,279.77
16/03/19 11:30:00,281.07,281.245,281.445,279.77
16/03/19 11:45:00,281.07,281.245,281.445,279.77
16/03/19 12:00:00,281.07,281.245,281.445,279.77
16/03/19 12:15:00,281.07,281.22,281.445,279.77
16/03/19 12:30:00,281.07,281.22,281.445,279.745
16/03/19 12:45:00,281.07,281.22,281.445,279.72
16/03/19 13:00:00,281.07,281.22,281.445,279.77
16/03/19 13:15:00,281.07,281.22,281.445,279.77
16/03/19 13:30:00,281.07,281.22,281.445,279.745
16/03/19 13:45:00,281.07,281.195,281.445,279.77
16/03/19 14:00:00,281.07,281.195,281.445,279.795
16/03/19 14:15:00,281.095,281.195,281.445,279.795
16/03/19 14:30:00,281.095,281.195,281.445,279.77
16/03/19 14:45:00,281.095,281.195,281.445,279.77
16/03/19 15:00:00,281.12,281.195,281.445,279.77
16/03/19 15:15:00,281.12,281.195,281.445,
16/03/19 15:30:00,281.12,281.195,281.445,279.795
16/03/19 15:45:00,281.145,281.195,281.445,279.795
16/03/19 16:00:00,281.145,281.195,281.445,279.795
16/03/19 16:15:00,281.145,281.195,281.445,279.795
16/03/19 16:30:00,281.145,281.195,281.445,279.77
16/03/19 16:45:00,281.17,281.195,281.445,279.77
16/03/19 17:00:00,281.17,281.195,281.445,279.77
16/03/19 17:15:00,281.17,281.195,281.445,279.77
16/03/19 17:30:00,281.17,281.195,281.445,279.77
16/03/19 17:45:00,281.17,281.195,281.445,279.77
16/03/19 18:00:00,281.17,281.195,281.445,279.77
16/03/19 18:15:00,281.17,281.195,281.42,279.77
16/03/19 18:30:00,281.195,281.195,281.445,279.77
16/03/19 18:45:00,281.195,281.195,281.42,279.77
16/03/19 19:00:00,281.195,281.195,281.42,279.77
16/03/19 19:15:00,281.195,281.195,281.42,279.77
16/03/19 19:30:00,281.195,281.195,281.42,279.77
16/03/19 19:45:00,281.17,281.195,281.42,279.745
16/03/19 20:00:00,281.17,281.195,281.42,279.745
16/03/19 20:15:00,281.17,281.195,281.42,279.745
16/03/19 20:30:00,281.17,281.195,281.42,279.745
16/03/19 20:45:00,281.17,281.195,281.42,279.745
16/03/19 21:00:00,281.17,281.195,281.42,279.745
16/03/19 21:15:00,281.145,281.195,281.42,279.77
16/03/19 21:30:00,281.145,281.195,281.42,279.77
16/03/19 21:45:00,281.145,281.195,281.42,279.745
16/03/19 22:00:00,281.145,281.195,281.42,279.745
16/03/19 22:15:00,281.145,281.195,281.42,279.745
16/03/19 22:30:00,281.145,281.195,281.42,279.695
16/03/19 22:45:00,281.12,281.195,281.42,279.77
16/03/19 23:00:00,281.12,281.195,281.42,279.72
16/03/19 23:15:00,281.12,281.195,281.42,279.77
16/03/19 23:30:00,281.12,281.195,281.42,279.67
16/03/19 23:45:00,281.095,281.195,281.42,279.77
16/03/20 00:00:00,281.095,281.195,281.42,279.745
16/03/20 00:15:00,281.095,281.17,281.42,279.77
16/03/20 00:30:00,281.095,281.145,281.42,279.77
16/03/20 00:45:00,281.07,281.12,281.42,279.77
16/03/20 01:00:00,281.07,281.095,281.42,279.77
16/03/20 01:15:00,281.07,281.095,281.42,279.77
16/03/20 01:30:00,281.045,281.07,281.42,279.77
16/03/20 01:45:00,281.045,281.07,281.42,279.77
16/03/20 02:00:00,281.02,281.045,281.42,279.77
16/03/20 02:15:00,281.02,281.045,281.42,279.77
16/03/20 02:30:00,280.995,281.045,281.42,279.77
16/03/20 02:45:00,280.995,281.02,281.42,279.77
16/03/20 03:00:00,280.97,281.02,281.42,279.77
16/03/20 03:15:00,280.97,281.02,281.395,279.77
16/03/20 03:30:00,280.945,281.02,281.42,279.77
16/03/20 03:45:00,280.945,281.02,281.42,279.77
16/03/20 04:00:00,280.945,280.995,281.42,279.77
16/03/20 04:15:00,280.945,280.995,281.42,279.745
16/03/20 04:30:00,280.92,280.995,281.42,279.745
16/03/20 04:45:00,280.92,280.995,281.42,279.72
16/03/20 05:00:00,280.92,280.995,281.395,279.745
16/03/20 05:15:00,280.895,280.97,281.42,279.72
16/03/20 05:30:00,280.895,280.97,281.395,279.745
16/03/20 05:45:00,280.87,280.97,281.395,279.745
16/03/20 06:00:00,280.87,280.97,281.395,279.745
16/03/20 06:15:00,280.87,280.97,281.395,279.745
16/03/20 06:30:00,280.845,280.97,281.395,279.745
16/03/20 06:45:00,280.845,280.945,281.395,279.745
16/03/20 07:00:00,280.845,280.945,281.395,279.745
