"Date Heure, GMT+01:00",Flux d'énergie total (W/m2) pour la profondeur 0.0027 m,Flux d'énergie total (W/m2) pour la profondeur 0.0082 m,Flux d'énergie total (W/m2) pour la profondeur 0.0137 m,Flux d'énergie total (W/m2) pour la profondeur 0.0192 m,Flux d'énergie total (W/m2) pour la profondeur 0.0247 m,Flux d'énergie total (W/m2) pour la profondeur 0.0302 m,Flux d'énergie total (W/m2) pour la profondeur 0.0357 m,Flux d'énergie total (W/m2) pour la profondeur 0.0412 m,Flux d'énergie total (W/m2) pour la profondeur 0.0467 m,Flux d'énergie total (W/m2) pour la profondeur 0.0522 m,Flux d'énergie total (W/m2) pour la profondeur 0.0577 m,Flux d'énergie total (W/m2) pour la profondeur 0.0632 m,Flux d'énergie total (W/m2) pour la profondeur 0.0687 m,Flux d'énergie total (W/m2) pour la profondeur 0.0742 m,Flux d'énergie total (W/m2) pour la profondeur 0.0797 m,Flux d'énergie total (W/m2) pour la profondeur 0.0852 m,Flux d'énergie total (W/m2) pour la profondeur 0.0907 m,Flux d'énergie total (W/m2) pour la profondeur 0.0962 m,Flux d'énergie total (W/m2) pour la profondeur 0.1017 m,Flux d'énergie total (W/m2) pour la profondeur 0.1072 m,Flux d'énergie total (W/m2) pour la profondeur 0.1127 m,Flux d'énergie total (W/m2) pour la profondeur 0.1182 m,Flux d'énergie total (W/m2) pour la profondeur 0.1237 m,Flux d'énergie total (W/m2) pour la profondeur 0.1292 m,Flux d'énergie total (W/m2) pour la profondeur 0.1347 m,Flux d'énergie total (W/m2) pour la profondeur 0.1402 m,Flux d'énergie total (W/m2) pour la profondeur 0.1457 m,Flux d'énergie total (W/m2) pour la profondeur 0.1512 m,Flux d'énergie total (W/m2) pour la profondeur 0.1567 m,Flux d'énergie total (W/m2) pour la profondeur 0.1622 m,Flux d'énergie total (W/m2) pour la profondeur 0.1677 m,Flux d'énergie total (W/m2) pour la profondeur 0.1732 m,Flux d'énergie total (W/m2) pour la profondeur 0.1787 m,Flux d'énergie total (W/m2) pour la profondeur 0.1842 m,Flux d'énergie total (W/m2) pour la profondeur 0.1897 m,Flux d'énergie total (W/m2) pour la profondeur 0.1952 m,Flux d'énergie total (W/m2) pour la profondeur 0.2007 m,Flux d'énergie total (W/m2) pour la profondeur 0.2062 m,Flux d'énergie total (W/m2) pour la profondeur 0.2117 m,Flux d'énergie total (W/m2) pour la profondeur 0.2172 m,Flux d'énergie total (W/m2) pour la profondeur 0.2227 m,Flux d'énergie total (W/m2) pour la profondeur 0.2282 m,Flux d'énergie total (W/m2) pour la profondeur 0.2337 m,Flux d'énergie total (W/m2) pour la profondeur 0.2392 m,Flux d'énergie total (W/m2) pour la profondeur 0.2447 m,Flux d'énergie total (W/m2) pour la profondeur 0.2502 m,Flux d'énergie total (W/m2) pour la profondeur 0.2557 m,Flux d'énergie total (W/m2) pour la profondeur 0.2612 m,Flux d'énergie total (W/m2) pour la profondeur 0.2667 m,Flux d'énergie total (W/m2) pour la profondeur 0.2722 m,Flux d'énergie total (W/m2) pour la profondeur 0.2778 m,Flux d'énergie total (W/m2) pour la profondeur 0.2833 m,Flux d'énergie total (W/m2) pour la profondeur 0.2888 m,Flux d'énergie total (W/m2) pour la profondeur 0.2943 m,Flux d'énergie total (W/m2) pour la profondeur 0.2998 m,Flux d'énergie total (W/m2) pour la profondeur 0.3053 m,Flux d'énergie total (W/m2) pour la profondeur 0.3108 m,Flux d'énergie total (W/m2) pour la profondeur 0.3163 m,Flux d'énergie total (W/m2) pour la profondeur 0.3218 m,Flux d'énergie total (W/m2) pour la profondeur 0.3273 m,Flux d'énergie total (W/m2) pour la profondeur 0.3328 m,Flux d'énergie total (W/m2) pour la profondeur 0.3383 m,Flux d'énergie total (W/m2) pour la profondeur 0.3438 m,Flux d'énergie total (W/m2) pour la profondeur 0.3493 m,Flux d'énergie total (W/m2) pour la profondeur 0.3548 m,Flux d'énergie total (W/m2) pour la profondeur 0.3603 m,Flux d'énergie total (W/m2) pour la profondeur 0.3658 m,Flux d'énergie total (W/m2) pour la profondeur 0.3713 m,Flux d'énergie total (W/m2) pour la profondeur 0.3768 m,Flux d'énergie total (W/m2) pour la profondeur 0.3823 m,Flux d'énergie total (W/m2) pour la profondeur 0.3878 m,Flux d'énergie total (W/m2) pour la profondeur 0.3933 m,Flux d'énergie total (W/m2) pour la profondeur 0.3988 m,Flux d'énergie total (W/m2) pour la profondeur 0.4043 m,Flux d'énergie total (W/m2) pour la profondeur 0.4098 m,Flux d'énergie total (W/m2) pour la profondeur 0.4153 m,Flux d'énergie total (W/m2) pour la profondeur 0.4208 m,Flux d'énergie total (W/m2) pour la profondeur 0.4263 m,Flux d'énergie total (W/m2) pour la profondeur 0.4318 m,Flux d'énergie total (W/m2) pour la profondeur 0.4373 m,Flux d'énergie total (W/m2) pour la profondeur 0.4428 m,Flux d'énergie total (W/m2) pour la profondeur 0.4483 m,Flux d'énergie total (W/m2) pour la profondeur 0.4538 m,Flux d'énergie total (W/m2) pour la profondeur 0.4593 m,Flux d'énergie total (W/m2) pour la profondeur 0.4648 m,Flux d'énergie total (W/m2) pour la profondeur 0.4703 m,Flux d'énergie total (W/m2) pour la profondeur 0.4758 m,Flux d'énergie total (W/m2) pour la profondeur 0.4813 m,Flux d'énergie total (W/m2) pour la profondeur 0.4868 m,Flux d'énergie total (W/m2) pour la profondeur 0.4923 m,Flux d'énergie total (W/m2) pour la profondeur 0.4978 m,Flux d'énergie total (W/m2) pour la profondeur 0.5033 m,Flux d'énergie total (W/m2) pour la profondeur 0.5088 m,Flux d'énergie total (W/m2) pour la profondeur 0.5143 m,Flux d'énergie total (W/m2) pour la profondeur 0.5198 m,Flux d'énergie total (W/m2) pour la profondeur 0.5253 m,Flux d'énergie total (W/m2) pour la profondeur 0.5308 m,Flux d'énergie total (W/m2) pour la profondeur 0.5363 m,Flux d'énergie total (W/m2) pour la profondeur 0.5418 m,Flux d'énergie total (W/m2) pour la profondeur 0.5473 m
16/03/19 00:00:00,613.16504,620.01086,624.88544,629.24585,633.11005,636.5231,639.5084,642.0816,644.27625,646.12,647.6456,648.863,649.79645,650.48004,650.9207,651.1477,651.1879,651.048,650.75586,650.3262,649.77374,649.1212,648.37775,647.5561,646.6786,645.76355,644.8063,643.8293,642.8483,641.8626,640.8871,639.93524,639.00287,638.1041,637.2535,636.4507,635.6956,634.9952,634.3592,633.7852,633.26825,632.8177,632.44086,632.1285,631.8755,631.6866,631.5575,631.49506,631.47815,631.4996,631.5762,631.6892,631.82196,631.98145,632.1517,632.32336,632.4938,632.6419,632.7541,632.83026,632.8515,632.79443,632.6593,632.4222,632.0683,631.5854,630.9432,630.13574,629.1346,627.9279,626.49005,624.80005,622.8368,620.5677,617.9809,615.05316,611.7518,608.0533,603.9252,599.3439,594.28845,588.7165,582.60596,575.92487,568.63385,560.71246,552.1254,542.8329,532.8069,522.0077,510.40018,497.94263,484.60675,470.34793,455.1291,438.91043,421.64758,403.3078,383.8397,365.28738
16/03/19 00:15:00,613.031,615.95636,621.05164,626.14813,631.1534,636.03284,640.73334,645.21844,649.4758,653.48334,657.22095,660.6809,663.87134,666.7757,669.3993,671.7518,673.83563,675.6756,677.24493,678.58264,679.7159,680.63306,681.35236,681.8936,682.26495,682.4775,682.55475,682.5111,682.3415,682.0746,681.71954,681.2817,680.7927,680.2516,679.6484,679.0212,678.3843,677.7387,677.0881,676.4393,675.80286,675.18524,674.5915,674.023,673.4896,672.99243,672.5371,672.11694,671.7368,671.4035,671.0952,670.833,670.6187,670.4449,670.3045,670.1755,670.0691,669.9883,669.911,669.8407,669.7587,669.66077,669.5327,669.36676,669.1618,668.8949,668.5517,668.11896,667.59106,666.9341,666.1398,665.19775,664.08594,662.79266,661.2853,659.5407,657.5476,655.286,652.7177,649.81976,646.58636,642.9744,638.9289,634.4324,629.43604,623.88873,617.74005,610.89374,603.2296,594.62274,584.86926,573.6536,560.54504,544.93665,525.9211,502.14938,471.6315,431.3918,377.01895,325.31213
16/03/19 00:30:00,653.84296,654.83057,655.9375,657.48425,659.434,661.74445,664.35547,667.22797,670.30865,673.51434,676.8208,680.1996,683.588,686.9677,690.29584,693.53394,696.6897,699.7184,702.61725,705.3631,707.9381,710.34546,712.5787,714.6318,716.5109,718.22205,719.75055,721.0978,722.275,723.29895,724.1777,724.9044,725.4912,725.9473,726.28345,726.5029,726.621,726.65686,726.6092,726.4893,726.3135,726.0744,725.78577,725.4708,725.12683,724.7515,724.35596,723.9511,723.5409,723.1383,722.74786,722.366,721.98694,721.61774,721.2639,720.9474,720.6421,720.3389,720.0616,719.79755,719.53876,719.27734,719.02515,718.77167,718.50543,718.23126,717.9218,717.56726,717.1801,716.7378,716.23303,715.6585,714.997,714.21454,713.3046,712.2711,711.08026,709.69885,708.12024,706.32776,704.26715,701.91034,699.23615,696.1806,692.6855,688.6573,683.9896,678.5555,672.16144,664.53156,655.30676,644.0008,629.95166,612.2322,589.60266,560.3944,522.3831,472.6347,407.3944,345.50656
16/03/19 00:45:00,624.7776,625.4841,626.5154,627.54364,628.6185,629.7892,631.079,632.50323,634.0628,635.7844,637.6715,639.6911,641.83905,644.1008,646.4718,648.9422,651.4733,654.03394,656.6247,659.22864,661.8186,664.38806,666.9103,669.3742,671.76495,674.06464,676.2759,678.39124,680.40564,682.30145,684.08,685.74066,687.276,688.69257,689.97327,691.1319,692.19135,693.1325,693.95593,694.67163,695.2907,695.82166,696.2584,696.6075,696.8754,697.07983,697.21313,697.2945,697.3231,697.3058,697.2457,697.1528,697.0345,696.8835,696.70496,696.5057,696.29395,696.0864,695.86053,695.62933,695.39215,695.1562,694.91705,694.65845,694.38715,694.1134,693.83606,693.54236,693.2265,692.8926,692.52527,692.1117,691.6506,691.1429,690.56537,689.8994,689.15393,688.30566,687.32153,686.17413,684.8476,683.3047,681.4904,679.34564,676.79596,673.7334,670.0304,665.50366,659.9106,652.9246,644.1216,632.9223,618.5391,599.926,575.67596,543.88293,501.96503,446.41904,372.42792,302.59445
16/03/19 01:00:00,625.7122,626.0287,626.43427,626.9656,627.581,628.2717,629.0404,629.88794,630.80853,631.82697,632.9269,634.1109,635.3931,636.7908,638.2829,639.86725,641.5511,643.3226,645.16504,647.0853,649.083,651.13007,653.211,655.3379,657.49567,659.6645,661.8293,663.98755,666.11914,668.216,670.2751,672.2886,674.2491,676.13885,677.94977,679.68915,681.3404,682.9107,684.40454,685.81256,687.1228,688.33325,689.457,690.4882,691.42694,692.28314,693.06476,693.7532,694.3609,694.90735,695.3803,695.7829,696.12524,696.4063,696.6228,696.794,696.9189,697.00024,697.0442,697.04486,697.0181,696.9643,696.8827,696.7793,696.6497,696.4948,696.3183,696.10834,695.8802,695.63116,695.35504,695.04877,694.7055,694.313,693.8793,693.4017,692.8378,692.18567,691.4394,690.57275,689.55304,688.3339,686.86383,685.07996,682.9108,680.22955,676.8807,672.6716,667.3374,660.5236,651.7781,640.49066,625.84216,606.7781,581.88165,549.28815,506.59503,450.64948,377.41876,308.62625
16/03/19 01:15:00,595.3553,595.50525,595.77673,596.07306,596.4085,596.78534,597.21515,597.7027,598.25806,598.86475,599.5297,600.26953,601.0726,601.92694,602.8521,603.8452,604.9181,606.0736,607.3026,608.593,609.9541,611.38605,612.88184,614.4369,616.0368,617.69305,619.39874,621.1327,622.9087,624.70325,626.5112,628.3315,630.1543,631.9806,633.79816,635.5965,637.3597,639.0843,640.7672,642.4134,644.014,645.5568,647.04456,648.48663,649.8574,651.15216,652.3782,653.5469,654.65,655.6743,656.6337,657.5356,658.3638,659.1136,659.806,660.4392,661.02167,661.53265,661.9893,662.3954,662.746,663.04034,663.28534,663.493,663.66394,663.7988,663.88513,663.93744,663.9535,663.928,663.8616,663.75696,663.61304,663.4183,663.17017,662.8708,662.5051,662.055,661.51184,660.848,660.0279,659.0091,657.75555,656.1793,654.18585,651.67615,648.4958,644.431,639.19653,632.4604,623.75977,612.4575,597.76117,578.6395,553.70935,521.1642,478.66476,423.12576,350.46027,282.76773
16/03/19 01:30:00,603.69446,603.6674,603.69965,603.7657,603.8705,604.0145,604.2001,604.4225,604.6652,604.9566,605.3085,605.6974,606.13086,606.6203,607.1729,607.78937,608.453,609.16125,609.9307,610.7735,611.6735,612.6255,613.6365,614.7044,615.8505,617.05865,618.3189,619.6199,620.9635,622.36615,623.81226,625.2998,626.8241,628.3776,629.9496,631.54333,633.1579,634.78094,636.4076,638.0396,639.6635,641.2726,642.87244,644.43604,645.97565,647.4923,648.97076,650.3939,651.7852,653.13806,654.43835,655.69006,656.88324,658.02844,659.1172,660.14636,661.1151,662.0403,662.915,663.7294,664.473,665.1704,665.8205,666.41016,666.93945,667.41315,667.83905,668.2099,668.53516,668.8114,669.03723,669.2209,669.3351,669.3926,669.3968,669.326,669.1715,668.9285,668.58105,668.0966,667.44714,666.5866,665.47394,664.0398,662.17755,659.7627,656.6441,652.6112,647.3943,640.6173,631.8036,620.37146,605.51263,586.1532,560.9369,528.1044,485.3359,429.601,357.02075,289.34683
16/03/19 01:45:00,590.24963,590.228,590.22076,590.23224,590.2509,590.28845,590.36163,590.44934,590.5677,590.72205,590.89355,591.0937,591.3319,591.6107,591.921,592.2649,592.66144,593.10376,593.57983,594.104,594.6786,595.29895,595.9746,596.70123,597.4642,598.2825,599.15375,600.07355,601.051,602.078,603.1407,604.2552,605.4218,606.6146,607.8519,609.13885,610.44714,611.7848,613.1588,614.56476,615.9857,617.4203,618.8644,620.32214,621.7803,623.23627,624.69226,626.1405,627.57434,628.9932,630.39233,631.7654,633.11816,634.4388,635.7298,636.98267,638.20197,639.3771,640.516,641.61554,642.6648,643.6601,644.6104,645.5235,646.38367,647.1996,647.9613,648.66864,649.3268,649.92596,650.46906,650.963,651.4044,651.7663,652.05963,652.28186,652.4187,652.44946,652.3575,652.1247,651.7146,651.09784,650.2047,648.9655,647.28455,645.0491,642.09534,638.212,633.113,626.4677,617.8154,606.5222,591.8305,572.7384,547.9075,515.6298,473.69202,419.22113,348.49402,282.83813
16/03/19 02:00:00,522.87,522.9179,522.95776,523.00055,523.053,523.1079,523.17224,523.2386,523.3097,523.40155,523.50665,523.6272,523.76776,523.92584,524.10614,524.3176,524.55054,524.805,525.08795,525.4018,525.7459,526.12305,526.5324,526.9746,527.4726,528.0013,528.56085,529.1629,529.80133,530.478,531.19916,531.95416,532.7348,533.56775,534.4458,535.34973,536.2889,537.2626,538.2761,539.3063,540.36743,541.4634,542.58813,543.73425,544.8888,546.05975,547.24506,548.4448,549.649,550.85645,552.0654,553.2779,554.4797,555.6786,556.8639,558.04047,559.20306,560.3371,561.4547,562.5489,563.61957,564.65845,565.6688,566.64905,567.5924,568.49786,569.3701,570.20374,570.9999,571.75256,572.45337,573.0969,573.68146,574.2162,574.67584,575.0502,575.3404,575.5186,575.57544,575.493,575.2177,574.70544,573.9052,572.7413,571.1216,568.91364,565.9558,562.04736,556.9394,550.2767,541.63965,530.4954,516.1545,497.7418,474.18875,444.15665,405.9809,357.62262,296.61682,241.4923
16/03/19 02:15:00,643.99854,644.01495,644.00354,644.002,643.984,643.973,643.9766,643.97534,643.97205,643.9757,643.9914,644.00507,644.02856,644.0666,644.11005,644.1613,644.23895,644.3396,644.4486,644.58466,644.75104,644.9401,645.16223,645.413,645.6874,646.0019,646.3526,646.7274,647.1452,647.6039,648.0968,648.6335,649.21655,649.829,650.4794,651.17834,651.9206,652.6973,653.5204,654.39,655.3007,656.2483,657.23444,658.2564,659.3151,660.4026,661.5172,662.668,663.8495,665.0471,666.2727,667.52094,668.78687,670.0638,671.3461,672.63007,673.93176,675.2482,676.55396,677.858,679.15656,680.4542,681.7345,682.9881,684.22644,685.44617,686.6454,687.8127,688.9329,690.02954,691.0892,692.1038,693.07153,693.9719,694.8037,695.56415,696.2209,696.7748,697.1999,697.4639,697.54517,697.37335,696.9017,696.05927,694.74646,692.8408,690.17596,686.5508,681.6916,675.24225,666.7562,655.64777,641.1471,622.2527,597.61694,565.4517,523.35016,468.02505,394.95532,325.74655
