"Date Heure, GMT+01:00",Flux conductif (W/m2) pour la profondeur 0.0027 m,Flux conductif (W/m2) pour la profondeur 0.0082 m,Flux conductif (W/m2) pour la profondeur 0.0137 m,Flux conductif (W/m2) pour la profondeur 0.0192 m,Flux conductif (W/m2) pour la profondeur 0.0247 m,Flux conductif (W/m2) pour la profondeur 0.0302 m,Flux conductif (W/m2) pour la profondeur 0.0357 m,Flux conductif (W/m2) pour la profondeur 0.0412 m,Flux conductif (W/m2) pour la profondeur 0.0467 m,Flux conductif (W/m2) pour la profondeur 0.0522 m,Flux conductif (W/m2) pour la profondeur 0.0577 m,Flux conductif (W/m2) pour la profondeur 0.0632 m,Flux conductif (W/m2) pour la profondeur 0.0687 m,Flux conductif (W/m2) pour la profondeur 0.0742 m,Flux conductif (W/m2) pour la profondeur 0.0797 m,Flux conductif (W/m2) pour la profondeur 0.0852 m,Flux conductif (W/m2) pour la profondeur 0.0907 m,Flux conductif (W/m2) pour la profondeur 0.0962 m,Flux conductif (W/m2) pour la profondeur 0.1017 m,Flux conductif (W/m2) pour la profondeur 0.1072 m,Flux conductif (W/m2) pour la profondeur 0.1127 m,Flux conductif (W/m2) pour la profondeur 0.1182 m,Flux conductif (W/m2) pour la profondeur 0.1237 m,Flux conductif (W/m2) pour la profondeur 0.1292 m,Flux conductif (W/m2) pour la profondeur 0.1347 m,Flux conductif (W/m2) pour la profondeur 0.1402 m,Flux conductif (W/m2) pour la profondeur 0.1457 m,Flux conductif (W/m2) pour la profondeur 0.1512 m,Flux conductif (W/m2) pour la profondeur 0.1567 m,Flux conductif (W/m2) pour la profondeur 0.1622 m,Flux conductif (W/m2) pour la profondeur 0.1677 m,Flux conductif (W/m2) pour la profondeur 0.1732 m,Flux conductif (W/m2) pour la profondeur 0.1787 m,Flux conductif (W/m2) pour la profondeur 0.1842 m,Flux conductif (W/m2) pour la profondeur 0.1897 m,Flux conductif (W/m2) pour la profondeur 0.1952 m,Flux conductif (W/m2) pour la profondeur 0.2007 m,Flux conductif (W/m2) pour la profondeur 0.2062 m,Flux conductif (W/m2) pour la profondeur 0.2117 m,Flux conductif (W/m2) pour la profondeur 0.2172 m,Flux conductif (W/m2) pour la profondeur 0.2227 m,Flux conductif (W/m2) pour la profondeur 0.2282 m,Flux conductif (W/m2) pour la profondeur 0.2337 m,Flux conductif (W/m2) pour la profondeur 0.2392 m,Flux conductif (W/m2) pour la profondeur 0.2447 m,Flux conductif (W/m2) pour la profondeur 0.2502 m,Flux conductif (W/m2) pour la profondeur 0.2557 m,Flux conductif (W/m2) pour la profondeur 0.2612 m,Flux conductif (W/m2) pour la profondeur 0.2667 m,Flux conductif (W/m2) pour la profondeur 0.2722 m,Flux conductif (W/m2) pour la profondeur 0.2778 m,Flux conductif (W/m2) pour la profondeur 0.2833 m,Flux conductif (W/m2) pour la profondeur 0.2888 m,Flux conductif (W/m2) pour la profondeur 0.2943 m,Flux conductif (W/m2) pour la profondeur 0.2998 m,Flux conductif (W/m2) pour la profondeur 0.3053 m,Flux conductif (W/m2) pour la profondeur 0.3108 m,Flux conductif (W/m2) pour la profondeur 0.3163 m,Flux conductif (W/m2) pour la profondeur 0.3218 m,Flux conductif (W/m2) pour la profondeur 0.3273 m,Flux conductif (W/m2) pour la profondeur 0.3328 m,Flux conductif (W/m2) pour la profondeur 0.3383 m,Flux conductif (W/m2) pour la profondeur 0.3438 m,Flux conductif (W/m2) pour la profondeur 0.3493 m,Flux conductif (W/m2) pour la profondeur 0.3548 m,Flux conductif (W/m2) pour la profondeur 0.3603 m,Flux conductif (W/m2) pour la profondeur 0.3658 m,Flux conductif (W/m2) pour la profondeur 0.3713 m,Flux conductif (W/m2) pour la profondeur 0.3768 m,Flux conductif (W/m2) pour la profondeur 0.3823 m,Flux conductif (W/m2) pour la profondeur 0.3878 m,Flux conductif (W/m2) pour la profondeur 0.3933 m,Flux conductif (W/m2) pour la profondeur 0.3988 m,Flux conductif (W/m2) pour la profondeur 0.4043 m,Flux conductif (W/m2) pour la profondeur 0.4098 m,Flux conductif (W/m2) pour la profondeur 0.4153 m,Flux conductif (W/m2) pour la profondeur 0.4208 m,Flux conductif (W/m2) pour la profondeur 0.4263 m,Flux conductif (W/m2) pour la profondeur 0.4318 m,Flux conductif (W/m2) pour la profondeur 0.4373 m,Flux conductif (W/m2) pour la profondeur 0.4428 m,Flux conductif (W/m2) pour la profondeur 0.4483 m,Flux conductif (W/m2) pour la profondeur 0.4538 m,Flux conductif (W/m2) pour la profondeur 0.4593 m,Flux conductif (W/m2) pour la profondeur 0.4648 m,Flux conductif (W/m2) pour la profondeur 0.4703 m,Flux conductif (W/m2) pour la profondeur 0.4758 m,Flux conductif (W/m2) pour la profondeur 0.4813 m,Flux conductif (W/m2) pour la profondeur 0.4868 m,Flux conductif (W/m2) pour la profondeur 0.4923 m,Flux conductif (W/m2) pour la profondeur 0.4978 m,Flux conductif (W/m2) pour la profondeur 0.5033 m,Flux conductif (W/m2) pour la profondeur 0.5088 m,Flux conductif (W/m2) pour la profondeur 0.5143 m,Flux conductif (W/m2) pour la profondeur 0.5198 m,Flux conductif (W/m2) pour la profondeur 0.5253 m,Flux conductif (W/m2) pour la profondeur 0.5308 m,Flux conductif (W/m2) pour la profondeur 0.5363 m,Flux conductif (W/m2) pour la profondeur 0.5418 m,Flux conductif (W/m2) pour la profondeur 0.5473 m
16/03/19 00:00:00,32.75425,31.392984,28.740383,26.218317,23.822117,21.556454,19.411997,17.384085,15.4680605,13.668582,11.985649,10.400616,8.922806,7.547556,6.2608814,5.0767684,3.9858925,2.9789302,2.0605433,1.221408,0.46618626,-0.21444568,-0.8251497,-1.3659258,-1.8367739,-2.237694,-2.5873337,-2.8763692,-3.1048007,-3.2866132,-3.4171455,-3.5010588,-3.5476773,-3.5523396,-3.5150445,-3.4451165,-3.3472176,-3.221347,-3.0675058,-2.8950167,-2.7085423,-2.5034204,-2.279651,-2.0512195,-1.8181264,-1.5803715,-1.3426164,-1.1001996,-0.87176836,-0.65732265,-0.44287694,-0.24707873,-0.074589804,0.08391353,0.21444568,0.31700668,0.39625832,0.4382151,0.4382151,0.40558207,0.33099225,0.20512196,0.037294902,-0.1864745,-0.46152443,-0.79251665,-1.188775,-1.6456375,-2.1724281,-2.7644846,-3.431131,-4.172367,-4.992855,-5.9019184,-6.890233,-7.9624615,-9.127927,-10.38663,-11.747893,-13.207057,-14.764119,-16.433065,-18.209236,-20.09729,-22.106552,-24.227701,-26.470057,-28.838284,-31.33238,-33.95701,-36.71683,-39.616512,-42.651382,-45.830772,-49.15468,-52.62777,-56.2547,-60.030807,-63.97008,-65.984
16/03/19 00:15:00,4.820366,6.475327,9.426286,11.682628,13.337589,14.503055,15.239629,15.61724,15.710477,15.561298,15.2116585,14.703514,14.0741625,13.342252,12.54041,11.682628,10.796874,9.897135,8.969424,8.060361,7.1792684,6.312162,5.4776883,4.68051,3.9159646,3.1933758,2.5267296,1.9020399,1.3146453,0.7785311,0.2890355,-0.15384148,-0.5407761,-0.88575387,-1.1980988,-1.4591631,-1.6736088,-1.8460977,-1.9812915,-2.0838525,-2.1491187,-2.1817517,-2.1910753,-2.1724281,-2.1258094,-2.0605433,-1.9719678,-1.8740687,-1.762184,-1.6409757,-1.5244291,-1.3938969,-1.2540411,-1.1095233,-0.9696675,-0.8531209,-0.74123615,-0.6386752,-0.55476165,-0.48483375,-0.44287694,-0.4242295,-0.4382151,-0.48017186,-0.5500998,-0.65732265,-0.8065022,-0.9976386,-1.2307318,-1.5244291,-1.869407,-2.2656653,-2.717866,-3.226009,-3.8040798,-4.4567404,-5.1746674,-5.9625225,-6.838952,-7.7992964,-8.829568,-9.957739,-11.2024555,-12.554396,-14.032207,-15.649874,-17.421381,-19.39801,-21.635704,-24.185743,-27.160013,-30.740322,-35.169094,-40.791298,-48.143055,-58.026207,-71.63418,-90.7618,-118.07099,-134.16841
16/03/19 00:30:00,3.6735477,3.6222675,3.72949,4.1863527,4.8763084,5.701458,6.5778885,7.463642,8.302777,9.044013,9.692013,10.237451,10.657018,10.964702,11.146514,11.21178,11.179147,11.0486145,10.83883,10.545134,10.181508,9.761941,9.295754,8.787611,8.251496,7.701397,7.1279883,6.540593,5.953199,5.3797894,4.820366,4.265604,3.7248282,3.2073617,2.7132041,2.237694,1.7948171,1.3892351,1.0116242,0.66664636,0.35430157,0.06526607,-0.19113638,-0.41024393,-0.6013803,-0.7692073,-0.9137251,-1.0302716,-1.118847,-1.184113,-1.221408,-1.2447174,-1.2587029,-1.2587029,-1.2447174,-1.2027606,-1.1654656,-1.1328326,-1.0862141,-1.0395954,-1.0023005,-0.97432923,-0.94635814,-0.92771065,-0.92304885,-0.92771065,-0.9650056,-1.0302716,-1.1095233,-1.2167461,-1.3519402,-1.5151054,-1.7155654,-1.9719678,-2.274989,-2.6106431,-3.0022395,-3.463764,-3.9812307,-4.559302,-5.23061,-5.9904933,-6.8436146,-7.8179436,-8.93679,-10.246774,-11.794513,-13.631286,-15.859657,-18.624142,-22.111216,-26.567957,-32.344,-39.928852,-49.970505,-63.3314,-81.15371,-104.915215,-136.44806,-154.41022
16/03/19 00:45:00,1.6502994,1.8973781,2.3216076,2.6432762,2.9323115,3.2353327,3.5756488,3.9532597,4.3588414,4.8063807,5.2865524,5.771386,6.251558,6.7177444,7.1652827,7.5895123,7.9671235,8.279469,8.545195,8.754978,8.899496,8.992733,9.020704,8.992733,8.904158,8.754978,8.568503,8.344734,8.083671,7.780649,7.4496565,7.0953546,6.7177444,6.3261476,5.911242,5.4916744,5.0814304,4.6665244,4.251619,3.8413749,3.4497783,3.0721674,2.7038803,2.3449168,2.004601,1.6875943,1.3892351,1.1141851,0.8577827,0.62468964,0.41024393,0.21910755,0.05128049,-0.10722284,-0.24707873,-0.372949,-0.47550997,-0.55476165,-0.62935144,-0.68995565,-0.74123615,-0.7785311,-0.81116414,-0.8531209,-0.89507765,-0.92771065,-0.9556818,-0.9929768,-1.0395954,-1.0908759,-1.1608038,-1.2540411,-1.3659258,-1.491796,-1.6502994,-1.8460977,-2.065205,-2.3216076,-2.6386144,-3.0208871,-3.4684258,-3.9998782,-4.643215,-5.4217463,-6.3727665,-7.547556,-9.006719,-10.8434925,-13.183747,-16.19531,-20.092628,-25.17872,-31.86383,-40.6934,-52.399334,-67.98395,-88.80382,-116.71439,-154.289,-175.8641
16/03/19 01:00:00,1.1095233,1.1281707,1.2307318,1.4078826,1.6130044,1.8367739,2.074529,2.3169458,2.5733483,2.85306,3.1374338,3.426469,3.7341518,4.0651445,4.4007983,4.736452,5.0767684,5.4124227,5.7294292,6.037112,6.340133,6.6105213,6.8482766,7.0627217,7.249196,7.403038,7.5195847,7.598836,7.636131,7.636131,7.603498,7.5382314,7.440333,7.3051386,7.137312,6.941514,6.7177444,6.479989,6.2282486,5.9625225,5.673487,5.3704658,5.0627832,4.745776,4.4287696,4.116425,3.808742,3.496397,3.1933758,2.9043405,2.6199667,2.3449168,2.0838525,1.832112,1.5850333,1.3566021,1.1421564,0.9416963,0.7552218,0.578071,0.41956764,0.2750499,0.13985588,0.018647451,-0.09789912,-0.20512196,-0.30768296,-0.4149058,-0.51280487,-0.60604215,-0.69927937,-0.7971785,-0.9044013,-1.0302716,-1.1608038,-1.3006598,-1.4824723,-1.696918,-1.9439968,-2.237694,-2.5966575,-3.0441964,-3.6082816,-4.312223,-5.188653,-6.3075004,-7.7480154,-9.603436,-12.008958,-15.146391,-19.239508,-24.600649,-31.649385,-40.912506,-53.117264,-69.20069,-90.360886,-118.16423,-154.57805,-175.21146
16/03/19 01:15:00,0.22376941,0.30768296,0.45686254,0.59671843,0.7365743,0.881092,1.0395954,1.2167461,1.4078826,1.5990189,1.7994791,2.0185864,2.242356,2.4661255,2.6945567,2.9323115,3.188714,3.45444,3.7201664,3.9812307,4.246957,4.512683,4.7737474,5.025488,5.258581,5.4916744,5.7107816,5.90658,6.093055,6.251558,6.3867517,6.4986367,6.587212,6.65714,6.7037587,6.7224054,6.7084203,6.661802,6.5918736,6.5032983,6.3960757,6.2655435,6.116364,5.9578605,5.7760477,5.5709257,5.3518186,5.132711,4.9042797,4.6618624,4.419446,4.181691,3.9299502,3.6735477,3.4218073,3.1793902,2.9462972,2.7038803,2.470787,2.2470179,2.0279102,1.8088026,1.5990189,1.4032207,1.221408,1.0489191,0.8764302,0.713265,0.55476165,0.39625832,0.23775499,0.08391353,-0.06992794,-0.23309313,-0.40558207,-0.5827328,-0.7785311,-1.0023005,-1.2587029,-1.561724,-1.934673,-2.3961976,-2.9602828,-3.6828713,-4.6059203,-5.7760477,-7.2725058,-9.211841,-11.743233,-15.025184,-19.300112,-24.903671,-32.23212,-41.807587,-54.343334,-70.76241,-92.24894,-120.38328,-157.26793,-178.19504
16/03/19 01:30:00,-0.22376941,-0.1864745,-0.10722284,-0.013985588,0.09323725,0.20512196,0.3263304,0.45220065,0.5687472,0.69927937,0.8531209,1.0069623,1.1608038,1.3286308,1.5151054,1.7109036,1.9020399,2.0931764,2.2936363,2.5080822,2.717866,2.9276497,3.1420956,3.3565412,3.5849724,3.8134038,4.037173,4.242295,4.438093,4.638553,4.8343515,5.0208263,5.193315,5.3518186,5.4916744,5.617544,5.7294292,5.8226666,5.8972564,5.9625225,5.9998174,6.018465,6.0231266,5.995156,5.953199,5.9019184,5.827328,5.724767,5.617544,5.496336,5.361142,5.2119627,5.048797,4.8809705,4.7038193,4.512683,4.3168845,4.125748,3.934612,3.7341518,3.5197062,3.3145845,3.1141243,2.9090023,2.6992185,2.4894347,2.2843127,2.0791907,1.8833926,1.6875943,1.4964579,1.3099834,1.1048615,0.89973956,0.69461757,0.47084814,0.22376941,-0.041956764,-0.34031597,-0.68995565,-1.1048615,-1.6083425,-2.2190466,-2.9742684,-3.934612,-5.160682,-6.727068,-8.740993,-11.33765,-14.717501,-19.1183,-24.819757,-32.241444,-41.933453,-54.571762,-71.03281,-92.491356,-120.47185,-156.89966,-177.49576
16/03/19 01:45:00,-0.111884706,-0.111884706,-0.10256098,-0.07925167,-0.055942353,-0.018647451,0.037294902,0.09323725,0.16782705,0.25174057,0.33099225,0.41956764,0.5221286,0.6386752,0.7552218,0.8764302,1.0162861,1.1608038,1.3053216,1.4591631,1.6223283,1.7901553,1.967306,2.1444569,2.3169458,2.4987586,2.6852329,2.8717074,3.0675058,3.2633038,3.4451165,3.631591,3.8180654,3.9858925,4.1583815,4.3308706,4.484712,4.6292295,4.7737474,4.9089413,5.03015,5.137373,5.2259483,5.3051996,5.3704658,5.4217463,5.454379,5.4730268,5.4776883,5.4683647,5.440394,5.398437,5.3471565,5.2818904,5.202639,5.1094017,5.0068407,4.890294,4.7690854,4.638553,4.4940357,4.335532,4.1770287,4.0185256,3.8506985,3.6828713,3.5057209,3.323908,3.1374338,2.9416354,2.7411754,2.545377,2.3449168,2.1211474,1.8880544,1.6456375,1.3845732,1.0862141,0.75055987,0.3636253,-0.08857539,-0.62468964,-1.2820122,-2.0978382,-3.118786,-4.4007983,-6.0277886,-8.111641,-10.801537,-14.251314,-18.703394,-24.488766,-31.975718,-41.67239,-54.26408,-70.60857,-91.82005,-119.34368,-155.05354,-175.22076
16/03/19 02:00:00,0.20512196,0.19113638,0.1631652,0.14451775,0.13519402,0.13053215,0.13519402,0.13985588,0.14917961,0.17248891,0.20512196,0.24707873,0.29835922,0.35430157,0.41956764,0.4988193,0.5827328,0.6713082,0.7645455,0.86710644,0.97432923,1.0908759,1.2120843,1.3379546,1.4824723,1.6269901,1.7715077,1.9253492,2.0791907,2.2330322,2.3961976,2.5593626,2.7132041,2.8810313,3.05352,3.216685,3.3751886,3.533692,3.6921954,3.836713,3.9812307,4.1210866,4.2609425,4.3914747,4.5033593,4.6059203,4.7038193,4.792395,4.8669844,4.927589,4.9788694,5.0208263,5.0441356,5.0627832,5.067445,5.0627832,5.0441356,5.0068407,4.960222,4.9042797,4.8390136,4.759762,4.6711864,4.573287,4.461403,4.3401937,4.214324,4.0791297,3.9392738,3.7900944,3.6269293,3.4451165,3.2493184,3.0488582,2.820427,2.5640244,2.2843127,1.9626442,1.5990189,1.184113,0.68063194,0.06992794,-0.6759701,-1.594357,-2.7365134,-4.172367,-5.9904933,-8.288792,-11.197795,-14.908637,-19.635765,-25.649569,-33.30901,-43.061626,-55.438873,-71.10739,-90.88768,-115.768036,-146.91394,-164.20946
16/03/19 02:15:00,0.20512196,0.2004601,0.20512196,0.21444568,0.20978382,0.20978382,0.21444568,0.21910755,0.21910755,0.22376941,0.23775499,0.24707873,0.2610643,0.2843736,0.30768296,0.33099225,0.372949,0.41956764,0.46152443,0.5174668,0.5827328,0.65732265,0.74123615,0.8251497,0.9090632,1.0069623,1.1095233,1.2074225,1.3193072,1.4405156,1.561724,1.6875943,1.8181264,1.9486585,2.0791907,2.2190466,2.3589027,2.4940965,2.6386144,2.7877939,2.9323115,3.0768292,3.216685,3.3518794,3.4870734,3.6129434,3.72949,3.8506985,3.9672449,4.069806,4.167705,4.2609425,4.349518,4.4241076,4.484712,4.5313306,4.582611,4.6292295,4.657201,4.6758485,4.685172,4.6898336,4.6758485,4.643215,4.6059203,4.559302,4.5080214,4.438093,4.3448563,4.251619,4.149058,4.032511,3.9019792,3.743476,3.566325,3.365865,3.123448,2.85306,2.5313916,2.1491187,1.696918,1.1328326,0.44287694,-0.40558207,-1.4591631,-2.7784703,-4.442755,-6.545255,-9.221165,-12.642972,-17.02046,-22.638004,-29.868553,-39.201603,-51.31312,-67.09819,-87.78754,-115.08274,-151.37068,-172.11597
