,moinslog10K,n,lambda_s,rhos_cs
0,3.0291471065767266,0.22757916600429448,2.0988194370633217,8846740.054310847
1,6.295504926929804,0.2347061797962008,2.0764015096075323,8749544.36397871
2,5.34444688132794,0.24986905168201456,2.0597951532349694,8533041.258170366
3,6.486393574362388,0.23131282569163422,2.057318908492488,8497447.867768124
4,4.562892585475307,0.22964795511188515,2.074159969103812,8441827.637051336
5,3.1886948466390876,0.23102663748567148,2.0873424385988697,8336776.441218939
6,5.005929082040841,0.24345781288524937,2.0966577180553054,8447612.890518475
7,6.059786044995532,0.2449311232827741,2.1417267460165204,8411100.928190751
8,3.9054813044606886,0.23283848367733803,2.1227102421933837,8382905.948924077
9,4.8069098176608325,0.24364061280232613,2.1564965464171797,8425287.800843481
10,5.47142883418263,0.24497364727414486,2.161326474189941,8418606.631711721
11,2.3169382972194423,0.23968394407870744,2.116050262210969,8614852.194625458
12,6.916288620454424,0.018309403579747585,2.0862768855654057,8746311.050060432
13,2.848901167651394,0.026419071560881278,2.0406547445815852,8804464.059469003
14,3.7734854173029886,0.021532624291686838,2.0259787349188025,8955740.51646374
15,5.775155636184142,0.24923691324029174,2.013617538618448,8990156.87783337
16,4.276339051628837,0.24714631018482053,2.038006868866189,9098291.784948347
17,6.4183703274137,0.24806839220161347,2.0864018515246854,8944170.012620935
18,6.690335954116372,0.2418641269888719,2.1378659935999673,8984697.81746656
19,6.324435891497783,0.22900019297542673,2.183864442560964,9097393.08332351
20,2.9692493232949815,0.23297237857457387,2.1138078733770946,9012884.14630729
21,6.7310882956546365,0.2349861429389217,2.1054972968321195,8969057.414468301
22,5.724165558191527,0.24235991354111702,2.113808367563633,8917617.720477236
23,3.0192839946605217,0.23239486847546323,2.088284656646346,9012658.79847372
24,2.0585022037028295,0.24978675624493032,2.1461661867368713,9024719.652515994
25,4.150467315495096,0.02095750874599267,2.105911845213001,9014402.279972443
26,2.4144338357624573,0.0114186222812968,2.118902979503294,9074494.150684029
27,6.624317331031504,0.011547072461744698,2.2474902130885144,9118785.47890398
28,2.6733703633203856,0.24997748305907727,2.1408153013223354,9055320.573502772
29,5.707672758614423,0.2488822021232429,2.113721663731763,9251390.728658572
30,5.824313508390859,0.23490474321057192,2.094188994274914,9262846.893097775
31,6.448444957802509,0.014495824896769205,2.047238519633966,9349711.174427744
32,2.5827657885135977,0.036497157471187036,2.033163995631033,9451653.872401202
33,3.2606914493347348,0.04468295856434923,2.0603440242482662,9397999.590012167
34,3.6776582067128647,0.031025381413824573,2.09111250365754,9485289.550164068
