"Date Heure, GMT+01:00","Temp., °C (SEN S/N: 21065779, LBL: Triv)","Tension, V (SEN S/N: 21065779, LBL: U)"
06/16/17 16:00:00,15.621,1.26864
06/16/17 16:15:00,15.669,1.27161
06/16/17 16:30:00,15.709,1.27531
06/16/17 16:45:00,15.752,1.27142
06/16/17 17:00:00,15.798,1.28435
06/16/17 17:15:00,15.848,1.28943
06/16/17 17:30:00,15.903,1.29229
06/16/17 17:45:00,15.949,1.29492
06/16/17 18:00:00,15.976,1.29873
06/16/17 18:15:00,16.022,1.30079
06/16/17 18:30:00,16.071,1.30724
06/16/17 18:45:00,16.096,1.3069
06/16/17 19:00:00,16.135,1.30724
06/16/17 19:15:00,16.172,1.31022
06/16/17 19:30:00,16.193,1.31067
06/16/17 19:45:00,16.213,1.30941
06/16/17 20:00:00,16.229,1.30858
06/16/17 20:15:00,16.237,1.304
06/16/17 20:30:00,16.239,1.30156
06/16/17 20:45:00,16.229,1.29885
06/16/17 21:00:00,16.211,1.29343
06/16/17 21:15:00,16.186,1.28817
06/16/17 21:30:00,16.156,1.28397
06/16/17 21:45:00,16.119,1.27943
06/16/17 22:00:00,16.086,1.27306
06/16/17 22:15:00,16.046,1.26898
06/16/17 22:30:00,16.006,1.26616
06/16/17 22:45:00,15.967,1.25944
06/16/17 23:00:00,15.924,1.25341
06/16/17 23:15:00,15.879,1.24819
06/16/17 23:30:00,15.831,1.24151
06/16/17 23:45:00,15.783,1.23579
06/17/17 00:00:00,15.733,1.23056
06/17/17 00:15:00,15.685,1.22469
06/17/17 00:30:00,15.643,1.21874
06/17/17 00:45:00,15.597,1.21386
06/17/17 01:00:00,15.552,1.20771
06/17/17 01:15:00,15.506,1.20211
06/17/17 01:30:00,15.455,1.19646
06/17/17 01:45:00,15.408,1.18925
06/17/17 02:00:00,15.354,1.18315
06/17/17 02:15:00,15.299,1.17552
06/17/17 02:30:00,15.245,1.17029
06/17/17 02:45:00,15.185,1.16358
06/17/17 03:00:00,15.119,1.15576
06/17/17 03:15:00,15.051,1.14614
06/17/17 03:30:00,14.978,1.13729
06/17/17 03:45:00,14.904,1.12909
06/17/17 04:00:00,14.828,1.12131
06/17/17 04:15:00,14.755,1.11238
06/17/17 04:30:00,14.683,1.10506
06/17/17 04:45:00,14.608,1.09548
06/17/17 05:00:00,14.535,1.08515
06/17/17 05:15:00,14.463,1.07652
06/17/17 05:30:00,14.396,1.06794
06/17/17 05:45:00,14.334,1.06123
06/17/17 06:00:00,14.276,1.05394
06/17/17 06:15:00,14.228,1.04784
06/17/17 06:30:00,14.194,1.04356
06/17/17 06:45:00,14.165,1.04074
06/17/17 07:00:00,14.156,1.04002
06/17/17 07:15:00,14.161,1.04128
06/17/17 07:30:00,14.182,1.04463
06/17/17 07:45:00,14.191,1.0473
06/17/17 08:00:00,14.195,1.04929
06/17/17 08:15:00,14.21,1.05089
06/17/17 08:30:00,14.223,1.05318
06/17/17 08:45:00,14.247,1.05653
06/17/17 09:00:00,14.283,1.06531
06/17/17 09:15:00,14.301,1.06722
06/17/17 09:30:00,14.337,1.07424
06/17/17 09:45:00,14.373,1.08171
06/17/17 10:00:00,14.427,1.09266
06/17/17 10:15:00,14.487,1.10494
06/17/17 10:30:00,14.538,1.11151
06/17/17 10:45:00,14.583,1.11749
06/17/17 11:00:00,14.623,1.12234
06/17/17 11:15:00,14.662,1.1284
06/17/17 11:30:00,14.713,1.13493
06/17/17 11:45:00,14.743,1.13878
06/17/17 12:00:00,14.752,1.14153
06/17/17 12:15:00,14.78,1.14374
06/17/17 12:30:00,14.818,1.14603
06/17/17 12:45:00,14.862,1.15465
06/17/17 13:00:00,14.918,1.15969
06/17/17 13:15:00,14.997,1.17082
06/17/17 13:30:00,15.057,1.17815
06/17/17 13:45:00,15.108,1.18322
06/17/17 14:00:00,15.167,1.19104
06/17/17 14:15:00,15.228,1.19753
06/17/17 14:30:00,15.276,1.20153
06/17/17 14:45:00,15.37,1.20981
06/17/17 15:00:00,15.399,1.22026
06/17/17 15:15:00,15.499,1.23011
06/17/17 15:30:00,15.578,1.24178
06/17/17 15:45:00,15.655,1.24735
06/17/17 16:00:00,15.713,1.25345
06/17/17 16:15:00,15.813,1.26436
06/17/17 16:30:00,15.913,1.27558
06/17/17 16:45:00,15.992,1.28141
06/17/17 17:00:00,16.088,1.29225
06/17/17 17:15:00,16.166,1.30209
06/17/17 17:30:00,16.25,1.30713
06/17/17 17:45:00,16.324,1.31579
06/17/17 18:00:00,16.391,1.32139
06/17/17 18:15:00,16.464,1.32803
06/17/17 18:30:00,16.552,1.33646
06/17/17 18:45:00,16.633,1.34737
06/17/17 19:00:00,16.705,1.35176
06/17/17 19:15:00,16.771,1.35573
06/17/17 19:30:00,16.823,1.35843
06/17/17 19:45:00,16.872,1.36027
06/17/17 20:00:00,16.918,1.36725
06/17/17 20:15:00,16.96,1.36713
06/17/17 20:30:00,16.999,1.36603
06/17/17 20:45:00,17.019,1.35348
06/17/17 21:00:00,17.034,1.35367
06/17/17 21:15:00,17.031,1.35252
06/17/17 21:30:00,17.021,1.34977
06/17/17 21:45:00,16.997,1.34642
06/17/17 22:00:00,16.972,1.34241
06/17/17 22:15:00,16.938,1.33848
06/17/17 22:30:00,16.894,1.33375
06/17/17 22:45:00,16.848,1.32918
06/17/17 23:00:00,16.802,1.32418
06/17/17 23:15:00,16.755,1.31865
06/17/17 23:30:00,16.707,1.31369
06/17/17 23:45:00,16.661,1.3101
06/18/17 00:00:00,16.619,1.30571
06/18/17 00:15:00,16.576,1.3011
06/18/17 00:30:00,16.533,1.29671
06/18/17 00:45:00,16.491,1.29286
06/18/17 01:00:00,16.455,1.28965
06/18/17 01:15:00,16.42,1.28508
06/18/17 01:30:00,16.384,1.28008
06/18/17 01:45:00,16.345,1.27619
06/18/17 02:00:00,16.302,1.27237
06/18/17 02:15:00,16.256,1.26715
06/18/17 02:30:00,16.202,1.26196
06/18/17 02:45:00,16.143,1.25574
06/18/17 03:00:00,16.077,1.24838
06/18/17 03:15:00,16.016,1.24125
06/18/17 03:30:00,15.949,1.23438
06/18/17 03:45:00,15.883,1.22648
06/18/17 04:00:00,15.818,1.22026
06/18/17 04:15:00,15.751,1.21336
06/18/17 04:30:00,15.685,1.20619
06/18/17 04:45:00,15.631,1.20127
06/18/17 05:00:00,15.582,1.19402
06/18/17 05:15:00,15.534,1.18917
06/18/17 05:30:00,15.493,1.18456
06/18/17 05:45:00,15.455,1.17987
06/18/17 06:00:00,15.427,1.17666
06/18/17 06:15:00,15.399,1.17384
06/18/17 06:30:00,15.382,1.17315
06/18/17 06:45:00,15.376,1.1735
06/18/17 07:00:00,15.382,1.1743
06/18/17 07:15:00,15.4,1.18025
06/18/17 07:30:00,15.427,1.18463
06/18/17 07:45:00,15.46,1.19047
06/18/17 08:00:00,15.487,1.196
06/18/17 08:15:00,15.517,1.20138
06/18/17 08:30:00,15.548,1.20794
06/18/17 08:45:00,15.569,1.215
06/18/17 09:00:00,15.605,1.22076
06/18/17 09:15:00,15.642,1.22942
06/18/17 09:30:00,15.679,1.23453
06/18/17 09:45:00,15.716,1.24296
06/18/17 10:00:00,15.751,1.24685
06/18/17 10:15:00,15.781,1.25246
06/18/17 10:30:00,15.816,1.25959
06/18/17 10:45:00,15.849,1.2641
06/18/17 11:00:00,15.885,1.26593
06/18/17 11:15:00,15.918,1.27169
06/18/17 11:30:00,15.965,1.27737
06/18/17 11:45:00,16.003,1.28176
06/18/17 12:00:00,16.04,1.28538
06/18/17 12:15:00,16.083,0.00313
06/18/17 12:30:00,16.126,1.30068
06/18/17 12:45:00,16.183,1.30613
06/18/17 13:00:00,16.247,1.31193
06/18/17 13:15:00,16.305,1.31846
06/18/17 13:30:00,16.366,1.32559
06/18/17 13:45:00,16.435,1.33433
06/18/17 14:00:00,16.497,1.34081
06/18/17 14:15:00,16.567,1.3473
06/18/17 14:30:00,16.64,1.35279
06/18/17 14:45:00,16.749,1.36332
06/18/17 15:00:00,16.786,1.36854
06/18/17 15:15:00,16.86,1.37652
06/18/17 15:30:00,16.939,1.38582
06/18/17 15:45:00,17.021,1.39284
06/18/17 16:00:00,17.11,1.40238
06/18/17 16:15:00,17.202,1.40986
06/18/17 16:30:00,17.284,1.41901
06/18/17 16:45:00,17.373,1.42565
06/18/17 17:00:00,17.47,1.43633
06/18/17 17:15:00,17.559,1.44251
06/18/17 17:30:00,17.663,1.45212
06/18/17 17:45:00,17.738,1.45933
06/18/17 18:00:00,17.822,1.46605
06/18/17 18:15:00,17.909,1.47494
06/18/17 18:30:00,17.978,1.48024
06/18/17 18:45:00,18.047,1.48367
06/18/17 19:00:00,18.1,1.48737
06/18/17 19:15:00,18.158,1.49111
06/18/17 19:30:00,18.207,1.49329
06/18/17 19:45:00,18.249,1.49481
06/18/17 20:00:00,18.277,1.49287
06/18/17 20:15:00,18.31,1.49252
06/18/17 20:30:00,18.334,1.49096
06/18/17 20:45:00,18.351,1.48756
06/18/17 21:00:00,18.359,1.48573
06/18/17 21:15:00,18.353,1.4828
06/18/17 21:30:00,18.337,1.47944
06/18/17 21:45:00,18.307,1.47448
06/18/17 22:00:00,18.273,1.47063
06/18/17 22:15:00,18.231,1.46521
06/18/17 22:30:00,18.183,1.45914
06/18/17 22:45:00,18.131,1.45411
06/18/17 23:00:00,18.075,1.44884
06/18/17 23:15:00,18.017,1.44152
06/18/17 23:30:00,17.958,1.43618
06/18/17 23:45:00,17.903,1.43095
06/19/17 00:00:00,17.846,1.42386
06/19/17 00:15:00,17.791,1.41901
06/19/17 00:30:00,17.733,1.41249
06/19/17 00:45:00,17.678,1.39841
06/19/17 01:00:00,17.616,1.40082
06/19/17 01:15:00,17.556,1.39483
06/19/17 01:30:00,17.488,1.38773
06/19/17 01:45:00,17.418,1.38037
06/19/17 02:00:00,17.342,1.37232
06/19/17 02:15:00,17.265,1.36625
06/19/17 02:30:00,17.187,1.35981
06/19/17 02:45:00,17.104,1.35119
06/19/17 03:00:00,17.016,1.34188
06/19/17 03:15:00,16.924,1.33295
06/19/17 03:30:00,16.838,1.32582
06/19/17 03:45:00,16.75,1.3175
06/19/17 04:00:00,16.661,1.30858
06/19/17 04:15:00,16.569,1.30106
06/19/17 04:30:00,16.482,1.29198
06/19/17 04:45:00,16.396,1.28225
06/19/17 05:00:00,16.312,1.27432
06/19/17 05:15:00,16.228,1.26497
06/19/17 05:30:00,16.153,1.2578
06/19/17 05:45:00,16.083,1.25109
06/19/17 06:00:00,16.015,1.24376
06/19/17 06:15:00,15.959,1.23892
06/19/17 06:30:00,15.913,1.23465
06/19/17 06:45:00,15.889,1.23278
06/19/17 07:00:00,15.88,1.23342
06/19/17 07:15:00,15.886,1.23476
06/19/17 07:30:00,15.91,1.24102
06/19/17 07:45:00,15.946,1.24655
06/19/17 08:00:00,15.976,1.252
06/19/17 08:15:00,16.006,1.25845
06/19/17 08:30:00,16.037,1.26398
06/19/17 08:45:00,16.05,1.26959
06/19/17 09:00:00,16.076,1.27462
06/19/17 09:15:00,16.111,1.28103
06/19/17 09:30:00,16.144,1.28515
06/19/17 09:45:00,16.172,1.29011
06/19/17 10:00:00,16.204,1.2948
06/19/17 10:15:00,16.235,1.30026
06/19/17 10:30:00,16.256,1.30339
06/19/17 10:45:00,16.286,1.30812
06/19/17 11:00:00,16.311,1.31132
06/19/17 11:15:00,16.342,1.31483
06/19/17 11:30:00,16.385,1.31979
06/19/17 11:45:00,16.418,1.32509
06/19/17 12:00:00,16.448,1.32731
06/19/17 12:15:00,16.488,1.33429
06/19/17 12:30:00,16.542,1.3397
06/19/17 12:45:00,16.594,1.34405
06/19/17 13:00:00,16.647,1.35031
06/19/17 13:15:00,16.711,1.35782
06/19/17 13:30:00,16.766,1.36286
06/19/17 13:45:00,16.827,1.36915
06/19/17 14:00:00,16.887,1.37591
06/19/17 14:15:00,16.948,1.38258
06/19/17 14:30:00,17.012,1.38952
06/19/17 14:45:00,17.089,1.39872
06/19/17 15:00:00,17.143,1.40276
06/19/17 15:15:00,17.198,1.40784
06/19/17 15:30:00,17.259,1.41352
06/19/17 15:45:00,17.321,1.41825
06/19/17 16:00:00,17.387,1.4239
06/19/17 16:15:00,17.451,1.43168
06/19/17 16:30:00,17.522,1.43729
06/19/17 16:45:00,17.599,1.44305
06/19/17 17:00:00,17.666,1.44846
06/19/17 17:15:00,17.735,1.45644
06/19/17 17:30:00,17.83,1.46288
06/19/17 17:45:00,17.891,1.47017
06/19/17 18:00:00,17.966,1.47551
06/19/17 18:15:00,18.047,1.4815
06/19/17 18:30:00,18.112,1.48657
06/19/17 18:45:00,18.173,1.48978
06/19/17 19:00:00,18.234,1.4931
06/19/17 19:15:00,18.295,1.49607
06/19/17 19:30:00,18.35,1.4992
06/19/17 19:45:00,18.399,1.5
06/19/17 20:00:00,18.436,1.49966
06/19/17 20:15:00,18.475,1.49722
06/19/17 20:30:00,18.509,1.49432
06/19/17 20:45:00,18.536,1.49088
06/19/17 21:00:00,18.548,1.48787
06/19/17 21:15:00,18.553,1.48417
06/19/17 21:30:00,18.546,1.48035
06/19/17 21:45:00,18.527,1.47677
06/19/17 22:00:00,18.497,1.47295
06/19/17 22:15:00,18.464,1.46857
06/19/17 22:30:00,18.427,1.46281
06/19/17 22:45:00,18.384,1.45808
06/19/17 23:00:00,18.34,1.45262
06/19/17 23:15:00,18.292,1.4485
06/19/17 23:30:00,18.235,1.44263
06/19/17 23:45:00,18.179,1.43751
06/20/17 00:00:00,18.127,1.43198
06/20/17 00:15:00,18.076,1.42695
06/20/17 00:30:00,18.024,1.42016
06/20/17 00:45:00,17.971,1.41531
06/20/17 01:00:00,17.92,1.40982
06/20/17 01:15:00,17.873,1.40482
06/20/17 01:30:00,17.821,1.3994
06/20/17 01:45:00,17.769,1.39498
06/20/17 02:00:00,17.711,1.38956
06/20/17 02:15:00,17.651,1.3835
06/20/17 02:30:00,17.586,1.37663
06/20/17 02:45:00,17.513,1.37018
06/20/17 03:00:00,17.434,1.36217
06/20/17 03:15:00,17.356,1.35451
06/20/17 03:30:00,17.262,1.34596
06/20/17 03:45:00,17.17,1.33837
06/20/17 04:00:00,17.082,1.32837
06/20/17 04:15:00,16.99,1.31941
06/20/17 04:30:00,16.894,1.31048
06/20/17 04:45:00,16.799,1.30167
06/20/17 05:00:00,16.71,1.29278
06/20/17 05:15:00,16.622,1.2845
06/20/17 05:30:00,16.542,1.27695
06/20/17 05:45:00,16.467,1.27016
06/20/17 06:00:00,16.405,1.22061
06/20/17 06:15:00,16.353,1.25757
06/20/17 06:30:00,16.314,1.25296
06/20/17 06:45:00,16.29,1.2533
06/20/17 07:00:00,16.284,1.25319
06/20/17 07:15:00,16.29,1.25601
06/20/17 07:30:00,16.311,1.25872
06/20/17 07:45:00,16.342,1.26455
06/20/17 08:00:00,16.376,1.27104
06/20/17 08:15:00,16.396,0.0024
06/20/17 08:30:00,16.432,0.0024
06/20/17 08:45:00,16.449,0.00237
06/20/17 09:00:00,16.478,0.0024
06/20/17 09:15:00,16.513,0.00237
06/20/17 09:30:00,16.549,0.0024
06/20/17 09:45:00,16.585,0.00237
06/20/17 10:00:00,16.624,0.0024
06/20/17 10:15:00,16.656,0.0024
06/20/17 10:30:00,16.692,0.00237
06/20/17 10:45:00,16.732,0.0024
06/20/17 11:00:00,16.778,0.00237
06/20/17 11:15:00,16.813,0.0024
06/20/17 11:30:00,16.859,0.0024
06/20/17 11:45:00,16.893,0.0024
06/20/17 12:00:00,16.929,0.0024
06/20/17 12:15:00,16.964,0.00244
06/20/17 12:30:00,17.016,0.0024
06/20/17 12:45:00,17.058,0.00244
06/20/17 13:00:00,17.131,0.0024
06/20/17 13:15:00,17.198,0.0024
06/20/17 13:30:00,17.257,0.0024
06/20/17 13:45:00,17.312,0.0024
06/20/17 14:00:00,17.366,0.0024
06/20/17 14:15:00,17.419,0.0024
06/20/17 14:30:00,17.491,0.00244
06/20/17 14:45:00,17.571,0.0024
06/20/17 15:00:00,17.632,1.44175
06/20/17 15:15:00,17.709,0.0024
06/20/17 15:30:00,17.787,0.0024
06/20/17 15:45:00,17.889,0.0024
06/20/17 16:00:00,17.95,0.00244
06/20/17 16:15:00,18.033,0.00244
06/20/17 16:30:00,18.112,0.00244
06/20/17 16:45:00,18.197,0.00248
06/20/17 17:00:00,18.28,1.50034
06/20/17 17:15:00,18.362,1.50797
06/20/17 17:30:00,18.445,1.51385
06/20/17 17:45:00,18.516,1.51678
06/20/17 18:00:00,18.585,1.52056
06/20/17 18:15:00,18.655,1.5235
06/20/17 18:30:00,18.721,1.5277
06/20/17 18:45:00,18.781,1.52987
06/20/17 19:00:00,18.833,1.53067
06/20/17 19:15:00,18.875,1.53147
06/20/17 19:30:00,18.912,1.53105
06/20/17 19:45:00,18.937,1.52766
06/20/17 20:00:00,18.964,1.52537
06/20/17 20:15:00,18.982,1.52098
06/20/17 20:30:00,18.998,1.51751
06/20/17 20:45:00,19.017,1.51549
06/20/17 21:00:00,19.023,1.51312
06/20/17 21:15:00,19.019,1.50912
06/20/17 21:30:00,19.005,1.50446
06/20/17 21:45:00,18.98,1.49886
06/20/17 22:00:00,18.947,1.49447
06/20/17 22:15:00,18.907,1.48966
06/20/17 22:30:00,18.863,1.48383
06/20/17 22:45:00,18.815,1.47841
06/20/17 23:00:00,18.767,1.4736
06/20/17 23:15:00,18.718,1.46937
06/20/17 23:30:00,18.669,1.46498
06/20/17 23:45:00,18.623,1.45949
06/21/17 00:00:00,18.576,1.45415
06/21/17 00:15:00,18.53,1.44984
06/21/17 00:30:00,18.476,1.44388
06/21/17 00:45:00,18.427,1.43889
06/21/17 01:00:00,18.374,1.43297
06/21/17 01:15:00,18.316,1.42668
06/21/17 01:30:00,18.252,1.42164
06/21/17 01:45:00,18.185,1.41447
06/21/17 02:00:00,18.114,1.40898
06/21/17 02:15:00,18.044,1.40238
06/21/17 02:30:00,17.968,1.39475
06/21/17 02:45:00,17.895,1.38758
06/21/17 03:00:00,17.825,1.38106
06/21/17 03:15:00,17.754,1.3727
06/21/17 03:30:00,17.68,1.36717
06/21/17 03:45:00,17.607,0.00244
06/21/17 04:00:00,17.54,1.35283
06/21/17 04:15:00,17.474,1.34852
06/21/17 04:30:00,17.409,1.34173
06/21/17 04:45:00,17.347,1.33509
06/21/17 05:00:00,17.287,1.32937
06/21/17 05:15:00,17.231,1.32353
06/21/17 05:30:00,17.18,1.31846
06/21/17 05:45:00,17.131,1.3135
06/21/17 06:00:00,17.089,1.30816
06/21/17 06:15:00,17.057,1.30552
06/21/17 06:30:00,17.031,1.30205
06/21/17 06:45:00,17.012,1.29976
06/21/17 07:00:00,17.003,1.29969
06/21/17 07:15:00,16.997,1.30156
06/21/17 07:30:00,17.007,1.30297
06/21/17 07:45:00,17.021,1.30655
06/21/17 08:00:00,17.037,1.31167
06/21/17 08:15:00,17.06,1.31796
06/21/17 08:30:00,17.094,1.32551
06/21/17 08:45:00,17.11,1.33101
06/21/17 09:00:00,17.14,1.33864
06/21/17 09:15:00,17.174,1.34527
06/21/17 09:30:00,17.208,1.35409
06/21/17 09:45:00,17.237,1.36069
06/21/17 10:00:00,17.274,1.36538
06/21/17 10:15:00,17.309,1.37053
06/21/17 10:30:00,17.342,1.3756
06/21/17 10:45:00,17.376,1.38159
06/21/17 11:00:00,17.402,1.38582
06/21/17 11:15:00,17.43,1.38968
06/21/17 11:30:00,17.469,1.39551
06/21/17 11:45:00,17.51,1.40177
06/21/17 12:00:00,17.546,1.40593
06/21/17 12:15:00,17.584,1.41039
06/21/17 12:30:00,17.626,1.41459
06/21/17 12:45:00,17.686,1.42138
06/21/17 13:00:00,17.742,1.42798
06/21/17 13:15:00,17.807,1.43324
06/21/17 13:30:00,17.859,1.43893
06/21/17 13:45:00,17.925,1.44533
06/21/17 14:00:00,17.989,1.453
06/21/17 14:15:00,18.044,1.45747
06/21/17 14:30:00,18.105,1.46361
06/21/17 14:45:00,18.178,1.47105
06/21/17 15:00:00,18.246,1.47417
06/21/17 15:15:00,18.307,1.47723
06/21/17 15:30:00,18.362,1.48211
06/21/17 15:45:00,18.426,1.48753
06/21/17 16:00:00,18.494,1.49157
06/21/17 16:15:00,18.561,1.49783
06/21/17 16:30:00,18.623,1.50095
06/21/17 16:45:00,18.692,1.50618
06/21/17 17:00:00,18.757,1.51251
06/21/17 17:15:00,18.821,1.51724
06/21/17 17:30:00,18.91,1.52243
06/21/17 17:45:00,18.974,1.52552
06/21/17 18:00:00,19.034,1.52857
06/21/17 18:15:00,19.099,1.53372
06/21/17 18:30:00,19.161,1.53696
06/21/17 18:45:00,19.218,1.53902
06/21/17 19:00:00,19.24,1.5341
06/21/17 19:15:00,19.267,1.52754
06/21/17 19:30:00,19.304,1.52251
06/21/17 19:45:00,19.338,1.52079
06/21/17 20:00:00,19.364,1.51953
06/21/17 20:15:00,19.398,1.52014
06/21/17 20:30:00,19.421,1.51751
06/21/17 20:45:00,19.447,1.51778
06/21/17 21:00:00,19.475,1.5172
06/21/17 21:15:00,19.494,1.51553
06/21/17 21:30:00,19.508,1.51343
06/21/17 21:45:00,19.514,1.5108
06/21/17 22:00:00,19.512,1.50855
06/21/17 22:15:00,19.5,1.50603
06/21/17 22:30:00,19.49,1.50389
06/21/17 22:45:00,19.474,1.50156
06/21/17 23:00:00,19.457,1.49916
06/21/17 23:15:00,19.439,1.49504
06/21/17 23:30:00,19.421,1.49279
06/21/17 23:45:00,19.402,1.49054
06/22/17 00:00:00,19.386,1.48692
06/22/17 00:15:00,19.369,1.48489
06/22/17 00:30:00,19.352,1.48203
06/22/17 00:45:00,19.332,1.4794
06/22/17 01:00:00,19.311,1.47837
06/22/17 01:15:00,19.289,1.4749
06/22/17 01:30:00,19.262,1.47265
06/22/17 01:45:00,19.231,1.4678
06/22/17 02:00:00,19.2,1.46605
06/22/17 02:15:00,19.163,1.463
06/22/17 02:30:00,19.123,1.45743
06/22/17 02:45:00,19.078,1.45369
06/22/17 03:00:00,19.029,1.44858
06/22/17 03:15:00,18.976,1.4448
06/22/17 03:30:00,18.918,1.44003
06/22/17 03:45:00,18.858,1.43576
06/22/17 04:00:00,18.799,1.43076
06/22/17 04:15:00,18.735,1.42412
06/22/17 04:30:00,18.669,1.41947
06/22/17 04:45:00,18.604,1.41196
06/22/17 05:00:00,18.539,1.40574
06/22/17 05:15:00,18.475,1.40127
06/22/17 05:30:00,18.411,1.39506
06/22/17 05:45:00,18.353,1.38979
06/22/17 06:00:00,18.302,1.38468
06/22/17 06:15:00,18.261,1.38121
06/22/17 06:30:00,18.227,1.37949
06/22/17 06:45:00,18.203,1.37873
06/22/17 07:00:00,18.18,1.37938
06/22/17 07:15:00,18.169,1.37861
06/22/17 07:30:00,18.167,1.38239
06/22/17 07:45:00,18.17,1.3859
06/22/17 08:00:00,18.178,1.39193
06/22/17 08:15:00,18.176,1.39425
06/22/17 08:30:00,18.189,1.39696
06/22/17 08:45:00,18.198,1.40394
06/22/17 09:00:00,18.197,1.40639
06/22/17 09:15:00,18.213,1.41043
06/22/17 09:30:00,18.255,1.41657
06/22/17 09:45:00,18.29,1.42733
06/22/17 10:00:00,18.334,1.43172
06/22/17 10:15:00,18.374,0.00271
06/22/17 10:30:00,18.412,1.44621
06/22/17 10:45:00,18.451,1.44606
06/22/17 11:00:00,18.485,1.45617
06/22/17 11:15:00,18.507,1.46216
06/22/17 11:30:00,18.551,1.46448
06/22/17 11:45:00,18.58,1.47086
06/22/17 12:00:00,18.614,0.00374
06/22/17 12:15:00,18.647,1.47219
06/22/17 12:30:00,18.686,1.48379
06/22/17 12:45:00,18.721,1.4876
06/22/17 13:00:00,18.759,1.49184
06/22/17 13:15:00,18.802,1.49409
06/22/17 13:30:00,18.842,1.49882
06/22/17 13:45:00,18.892,1.50526
06/22/17 14:00:00,18.946,1.50595
06/22/17 14:15:00,18.996,1.51278
06/22/17 14:30:00,19.068,1.5198
06/22/17 14:45:00,19.146,1.52464
06/22/17 15:00:00,19.215,1.52945
06/22/17 15:15:00,19.291,1.5388
06/22/17 15:30:00,19.359,1.53799
06/22/17 15:45:00,19.441,1.54742
06/22/17 16:00:00,19.503,1.55009
06/22/17 16:15:00,19.579,1.5555
06/22/17 16:30:00,19.636,1.5565
06/22/17 16:45:00,19.691,1.56062
06/22/17 17:00:00,19.752,1.56783
06/22/17 17:15:00,19.813,1.56775
06/22/17 17:30:00,19.893,1.57183
06/22/17 17:45:00,19.961,1.57733
06/22/17 18:00:00,20.009,1.57527
06/22/17 18:15:00,20.058,1.57984
06/22/17 18:30:00,20.138,1.58328
06/22/17 18:45:00,20.19,1.5811
06/22/17 19:00:00,20.248,1.5837
06/22/17 19:15:00,20.318,1.58671
06/22/17 19:30:00,20.342,1.58194
06/22/17 19:45:00,20.363,1.57847
06/22/17 20:00:00,20.365,1.57362
06/22/17 20:15:00,20.341,1.56924
06/22/17 20:30:00,20.308,1.56168
06/22/17 20:45:00,20.283,1.55634
06/22/17 21:00:00,20.257,1.55268
06/22/17 21:15:00,20.232,1.54784
06/22/17 21:30:00,20.21,1.54589
06/22/17 21:45:00,20.189,1.54265
06/22/17 22:00:00,20.161,1.53891
06/22/17 22:15:00,20.126,1.53506
06/22/17 22:30:00,20.088,1.5309
06/22/17 22:45:00,20.04,1.52613
06/22/17 23:00:00,19.988,1.52274
06/22/17 23:15:00,19.929,1.51797
06/22/17 23:30:00,19.862,1.51156
06/22/17 23:45:00,19.787,1.50469
06/23/17 00:00:00,19.703,1.49874
06/23/17 00:15:00,19.622,1.49203
06/23/17 00:30:00,19.549,1.48608
06/23/17 00:45:00,19.479,1.48028
06/23/17 01:00:00,19.414,1.4741
06/23/17 01:15:00,19.353,1.4699
06/23/17 01:30:00,19.283,1.46204
06/23/17 01:45:00,19.218,1.45651
06/23/17 02:00:00,19.154,1.45094
06/23/17 02:15:00,19.091,1.44736
06/23/17 02:30:00,19.028,1.44049
06/23/17 02:45:00,18.962,1.43469
06/23/17 03:00:00,18.889,1.42794
06/23/17 03:15:00,18.815,1.42138
06/23/17 03:30:00,18.744,1.41569
06/23/17 03:45:00,18.663,1.40818
06/23/17 04:00:00,18.58,1.40188
06/23/17 04:15:00,18.494,1.39322
06/23/17 04:30:00,18.403,1.38571
06/23/17 04:45:00,18.311,1.37839
06/23/17 05:00:00,18.212,1.36961
06/23/17 05:15:00,18.111,1.36164
06/23/17 05:30:00,18.02,1.35229
06/23/17 05:45:00,17.925,1.34283
06/23/17 06:00:00,17.839,1.33684
06/23/17 06:15:00,17.754,1.33017
06/23/17 06:30:00,17.674,1.32391
06/23/17 06:45:00,17.608,1.32017
06/23/17 07:00:00,17.553,1.31525
06/23/17 07:15:00,17.494,1.30945
06/23/17 07:30:00,17.442,1.31075
06/23/17 07:45:00,17.378,1.30671
06/23/17 08:00:00,17.324,1.30365
06/23/17 08:15:00,17.272,1.29995
06/23/17 08:30:00,17.222,1.29515
06/23/17 08:45:00,17.171,1.29206
06/23/17 09:00:00,17.135,1.28534
06/23/17 09:15:00,17.098,1.28378
06/23/17 09:30:00,17.076,1.28134
06/23/17 09:45:00,17.07,1.28325
06/23/17 10:00:00,17.082,1.28763
06/23/17 10:15:00,17.079,1.29046
06/23/17 10:30:00,17.064,1.28805
06/23/17 10:45:00,17.064,1.29038
06/23/17 11:00:00,17.067,1.29412
06/23/17 11:15:00,17.085,1.29847
06/23/17 11:30:00,17.092,1.29786
06/23/17 11:45:00,17.095,1.29553
06/23/17 12:00:00,17.095,1.30064
06/23/17 12:15:00,17.106,1.29927
06/23/17 12:30:00,17.121,1.30369
06/23/17 12:45:00,17.149,1.3072
06/23/17 13:00:00,17.176,1.31067
06/23/17 13:15:00,17.202,1.30896
06/23/17 13:30:00,17.207,1.31052
