"Date Heure, GMT+01:00",Température (K) pour la profondeur 0.0020 m,Température (K) pour la profondeur 0.0060 m,Température (K) pour la profondeur 0.0100 m,Température (K) pour la profondeur 0.0140 m,Température (K) pour la profondeur 0.0180 m,Température (K) pour la profondeur 0.0220 m,Température (K) pour la profondeur 0.0260 m,Température (K) pour la profondeur 0.0300 m,Température (K) pour la profondeur 0.0340 m,Température (K) pour la profondeur 0.0380 m,Température (K) pour la profondeur 0.0420 m,Température (K) pour la profondeur 0.0460 m,Température (K) pour la profondeur 0.0500 m,Température (K) pour la profondeur 0.0540 m,Température (K) pour la profondeur 0.0580 m,Température (K) pour la profondeur 0.0620 m,Température (K) pour la profondeur 0.0660 m,Température (K) pour la profondeur 0.0700 m,Température (K) pour la profondeur 0.0740 m,Température (K) pour la profondeur 0.0780 m,Température (K) pour la profondeur 0.0820 m,Température (K) pour la profondeur 0.0860 m,Température (K) pour la profondeur 0.0900 m,Température (K) pour la profondeur 0.0940 m,Température (K) pour la profondeur 0.0980 m,Température (K) pour la profondeur 0.1020 m,Température (K) pour la profondeur 0.1060 m,Température (K) pour la profondeur 0.1100 m,Température (K) pour la profondeur 0.1140 m,Température (K) pour la profondeur 0.1180 m,Température (K) pour la profondeur 0.1220 m,Température (K) pour la profondeur 0.1260 m,Température (K) pour la profondeur 0.1300 m,Température (K) pour la profondeur 0.1340 m,Température (K) pour la profondeur 0.1380 m,Température (K) pour la profondeur 0.1420 m,Température (K) pour la profondeur 0.1460 m,Température (K) pour la profondeur 0.1500 m,Température (K) pour la profondeur 0.1540 m,Température (K) pour la profondeur 0.1580 m,Température (K) pour la profondeur 0.1620 m,Température (K) pour la profondeur 0.1660 m,Température (K) pour la profondeur 0.1700 m,Température (K) pour la profondeur 0.1740 m,Température (K) pour la profondeur 0.1780 m,Température (K) pour la profondeur 0.1820 m,Température (K) pour la profondeur 0.1860 m,Température (K) pour la profondeur 0.1900 m,Température (K) pour la profondeur 0.1940 m,Température (K) pour la profondeur 0.1980 m,Température (K) pour la profondeur 0.2020 m,Température (K) pour la profondeur 0.2060 m,Température (K) pour la profondeur 0.2100 m,Température (K) pour la profondeur 0.2140 m,Température (K) pour la profondeur 0.2180 m,Température (K) pour la profondeur 0.2220 m,Température (K) pour la profondeur 0.2260 m,Température (K) pour la profondeur 0.2300 m,Température (K) pour la profondeur 0.2340 m,Température (K) pour la profondeur 0.2380 m,Température (K) pour la profondeur 0.2420 m,Température (K) pour la profondeur 0.2460 m,Température (K) pour la profondeur 0.2500 m,Température (K) pour la profondeur 0.2540 m,Température (K) pour la profondeur 0.2580 m,Température (K) pour la profondeur 0.2620 m,Température (K) pour la profondeur 0.2660 m,Température (K) pour la profondeur 0.2700 m,Température (K) pour la profondeur 0.2740 m,Température (K) pour la profondeur 0.2780 m,Température (K) pour la profondeur 0.2820 m,Température (K) pour la profondeur 0.2860 m,Température (K) pour la profondeur 0.2900 m,Température (K) pour la profondeur 0.2940 m,Température (K) pour la profondeur 0.2980 m,Température (K) pour la profondeur 0.3020 m,Température (K) pour la profondeur 0.3060 m,Température (K) pour la profondeur 0.3100 m,Température (K) pour la profondeur 0.3140 m,Température (K) pour la profondeur 0.3180 m,Température (K) pour la profondeur 0.3220 m,Température (K) pour la profondeur 0.3260 m,Température (K) pour la profondeur 0.3300 m,Température (K) pour la profondeur 0.3340 m,Température (K) pour la profondeur 0.3380 m,Température (K) pour la profondeur 0.3420 m,Température (K) pour la profondeur 0.3460 m,Température (K) pour la profondeur 0.3500 m,Température (K) pour la profondeur 0.3540 m,Température (K) pour la profondeur 0.3580 m,Température (K) pour la profondeur 0.3620 m,Température (K) pour la profondeur 0.3660 m,Température (K) pour la profondeur 0.3700 m,Température (K) pour la profondeur 0.3740 m,Température (K) pour la profondeur 0.3780 m,Température (K) pour la profondeur 0.3820 m,Température (K) pour la profondeur 0.3860 m,Température (K) pour la profondeur 0.3900 m,Température (K) pour la profondeur 0.3940 m,Température (K) pour la profondeur 0.3980 m
17/05/25 13:00:00,288.03024,287.9545,287.88208,287.8129,287.7469,287.684,287.62405,287.56705,287.51288,287.4615,287.41275,287.36664,287.32303,287.2819,287.2431,287.20663,287.17236,287.14023,287.11017,287.08212,287.05597,287.03165,287.00912,286.98828,286.96906,286.95142,286.93524,286.92047,286.90704,286.8949,286.88394,286.87415,286.8654,286.85767,286.85083,286.84488,286.83975,286.83533,286.83157,286.82843,286.82584,286.8237,286.822,286.82062,286.81952,286.81866,286.818,286.8174,286.81686,286.8163,286.81567,286.8149,286.81393,286.81274,286.81122,286.80936,286.80704,286.8043,286.80096,286.7971,286.79257,286.78735,286.78137,286.7746,286.767,286.75848,286.749,286.73853,286.727,286.71436,286.70056,286.68558,286.66934,286.6518,286.6329,286.61264,286.5909,286.56772,286.543,286.5167,286.48877,286.4592,286.4279,286.39487,286.36005,286.3234,286.28485,286.24442,286.20203,286.15762,286.1112,286.0627,286.01212,285.95938,285.90445,285.8473,285.78787,285.72617,285.66214,285.59576
17/05/25 13:15:00,288.11014,288.03412,287.96103,287.89093,287.82373,287.75946,287.69806,287.63947,287.5836,287.5304,287.4799,287.43192,287.38647,287.34344,287.3028,287.2644,287.22824,287.1942,287.16223,287.1323,287.10428,287.07812,287.0537,287.031,287.00995,286.99045,286.9724,286.95584,286.9406,286.92667,286.91397,286.90247,286.892,286.8825,286.874,286.86633,286.85947,286.85336,286.84793,286.84317,286.8389,286.83514,286.8318,286.82886,286.82623,286.82382,286.82156,286.8194,286.81732,286.81522,286.81305,286.81076,286.80835,286.80566,286.8027,286.79938,286.79565,286.7914,286.78668,286.78134,286.7754,286.7688,286.76147,286.75336,286.7444,286.73456,286.72382,286.71207,286.69928,286.6854,286.67038,286.65414,286.63672,286.618,286.59796,286.57654,286.5537,286.52942,286.50363,286.47635,286.44748,286.417,286.38492,286.3512,286.3158,286.27866,286.23984,286.1993,286.15707,286.11322,286.06772,286.02066,285.97217,285.9224,285.8715,285.81964,285.7672,285.7146,285.66232,285.611
17/05/25 13:30:00,288.1784,288.10342,288.031,287.96115,287.89392,287.8293,287.7673,287.7079,287.65106,287.59674,287.5449,287.49554,287.44858,287.404,287.36166,287.32156,287.2837,287.2479,287.21414,287.1824,287.1526,287.1246,287.0984,287.07388,287.05103,287.02972,287.00992,286.99155,286.97455,286.95886,286.94437,286.931,286.91873,286.9075,286.89725,286.8879,286.8794,286.87164,286.8646,286.85812,286.85223,286.84683,286.84192,286.83734,286.83307,286.82907,286.8253,286.82162,286.818,286.81442,286.8108,286.80704,286.8031,286.79892,286.79443,286.78964,286.78445,286.77887,286.77277,286.7661,286.75885,286.75085,286.74216,286.7327,286.72247,286.71133,286.69925,286.68625,286.6722,286.6571,286.64087,286.6235,286.60492,286.5851,286.56403,286.54163,286.51788,286.49274,286.4662,286.43817,286.4087,286.37775,286.34528,286.31128,286.27576,286.2387,286.20016,286.16016,286.11865,286.0757,286.03137,285.98566,285.93863,285.89026,285.84058,285.78955,285.73712,285.68304,285.62704,285.56866
17/05/25 13:45:00,288.25302,288.17624,288.10236,288.0313,287.963,287.89737,287.83438,287.77396,287.71606,287.66064,287.60767,287.55707,287.5088,287.4628,287.41904,287.37744,287.33798,287.30063,287.2653,287.23187,287.20038,287.17072,287.1428,287.11658,287.09198,287.06897,287.0475,287.02737,287.00864,286.9912,286.975,286.95996,286.94604,286.93317,286.9212,286.91016,286.8999,286.89044,286.88168,286.87357,286.86606,286.8591,286.8525,286.8463,286.84048,286.8349,286.82947,286.82422,286.81906,286.81387,286.80865,286.80338,286.79797,286.79236,286.78647,286.78027,286.7737,286.76666,286.75912,286.75107,286.74246,286.73322,286.72327,286.71255,286.701,286.6886,286.67532,286.6611,286.6459,286.62967,286.61237,286.59393,286.57437,286.55362,286.53168,286.50848,286.484,286.45822,286.4311,286.4026,286.37274,286.34152,286.3089,286.27487,286.2395,286.20276,286.16464,286.12518,286.08438,286.04224,285.99884,285.95416,285.90833,285.86133,285.81326,285.76422,285.71436,285.66394,285.61325,285.56277
17/05/25 14:00:00,288.3409,288.2602,288.18286,288.10876,288.03778,287.9698,287.90463,287.84225,287.78253,287.7254,287.67075,287.61853,287.56866,287.52115,287.47586,287.43277,287.39178,287.35287,287.31595,287.28094,287.2478,287.21646,287.1869,287.159,287.13275,287.10803,287.08484,287.06308,287.0427,287.02356,287.00568,286.98895,286.9733,286.95868,286.94504,286.9323,286.9204,286.90933,286.89896,286.88925,286.88013,286.8715,286.86334,286.8556,286.84814,286.84097,286.83405,286.8272,286.8205,286.81384,286.80716,286.80038,286.7935,286.7864,286.77908,286.77145,286.76346,286.7551,286.74625,286.73685,286.72684,286.71628,286.70505,286.69305,286.6803,286.66672,286.65228,286.63696,286.62073,286.60352,286.58527,286.56598,286.5456,286.52408,286.50137,286.47748,286.4524,286.42612,286.39862,286.36984,286.3398,286.3085,286.27594,286.2422,286.20712,286.17087,286.1334,286.09473,286.0549,286.014,285.97205,285.92917,285.88538,285.84076,285.79547,285.7496,285.70322,285.65643,285.60934,285.56192
17/05/25 14:15:00,288.42523,288.34296,288.26376,288.1877,288.11465,288.04453,287.97726,287.91278,287.851,287.7919,287.73538,287.68134,287.6297,287.58038,287.53336,287.48856,287.4459,287.40527,287.36664,287.32996,287.29514,287.26218,287.23096,287.20142,287.1735,287.1471,287.12222,287.0988,287.07672,287.05594,287.03638,287.01797,287.00067,286.9844,286.96912,286.9547,286.9412,286.92847,286.91644,286.9051,286.89435,286.88416,286.8744,286.86502,286.856,286.8473,286.83878,286.83047,286.82227,286.81412,286.806,286.79782,286.7895,286.781,286.77225,286.7632,286.75385,286.74408,286.73386,286.72314,286.7119,286.70007,286.6876,286.67444,286.66055,286.6459,286.63043,286.61414,286.59692,286.57877,286.55966,286.53955,286.5184,286.49622,286.47296,286.44864,286.4232,286.3966,286.36893,286.34012,286.31015,286.27908,286.24692,286.21365,286.17935,286.14398,286.1076,286.07025,286.03204,285.99298,285.95322,285.91278,285.8718,285.83035,285.78857,285.74664,285.70477,285.66312,285.62195,285.58157
17/05/25 14:30:00,288.5119,288.4271,288.3456,288.2673,288.19205,288.11978,288.05048,287.984,287.9203,287.85922,287.80075,287.7448,287.6913,287.6402,287.59134,287.54474,287.50024,287.4579,287.41757,287.3792,287.34274,287.30804,287.27515,287.24393,287.21432,287.18628,287.15973,287.13464,287.11087,287.0884,287.06717,287.04712,287.0282,287.01035,286.99347,286.97748,286.96234,286.94797,286.93433,286.92136,286.90897,286.89713,286.88583,286.8749,286.86435,286.85413,286.84415,286.83432,286.82462,286.81494,286.80533,286.7957,286.78598,286.77606,286.76593,286.75552,286.7448,286.73376,286.7223,286.71033,286.69788,286.68484,286.6712,286.65692,286.642,286.62634,286.60992,286.59268,286.57462,286.55566,286.53583,286.51505,286.49338,286.47073,286.4471,286.42242,286.3968,286.37018,286.34256,286.31387,286.28424,286.25363,286.22208,286.18958,286.15616,286.12186,286.08673,286.05084,286.01425,285.97705,285.9392,285.90088,285.86206,285.82288,285.7834,285.74365,285.70374,285.6636,285.62323,285.58258
17/05/25 14:45:00,288.6218,288.5301,288.44263,288.35916,288.27942,288.20325,288.13037,288.06064,287.99396,287.93015,287.86914,287.8108,287.75507,287.70178,287.65085,287.60223,287.55588,287.5116,287.46936,287.42914,287.39084,287.3544,287.31973,287.28677,287.25543,287.22568,287.19745,287.17062,287.14517,287.12106,287.0982,287.0765,287.0559,287.03635,287.01776,287.00015,286.9834,286.96744,286.95224,286.93765,286.9237,286.91034,286.89743,286.885,286.87296,286.8612,286.8497,286.83838,286.82718,286.81613,286.80508,286.79404,286.7829,286.77164,286.76022,286.74854,286.73654,286.7242,286.7115,286.69836,286.68475,286.67062,286.65594,286.6407,286.62476,286.60815,286.59088,286.5728,286.554,286.53436,286.51395,286.4927,286.47055,286.4475,286.42358,286.3988,286.37314,286.34653,286.31906,286.29077,286.26157,286.2315,286.20056,286.16885,286.13632,286.10306,286.06906,286.0344,285.99908,285.96317,285.92673,285.88977,285.8524,285.81454,285.77637,285.73782,285.69897,285.65994,285.6208,285.58157
17/05/25 15:00:00,288.69327,288.60574,288.52054,288.43793,288.35806,288.28094,288.20673,288.13538,288.0668,288.00104,287.93796,287.87753,287.81967,287.76428,287.7113,287.66064,287.61224,287.566,287.52188,287.4798,287.43964,287.4013,287.36484,287.33008,287.297,287.26547,287.23547,287.20694,287.1798,287.154,287.12946,287.1061,287.08386,287.06268,287.04254,287.02332,287.00494,286.9874,286.97055,286.95444,286.93896,286.92404,286.90967,286.8957,286.88208,286.8688,286.8558,286.84302,286.83044,286.81793,286.8055,286.79306,286.78058,286.768,286.75525,286.74228,286.72906,286.71555,286.70166,286.6874,286.67273,286.6576,286.64194,286.6257,286.6089,286.59143,286.57333,286.55453,286.53506,286.51486,286.49393,286.47226,286.44983,286.42664,286.40262,286.37778,286.35214,286.32568,286.29843,286.27036,286.24155,286.21194,286.1816,286.1505,286.11874,286.0863,286.0532,286.01947,285.98517,285.95032,285.91495,285.87912,285.8429,285.80627,285.7693,285.73206,285.69458,285.65686,285.619,285.58102
17/05/25 15:15:00,288.76697,288.6782,288.5924,288.50943,288.4292,288.3517,288.27692,288.20474,288.13525,288.06833,288.00394,287.94205,287.88263,287.82562,287.77094,287.71857,287.6684,287.6204,287.5745,287.53055,287.4886,287.44855,287.41025,287.37372,287.33887,287.30563,287.27393,287.24368,287.21484,287.18732,287.16107,287.13605,287.11215,287.08932,287.0675,287.04666,287.02673,287.00763,286.98926,286.9716,286.95453,286.93805,286.9221,286.90665,286.8916,286.8769,286.86246,286.84827,286.83426,286.8204,286.80658,286.79276,286.77893,286.765,286.751,286.7368,286.7224,286.70776,286.6928,286.67752,286.66183,286.64572,286.62915,286.6121,286.59448,286.57632,286.5576,286.53824,286.51822,286.49756,286.4762,286.45416,286.4314,286.40793,286.38373,286.35883,286.3332,286.30685,286.27985,286.2521,286.22363,286.19446,286.1646,286.13412,286.10297,286.0712,286.03885,286.00595,285.97253,285.9386,285.9042,285.8694,285.83417,285.79858,285.76273,285.7266,285.69025,285.65372,285.6171,285.58038
