"Date Heure, GMT+01:00",Flux conductif (W/m2) pour la profondeur 0.0020 m,Flux conductif (W/m2) pour la profondeur 0.0060 m,Flux conductif (W/m2) pour la profondeur 0.0100 m,Flux conductif (W/m2) pour la profondeur 0.0140 m,Flux conductif (W/m2) pour la profondeur 0.0180 m,Flux conductif (W/m2) pour la profondeur 0.0220 m,Flux conductif (W/m2) pour la profondeur 0.0260 m,Flux conductif (W/m2) pour la profondeur 0.0300 m,Flux conductif (W/m2) pour la profondeur 0.0340 m,Flux conductif (W/m2) pour la profondeur 0.0380 m,Flux conductif (W/m2) pour la profondeur 0.0420 m,Flux conductif (W/m2) pour la profondeur 0.0460 m,Flux conductif (W/m2) pour la profondeur 0.0500 m,Flux conductif (W/m2) pour la profondeur 0.0540 m,Flux conductif (W/m2) pour la profondeur 0.0580 m,Flux conductif (W/m2) pour la profondeur 0.0620 m,Flux conductif (W/m2) pour la profondeur 0.0660 m,Flux conductif (W/m2) pour la profondeur 0.0700 m,Flux conductif (W/m2) pour la profondeur 0.0740 m,Flux conductif (W/m2) pour la profondeur 0.0780 m,Flux conductif (W/m2) pour la profondeur 0.0820 m,Flux conductif (W/m2) pour la profondeur 0.0860 m,Flux conductif (W/m2) pour la profondeur 0.0900 m,Flux conductif (W/m2) pour la profondeur 0.0940 m,Flux conductif (W/m2) pour la profondeur 0.0980 m,Flux conductif (W/m2) pour la profondeur 0.1020 m,Flux conductif (W/m2) pour la profondeur 0.1060 m,Flux conductif (W/m2) pour la profondeur 0.1100 m,Flux conductif (W/m2) pour la profondeur 0.1140 m,Flux conductif (W/m2) pour la profondeur 0.1180 m,Flux conductif (W/m2) pour la profondeur 0.1220 m,Flux conductif (W/m2) pour la profondeur 0.1260 m,Flux conductif (W/m2) pour la profondeur 0.1300 m,Flux conductif (W/m2) pour la profondeur 0.1340 m,Flux conductif (W/m2) pour la profondeur 0.1380 m,Flux conductif (W/m2) pour la profondeur 0.1420 m,Flux conductif (W/m2) pour la profondeur 0.1460 m,Flux conductif (W/m2) pour la profondeur 0.1500 m,Flux conductif (W/m2) pour la profondeur 0.1540 m,Flux conductif (W/m2) pour la profondeur 0.1580 m,Flux conductif (W/m2) pour la profondeur 0.1620 m,Flux conductif (W/m2) pour la profondeur 0.1660 m,Flux conductif (W/m2) pour la profondeur 0.1700 m,Flux conductif (W/m2) pour la profondeur 0.1740 m,Flux conductif (W/m2) pour la profondeur 0.1780 m,Flux conductif (W/m2) pour la profondeur 0.1820 m,Flux conductif (W/m2) pour la profondeur 0.1860 m,Flux conductif (W/m2) pour la profondeur 0.1900 m,Flux conductif (W/m2) pour la profondeur 0.1940 m,Flux conductif (W/m2) pour la profondeur 0.1980 m,Flux conductif (W/m2) pour la profondeur 0.2020 m,Flux conductif (W/m2) pour la profondeur 0.2060 m,Flux conductif (W/m2) pour la profondeur 0.2100 m,Flux conductif (W/m2) pour la profondeur 0.2140 m,Flux conductif (W/m2) pour la profondeur 0.2180 m,Flux conductif (W/m2) pour la profondeur 0.2220 m,Flux conductif (W/m2) pour la profondeur 0.2260 m,Flux conductif (W/m2) pour la profondeur 0.2300 m,Flux conductif (W/m2) pour la profondeur 0.2340 m,Flux conductif (W/m2) pour la profondeur 0.2380 m,Flux conductif (W/m2) pour la profondeur 0.2420 m,Flux conductif (W/m2) pour la profondeur 0.2460 m,Flux conductif (W/m2) pour la profondeur 0.2500 m,Flux conductif (W/m2) pour la profondeur 0.2540 m,Flux conductif (W/m2) pour la profondeur 0.2580 m,Flux conductif (W/m2) pour la profondeur 0.2620 m,Flux conductif (W/m2) pour la profondeur 0.2660 m,Flux conductif (W/m2) pour la profondeur 0.2700 m,Flux conductif (W/m2) pour la profondeur 0.2740 m,Flux conductif (W/m2) pour la profondeur 0.2780 m,Flux conductif (W/m2) pour la profondeur 0.2820 m,Flux conductif (W/m2) pour la profondeur 0.2860 m,Flux conductif (W/m2) pour la profondeur 0.2900 m,Flux conductif (W/m2) pour la profondeur 0.2940 m,Flux conductif (W/m2) pour la profondeur 0.2980 m,Flux conductif (W/m2) pour la profondeur 0.3020 m,Flux conductif (W/m2) pour la profondeur 0.3060 m,Flux conductif (W/m2) pour la profondeur 0.3100 m,Flux conductif (W/m2) pour la profondeur 0.3140 m,Flux conductif (W/m2) pour la profondeur 0.3180 m,Flux conductif (W/m2) pour la profondeur 0.3220 m,Flux conductif (W/m2) pour la profondeur 0.3260 m,Flux conductif (W/m2) pour la profondeur 0.3300 m,Flux conductif (W/m2) pour la profondeur 0.3340 m,Flux conductif (W/m2) pour la profondeur 0.3380 m,Flux conductif (W/m2) pour la profondeur 0.3420 m,Flux conductif (W/m2) pour la profondeur 0.3460 m,Flux conductif (W/m2) pour la profondeur 0.3500 m,Flux conductif (W/m2) pour la profondeur 0.3540 m,Flux conductif (W/m2) pour la profondeur 0.3580 m,Flux conductif (W/m2) pour la profondeur 0.3620 m,Flux conductif (W/m2) pour la profondeur 0.3660 m,Flux conductif (W/m2) pour la profondeur 0.3700 m,Flux conductif (W/m2) pour la profondeur 0.3740 m,Flux conductif (W/m2) pour la profondeur 0.3780 m,Flux conductif (W/m2) pour la profondeur 0.3820 m,Flux conductif (W/m2) pour la profondeur 0.3860 m,Flux conductif (W/m2) pour la profondeur 0.3900 m,Flux conductif (W/m2) pour la profondeur 0.3940 m,Flux conductif (W/m2) pour la profondeur 0.3980 m
17/05/25 13:00:00,-18.95637,-18.540125,-17.71909,-16.917147,-16.13048,-15.370544,-14.633523,-13.911776,-13.209122,-12.529381,-11.868733,-11.227181,-10.604722,-10.001356,-9.417084,-8.851906,-8.309641,-7.7826514,-7.270936,-6.782134,-6.3162436,-5.8618107,-5.4264708,-5.014044,-4.613073,-4.231196,-3.8722317,-3.5285425,-3.2001286,-2.890808,-2.5967631,-2.3218117,-2.0621355,-1.8215528,-1.6000643,-1.3862132,-1.1952747,-1.0234301,-0.8630418,-0.7179285,-0.5919092,-0.4811649,-0.38569567,-0.3093203,-0.24440122,-0.19093846,-0.15656953,-0.14129445,-0.13747568,-0.148932,-0.17566338,-0.21766983,-0.27113262,-0.33987042,-0.42388338,-0.52317137,-0.63391566,-0.759935,-0.9012295,-1.0501615,-1.2181873,-1.4014882,-1.5962454,-1.7986401,-2.01631,-2.2530737,-2.497475,-2.7533324,-3.024465,-3.307054,-3.6010993,-3.9066007,-4.2273774,-4.55961,-4.8994803,-5.2546263,-5.621228,-5.9954677,-6.3849816,-6.7859526,-7.1945605,-7.618444,-8.049965,-8.489123,-8.943557,-9.409447,-9.882974,-10.36414,-10.8605795,-11.364656,-11.876372,-12.399543,-12.930352,-13.472617,-14.026339,-14.587697,-15.156694,-15.733328,-16.3176,-16.611647
17/05/25 13:15:00,-19.025106,-18.658504,-17.917664,-17.180641,-16.451256,-15.725691,-15.0154,-14.324203,-13.64828,-12.976177,-12.323168,-11.689252,-11.070611,-10.471065,-9.890612,-9.329252,-8.783169,-8.259997,-7.7482824,-7.251842,-6.7783146,-6.3277,-5.896179,-5.4761147,-5.075144,-4.697086,-4.330484,-3.9791572,-3.6507432,-3.3337855,-3.0282838,-2.7495139,-2.497475,-2.2530737,-2.0239477,-1.817734,-1.6229768,-1.4434947,-1.2754688,-1.1303556,-1.0043362,-0.8897732,-0.7866664,-0.69501597,-0.6300969,-0.5842716,-0.55372155,-0.53080887,-0.52317137,-0.5346277,-0.55754024,-0.5880904,-0.6377344,-0.7064723,-0.7866664,-0.8821356,-0.99669874,-1.1227181,-1.2601938,-1.4129446,-1.569514,-1.7413586,-1.9322971,-2.1385107,-2.3523617,-2.5738502,-2.8144326,-3.0702903,-3.337604,-3.6163743,-3.9104195,-4.212102,-4.5214224,-4.849837,-5.189707,-5.537215,-5.896179,-6.2666,-6.640839,-7.0265346,-7.4275055,-7.8284764,-8.233266,-8.649512,-9.077214,-9.504916,-9.9288,-10.356502,-10.772747,-11.181355,-11.582326,-11.956566,-12.296436,-12.598119,-12.857796,-13.048734,-13.144203,-13.12511,-12.964721,-12.846339
17/05/25 13:30:00,-18.76543,-18.444654,-17.8031,-17.15391,-16.497084,-15.844072,-15.194882,-14.5456915,-13.907957,-13.285498,-12.663038,-12.052034,-11.456307,-10.875854,-10.314495,-9.756955,-9.218509,-8.702974,-8.195078,-7.702457,-7.2327485,-6.782134,-6.346794,-5.9267297,-5.5257587,-5.143882,-4.7772803,-4.425953,-4.0899014,-3.7767625,-3.4865363,-3.2077658,-2.9404523,-2.6884134,-2.4516497,-2.23398,-2.035404,-1.8521029,-1.6917146,-1.5466015,-1.4129446,-1.290744,-1.1876371,-1.1074431,-1.0348864,-0.97378606,-0.9317796,-0.9126858,-0.9012295,-0.9012295,-0.9241421,-0.9623298,-1.0157925,-1.0845305,-1.1609058,-1.2487375,-1.3480254,-1.4625885,-1.5962454,-1.7413586,-1.9093845,-2.0888665,-2.2721677,-2.4631062,-2.6731384,-2.906083,-3.139028,-3.3834293,-3.6469243,-3.9218757,-4.204465,-4.49851,-4.8040113,-5.117151,-5.441746,-5.7739787,-6.117668,-6.4689946,-6.827959,-7.1945605,-7.5611625,-7.935402,-8.317279,-8.699156,-9.081032,-9.459091,-9.829512,-10.199932,-10.566534,-10.9216795,-11.269187,-11.605239,-11.937471,-12.269705,-12.601937,-12.945626,-13.327503,-13.774301,-14.312746,-14.61061
17/05/25 13:45:00,-19.216045,-18.853262,-18.135334,-17.436499,-16.760578,-16.096111,-15.443102,-14.805367,-14.17909,-13.564268,-12.960902,-12.372812,-11.796178,-11.231,-10.681097,-10.142651,-9.611842,-9.096308,-8.603686,-8.122521,-7.652813,-7.206017,-6.774496,-6.35825,-5.9572797,-5.567765,-5.2049823,-4.861293,-4.5252414,-4.2082834,-3.9104195,-3.6240118,-3.3528793,-3.1084778,-2.8793519,-2.6655009,-2.4669247,-2.279805,-2.1117792,-1.9552097,-1.8100965,-1.6955335,-1.6000643,-1.504595,-1.4282197,-1.3785756,-1.3365692,-1.3022002,-1.2945627,-1.3022002,-1.3136566,-1.3365692,-1.3785756,-1.4396759,-1.5122325,-1.5962454,-1.7031709,-1.8253716,-1.951391,-2.085048,-2.23398,-2.4020057,-2.5853064,-2.7877014,-2.9977338,-3.2115848,-3.440711,-3.6812932,-3.933332,-4.196827,-4.4717784,-4.7543674,-5.044594,-5.342458,-5.647959,-5.964917,-6.2895126,-6.621745,-6.961616,-7.3014865,-7.641357,-7.988865,-8.340192,-8.683881,-9.02375,-9.36744,-9.707311,-10.043363,-10.379414,-10.704009,-11.0209675,-11.326468,-11.616695,-11.895466,-12.151323,-12.37663,-12.548475,-12.651582,-12.659219,-12.632487
17/05/25 14:00:00,-20.201288,-19.777405,-18.94873,-18.154428,-17.390675,-16.66129,-15.958636,-15.278894,-14.6220665,-13.988151,-13.373329,-12.773782,-12.185692,-11.612876,-11.0591545,-10.520709,-9.997537,-9.489641,-9.000838,-8.52731,-8.069058,-7.622263,-7.190742,-6.774496,-6.377344,-5.9954677,-5.6250467,-5.2737203,-4.945306,-4.632167,-4.330484,-4.051714,-3.7882187,-3.53618,-3.2994163,-3.0817466,-2.875533,-2.6845946,-2.5127501,-2.3561804,-2.2225235,-2.100323,-1.9895786,-1.901747,-1.8291904,-1.7642713,-1.7222648,-1.6955335,-1.6726209,-1.668802,-1.6840771,-1.7108085,-1.7489963,-1.802459,-1.8711967,-1.9552097,-2.0468602,-2.1537857,-2.283624,-2.4287372,-2.5738502,-2.7266011,-2.906083,-3.0970216,-3.2955978,-3.50563,-3.7232997,-3.9486072,-4.185371,-4.4374094,-4.697086,-4.9644,-5.24317,-5.5333962,-5.83126,-6.1291246,-6.426988,-6.728671,-7.04181,-7.358768,-7.6757255,-7.9926834,-8.298184,-8.611324,-8.924463,-9.226146,-9.527829,-9.821874,-10.100644,-10.367958,-10.6161785,-10.8453045,-11.062974,-11.250093,-11.406663,-11.544138,-11.658702,-11.746533,-11.826728,-11.868733
17/05/25 14:15:00,-20.590801,-20.205107,-19.426077,-18.658504,-17.917664,-17.192097,-16.485624,-15.798247,-15.126144,-14.469316,-13.8354,-13.224397,-12.632487,-12.055854,-11.490676,-10.9445915,-10.421421,-9.917343,-9.424722,-8.947375,-8.481485,-8.03087,-7.6031694,-7.190742,-6.7974086,-6.4155316,-6.045111,-5.6937847,-5.3615513,-5.048413,-4.7505484,-4.46796,-4.200646,-3.9486072,-3.7156622,-3.4941735,-3.2841413,-3.0970216,-2.925177,-2.7647886,-2.6196756,-2.497475,-2.3943682,-2.3027177,-2.2187047,-2.1537857,-2.1041417,-2.065954,-2.0468602,-2.035404,-2.0392225,-2.065954,-2.1041417,-2.1576045,-2.2263424,-2.3027177,-2.3943682,-2.501294,-2.6196756,-2.7456949,-2.8869894,-3.0435588,-3.2077658,-3.3834293,-3.570549,-3.769125,-3.9753387,-4.1930084,-4.425953,-4.662717,-4.9071183,-5.162976,-5.4226522,-5.6861467,-5.9534607,-6.228412,-6.511001,-6.789771,-7.0685415,-7.3549495,-7.637538,-7.9124894,-8.187441,-8.454755,-8.718249,-8.977925,-9.226146,-9.455272,-9.669124,-9.86388,-10.035725,-10.188476,-10.314495,-10.413783,-10.474883,-10.48634,-10.451971,-10.36414,-10.203751,-10.104463
17/05/25 14:30:00,-21.224718,-20.808474,-19.995073,-19.216045,-18.45993,-17.71527,-16.989704,-16.290867,-15.614946,-14.958118,-14.3165655,-13.694105,-13.09074,-12.510287,-11.945109,-11.399026,-10.8682165,-10.345045,-9.844786,-9.363622,-8.90537,-8.458573,-8.023233,-7.6108065,-7.2136545,-6.8317776,-6.461357,-6.113849,-5.785435,-5.4684772,-5.1667943,-4.876568,-4.601617,-4.345759,-4.112814,-3.8951442,-3.6927495,-3.50563,-3.3299665,-3.173397,-3.0321026,-2.8946269,-2.7800639,-2.6884134,-2.6005816,-2.528025,-2.478381,-2.4440122,-2.4249184,-2.413462,-2.4096432,-2.4210994,-2.4554684,-2.5089312,-2.5700316,-2.6425881,-2.7227824,-2.8182516,-2.9328146,-3.0550153,-3.188672,-3.337604,-3.4941735,-3.654562,-3.8264065,-4.0135264,-4.212102,-4.418316,-4.632167,-4.8536553,-5.082782,-5.311908,-5.5448527,-5.7892537,-6.045111,-6.29715,-6.5377326,-6.7859526,-7.0456285,-7.297668,-7.53825,-7.7788324,-8.015596,-8.248542,-8.473848,-8.6877,-8.886275,-9.069576,-9.233783,-9.390353,-9.531648,-9.653848,-9.760774,-9.844786,-9.913524,-9.966988,-10.016631,-10.073913,-10.138832,-10.173201
17/05/25 14:45:00,-22.950802,-22.419992,-21.388924,-20.422777,-19.510092,-18.650867,-17.845108,-17.069899,-16.329056,-15.618765,-14.935205,-14.274558,-13.640643,-13.041096,-12.456824,-11.884009,-11.341744,-10.826211,-10.318314,-9.825692,-9.352165,-8.897732,-8.462392,-8.046146,-7.6451755,-7.255661,-6.889059,-6.541551,-6.2016807,-5.877085,-5.5754027,-5.292814,-5.0255003,-4.7734613,-4.52906,-4.299934,-4.0937204,-3.8989632,-3.7271185,-3.570549,-3.417798,-3.28796,-3.169578,-3.0626526,-2.9786398,-2.9099019,-2.8564394,-2.8182516,-2.7838826,-2.7647886,-2.7647886,-2.7762449,-2.8029764,-2.8373454,-2.890808,-2.9633648,-3.0435588,-3.1352093,-3.2344973,-3.3452418,-3.471261,-3.604918,-3.7462125,-3.902782,-4.070808,-4.238834,-4.4221344,-4.6168914,-4.8116493,-5.010225,-5.21262,-5.4302897,-5.655597,-5.877085,-6.0947556,-6.312425,-6.541551,-6.7668586,-6.976891,-7.1945605,-7.4160495,-7.633719,-7.839933,-8.038509,-8.233266,-8.416567,-8.592231,-8.756437,-8.913007,-9.054301,-9.18414,-9.302521,-9.413266,-9.512553,-9.600386,-9.684398,-9.745499,-9.783687,-9.806599,-9.814237
17/05/25 15:00:00,-21.904459,-21.614233,-20.99941,-20.331127,-19.643747,-18.937275,-18.215528,-17.509056,-16.81022,-16.122843,-15.454558,-14.801549,-14.171452,-13.560449,-12.968539,-12.395724,-11.842003,-11.307375,-10.788023,-10.291583,-9.821874,-9.359802,-8.913007,-8.489123,-8.084334,-7.6986384,-7.324399,-6.9654346,-6.625564,-6.3009686,-5.991648,-5.7052407,-5.4341083,-5.170613,-4.9262123,-4.7047234,-4.494691,-4.3037524,-4.124271,-3.9524257,-3.803494,-3.6660182,-3.5476365,-3.4521673,-3.3643355,-3.28796,-3.2268598,-3.173397,-3.139028,-3.1199343,-3.1122968,-3.1199343,-3.1352093,-3.169578,-3.2192223,-3.2765038,-3.3452418,-3.4292545,-3.520905,-3.620193,-3.7309372,-3.853138,-3.9906135,-4.135727,-4.2884774,-4.448866,-4.6168914,-4.7887363,-4.9644,-5.1477003,-5.3310018,-5.5181212,-5.7090597,-5.9076357,-6.113849,-6.3162436,-6.5186386,-6.721033,-6.923428,-7.1181855,-7.309124,-7.500062,-7.687182,-7.866664,-8.03469,-8.202715,-8.363105,-8.512036,-8.65333,-8.786987,-8.909187,-9.016113,-9.115402,-9.210871,-9.287247,-9.348346,-9.409447,-9.459091,-9.489641,-9.501097
17/05/25 15:15:00,-22.217598,-21.843359,-21.117794,-20.422777,-19.735397,-19.055658,-18.391191,-17.726725,-17.069899,-16.432163,-15.802066,-15.179606,-14.5686035,-13.976694,-13.396241,-12.831063,-12.28498,-11.750353,-11.242456,-10.749835,-10.261032,-9.80278,-9.363622,-8.9321,-8.519673,-8.12634,-7.752101,-7.393137,-7.0532665,-6.728671,-6.4155316,-6.1214867,-5.8465357,-5.5868587,-5.338639,-5.1018753,-4.8842053,-4.6894484,-4.5099664,-4.345759,-4.196827,-4.0593514,-3.9295132,-3.8149502,-3.7232997,-3.6469243,-3.5820055,-3.5285425,-3.4865363,-3.4636235,-3.4598048,-3.4598048,-3.471261,-3.4941735,-3.5323613,-3.5781865,-3.6316493,-3.7042058,-3.7844002,-3.8760505,-3.9791572,-4.0899014,-4.2082834,-4.338122,-4.4755974,-4.6168914,-4.765824,-4.9262123,-5.090419,-5.258445,-5.4302897,-5.6059527,-5.785435,-5.964917,-6.144399,-6.3238816,-6.5033636,-6.675208,-6.8508716,-7.0341725,-7.2136545,-7.385499,-7.5497065,-7.713913,-7.874302,-8.023233,-8.164528,-8.298184,-8.428023,-8.550223,-8.660968,-8.764075,-8.859545,-8.939738,-9.008476,-9.069576,-9.11922,-9.153589,-9.176501,-9.187958
