"Date Heure, GMT+01:00",Flux d'énergie total (W/m2) pour la profondeur 0.0020 m,Flux d'énergie total (W/m2) pour la profondeur 0.0060 m,Flux d'énergie total (W/m2) pour la profondeur 0.0100 m,Flux d'énergie total (W/m2) pour la profondeur 0.0140 m,Flux d'énergie total (W/m2) pour la profondeur 0.0180 m,Flux d'énergie total (W/m2) pour la profondeur 0.0220 m,Flux d'énergie total (W/m2) pour la profondeur 0.0260 m,Flux d'énergie total (W/m2) pour la profondeur 0.0300 m,Flux d'énergie total (W/m2) pour la profondeur 0.0340 m,Flux d'énergie total (W/m2) pour la profondeur 0.0380 m,Flux d'énergie total (W/m2) pour la profondeur 0.0420 m,Flux d'énergie total (W/m2) pour la profondeur 0.0460 m,Flux d'énergie total (W/m2) pour la profondeur 0.0500 m,Flux d'énergie total (W/m2) pour la profondeur 0.0540 m,Flux d'énergie total (W/m2) pour la profondeur 0.0580 m,Flux d'énergie total (W/m2) pour la profondeur 0.0620 m,Flux d'énergie total (W/m2) pour la profondeur 0.0660 m,Flux d'énergie total (W/m2) pour la profondeur 0.0700 m,Flux d'énergie total (W/m2) pour la profondeur 0.0740 m,Flux d'énergie total (W/m2) pour la profondeur 0.0780 m,Flux d'énergie total (W/m2) pour la profondeur 0.0820 m,Flux d'énergie total (W/m2) pour la profondeur 0.0860 m,Flux d'énergie total (W/m2) pour la profondeur 0.0900 m,Flux d'énergie total (W/m2) pour la profondeur 0.0940 m,Flux d'énergie total (W/m2) pour la profondeur 0.0980 m,Flux d'énergie total (W/m2) pour la profondeur 0.1020 m,Flux d'énergie total (W/m2) pour la profondeur 0.1060 m,Flux d'énergie total (W/m2) pour la profondeur 0.1100 m,Flux d'énergie total (W/m2) pour la profondeur 0.1140 m,Flux d'énergie total (W/m2) pour la profondeur 0.1180 m,Flux d'énergie total (W/m2) pour la profondeur 0.1220 m,Flux d'énergie total (W/m2) pour la profondeur 0.1260 m,Flux d'énergie total (W/m2) pour la profondeur 0.1300 m,Flux d'énergie total (W/m2) pour la profondeur 0.1340 m,Flux d'énergie total (W/m2) pour la profondeur 0.1380 m,Flux d'énergie total (W/m2) pour la profondeur 0.1420 m,Flux d'énergie total (W/m2) pour la profondeur 0.1460 m,Flux d'énergie total (W/m2) pour la profondeur 0.1500 m,Flux d'énergie total (W/m2) pour la profondeur 0.1540 m,Flux d'énergie total (W/m2) pour la profondeur 0.1580 m,Flux d'énergie total (W/m2) pour la profondeur 0.1620 m,Flux d'énergie total (W/m2) pour la profondeur 0.1660 m,Flux d'énergie total (W/m2) pour la profondeur 0.1700 m,Flux d'énergie total (W/m2) pour la profondeur 0.1740 m,Flux d'énergie total (W/m2) pour la profondeur 0.1780 m,Flux d'énergie total (W/m2) pour la profondeur 0.1820 m,Flux d'énergie total (W/m2) pour la profondeur 0.1860 m,Flux d'énergie total (W/m2) pour la profondeur 0.1900 m,Flux d'énergie total (W/m2) pour la profondeur 0.1940 m,Flux d'énergie total (W/m2) pour la profondeur 0.1980 m,Flux d'énergie total (W/m2) pour la profondeur 0.2020 m,Flux d'énergie total (W/m2) pour la profondeur 0.2060 m,Flux d'énergie total (W/m2) pour la profondeur 0.2100 m,Flux d'énergie total (W/m2) pour la profondeur 0.2140 m,Flux d'énergie total (W/m2) pour la profondeur 0.2180 m,Flux d'énergie total (W/m2) pour la profondeur 0.2220 m,Flux d'énergie total (W/m2) pour la profondeur 0.2260 m,Flux d'énergie total (W/m2) pour la profondeur 0.2300 m,Flux d'énergie total (W/m2) pour la profondeur 0.2340 m,Flux d'énergie total (W/m2) pour la profondeur 0.2380 m,Flux d'énergie total (W/m2) pour la profondeur 0.2420 m,Flux d'énergie total (W/m2) pour la profondeur 0.2460 m,Flux d'énergie total (W/m2) pour la profondeur 0.2500 m,Flux d'énergie total (W/m2) pour la profondeur 0.2540 m,Flux d'énergie total (W/m2) pour la profondeur 0.2580 m,Flux d'énergie total (W/m2) pour la profondeur 0.2620 m,Flux d'énergie total (W/m2) pour la profondeur 0.2660 m,Flux d'énergie total (W/m2) pour la profondeur 0.2700 m,Flux d'énergie total (W/m2) pour la profondeur 0.2740 m,Flux d'énergie total (W/m2) pour la profondeur 0.2780 m,Flux d'énergie total (W/m2) pour la profondeur 0.2820 m,Flux d'énergie total (W/m2) pour la profondeur 0.2860 m,Flux d'énergie total (W/m2) pour la profondeur 0.2900 m,Flux d'énergie total (W/m2) pour la profondeur 0.2940 m,Flux d'énergie total (W/m2) pour la profondeur 0.2980 m,Flux d'énergie total (W/m2) pour la profondeur 0.3020 m,Flux d'énergie total (W/m2) pour la profondeur 0.3060 m,Flux d'énergie total (W/m2) pour la profondeur 0.3100 m,Flux d'énergie total (W/m2) pour la profondeur 0.3140 m,Flux d'énergie total (W/m2) pour la profondeur 0.3180 m,Flux d'énergie total (W/m2) pour la profondeur 0.3220 m,Flux d'énergie total (W/m2) pour la profondeur 0.3260 m,Flux d'énergie total (W/m2) pour la profondeur 0.3300 m,Flux d'énergie total (W/m2) pour la profondeur 0.3340 m,Flux d'énergie total (W/m2) pour la profondeur 0.3380 m,Flux d'énergie total (W/m2) pour la profondeur 0.3420 m,Flux d'énergie total (W/m2) pour la profondeur 0.3460 m,Flux d'énergie total (W/m2) pour la profondeur 0.3500 m,Flux d'énergie total (W/m2) pour la profondeur 0.3540 m,Flux d'énergie total (W/m2) pour la profondeur 0.3580 m,Flux d'énergie total (W/m2) pour la profondeur 0.3620 m,Flux d'énergie total (W/m2) pour la profondeur 0.3660 m,Flux d'énergie total (W/m2) pour la profondeur 0.3700 m,Flux d'énergie total (W/m2) pour la profondeur 0.3740 m,Flux d'énergie total (W/m2) pour la profondeur 0.3780 m,Flux d'énergie total (W/m2) pour la profondeur 0.3820 m,Flux d'énergie total (W/m2) pour la profondeur 0.3860 m,Flux d'énergie total (W/m2) pour la profondeur 0.3900 m,Flux d'énergie total (W/m2) pour la profondeur 0.3940 m,Flux d'énergie total (W/m2) pour la profondeur 0.3980 m
17/05/25 13:00:00,-19.179132,-18.761753,-17.939634,-17.136656,-16.349,-15.588123,-14.850205,-14.1276045,-13.424139,-12.7436285,-12.0822525,-11.44001,-10.816897,-10.212915,-9.628062,-9.062339,-8.519561,-7.9920897,-7.479924,-6.990703,-6.524421,-6.0696244,-5.6339464,-5.2212076,-4.819949,-4.4378085,-4.0786014,-3.734691,-3.4060767,-3.0965745,-2.8023648,-2.5272667,-2.26746,-2.0267618,-1.8051709,-1.59123,-1.4002148,-1.2283046,-1.0678601,-0.9226991,-0.796641,-0.6858654,-0.5903706,-0.5139743,-0.44903874,-0.3955632,-0.36118424,-0.34590048,-0.34207347,-0.3535216,-0.38024336,-0.42223877,-0.47568655,-0.54440653,-0.62839663,-0.7276568,-0.8383663,-0.9643446,-1.1055893,-1.2544632,-1.4224218,-1.6056442,-1.8003119,-2.0026052,-2.2201612,-2.4567976,-2.7010567,-2.9567573,-3.2277174,-3.5101173,-3.803956,-4.1092334,-4.4297667,-4.7617364,-5.101324,-5.4561667,-5.8224435,-6.196336,-6.5854797,-6.986057,-7.3942466,-7.8176875,-8.248739,-8.687404,-9.141315,-9.606657,-10.079607,-10.560167,-11.055973,-11.559385,-12.070406,-12.592851,-13.122903,-13.664378,-14.217278,-14.77778,-15.345888,-15.9215975,-16.504911,-16.797964
17/05/25 13:15:00,-19.433325,-19.05729,-18.300432,-17.548729,-16.805885,-16.06798,-15.346368,-14.644787,-13.959337,-13.278493,-12.617459,-11.976175,-11.350772,-10.745016,-10.158859,-9.592258,-9.041362,-8.513768,-7.9979897,-7.497818,-7.020863,-6.567099,-6.1326866,-5.7099676,-5.306556,-4.9262576,-4.557598,-4.2043843,-3.8742392,-3.5556943,-3.2487383,-2.9686346,-2.7153728,-2.4698517,-2.2397013,-2.0325491,-1.8369331,-1.6566657,-1.487922,-1.3421545,-1.2155359,-1.1004258,-0.996818,-0.90471077,-0.83937573,-0.7931685,-0.76226854,-0.7390349,-0.7311021,-0.7422867,-0.7649491,-0.7952676,-0.84469664,-0.91323185,-0.9932356,-1.0885253,-1.2029172,-1.3287708,-1.4660861,-1.6186799,-1.775095,-1.9467869,-2.1375725,-2.3436317,-2.5573256,-2.7786546,-3.0190737,-3.2747626,-3.541902,-3.8204916,-4.11435,-4.4158373,-4.724956,-5.0531607,-5.392812,-5.740093,-6.0988216,-6.4689984,-6.842985,-7.2284203,-7.6291227,-8.029818,-8.434326,-8.850286,-9.277696,-9.705101,-10.128687,-10.55609,-10.972039,-11.380356,-11.781041,-12.155006,-12.4946165,-12.796059,-13.055521,-13.246275,-13.341602,-13.322417,-13.162,-13.0432205
17/05/25 13:30:00,-19.163189,-18.838587,-18.191204,-17.535833,-16.872576,-16.21297,-15.557096,-14.901192,-14.256774,-13.6277,-12.99873,-12.381351,-11.779408,-11.192913,-10.625704,-10.062511,-9.5186205,-8.997856,-8.484943,-7.987521,-7.5132256,-7.058235,-6.6187286,-6.194701,-5.789965,-5.4045153,-5.0345287,-4.679998,-4.3409166,-4.024915,-3.7319872,-3.4506676,-3.1809535,-2.926654,-2.6877627,-2.468094,-2.26764,-2.0825741,-1.9205295,-1.7738626,-1.6387492,-1.5151836,-1.4107981,-1.3294059,-1.2557274,-1.1935778,-1.1505886,-1.1305745,-1.1182559,-1.1174475,-1.139602,-1.1770781,-1.2298721,-1.297981,-1.3737633,-1.461036,-1.5597957,-1.673859,-1.8070405,-1.9517008,-2.1192937,-2.2983594,-2.4812593,-2.6718094,-2.8814645,-3.11404,-3.3466213,-3.5906641,-3.8538039,-4.1284003,-4.4106326,-4.7043176,-5.0094543,-5.322222,-5.646437,-5.978279,-6.3215656,-6.6724744,-7.031005,-7.397154,-7.763283,-8.137027,-8.518383,-8.899713,-9.281012,-9.658462,-10.028237,-10.397976,-10.763854,-11.118231,-11.464922,-11.800105,-12.131412,-12.462655,-12.793829,-13.136381,-13.517036,-13.962514,-14.499528,-14.796201
17/05/25 13:45:00,-19.755001,-19.381523,-18.64572,-17.93029,-17.238922,-16.560038,-15.893537,-15.243144,-14.604971,-13.978948,-13.365013,-12.766935,-12.180849,-11.606718,-11.048321,-10.501809,-9.96334,-9.440522,-8.94097,-8.453208,-7.977219,-7.5244417,-7.087224,-6.6655507,-6.2594075,-5.864965,-5.497487,-5.1493235,-4.8090115,-4.4879947,-4.186265,-3.8961768,-3.62154,-3.3738043,-3.1415067,-2.9246383,-2.7231915,-2.5333424,-2.3627217,-2.2036872,-2.0562327,-1.9394457,-1.8418633,-1.7443868,-1.6661065,-1.6146533,-1.5709276,-1.5349264,-1.5257385,-1.5319027,-1.5419596,-1.5635426,-1.6042848,-1.6641814,-1.7355914,-1.8185122,-1.9243956,-2.0455995,-2.1706657,-2.30341,-2.4514668,-2.618652,-2.8011427,-3.0027552,-3.2120287,-3.4251442,-3.653555,-3.893439,-4.144795,-4.4076195,-4.6819115,-4.963849,-5.2534304,-5.550654,-5.855519,-6.1718407,-6.4957995,-6.827394,-7.1666236,-7.505848,-7.845068,-8.19192,-8.542585,-8.885607,-9.224804,-9.567816,-9.907004,-10.242372,-10.577737,-10.901646,-11.217923,-11.522749,-11.812312,-12.090435,-12.345667,-12.570378,-12.741666,-12.844266,-12.851461,-12.824139
17/05/25 14:00:00,-20.732866,-20.303082,-19.465355,-18.661755,-17.888554,-17.14965,-16.437475,-15.748264,-15.082066,-14.438908,-13.815003,-13.206563,-12.609783,-12.028494,-11.466523,-10.920064,-10.389112,-9.87368,-9.377581,-8.896995,-8.431923,-7.9785423,-7.540668,-7.1182976,-6.715244,-6.3276815,-5.951787,-5.5951953,-5.2617154,-4.9437046,-4.6373396,-4.35407,-4.0862536,-3.8300645,-3.5893168,-3.3678236,-3.1579401,-2.9634812,-2.7882602,-2.6284533,-2.491692,-2.3665159,-2.252919,-2.1623533,-2.0871763,-2.0197453,-1.9753326,-1.9462938,-1.9211692,-1.9152308,-1.928474,-1.9532573,-1.9895767,-2.0412471,-2.1082647,-2.1906252,-2.2806885,-2.386089,-2.5144606,-2.6581616,-2.8019135,-2.9533534,-3.1315694,-3.321284,-3.518677,-3.7275627,-3.94412,-4.1683483,-4.4040637,-4.655081,-4.913761,-5.180103,-5.4579215,-5.747215,-6.044162,-6.3411255,-6.638102,-6.9389105,-7.2511864,-7.5672894,-7.8834,-8.199517,-8.504184,-8.816495,-9.128807,-9.429666,-9.730526,-10.0237465,-10.301692,-10.568179,-10.815569,-11.0438595,-11.260687,-11.446955,-11.602662,-11.739261,-11.85293,-11.939845,-12.019095,-12.060253
17/05/25 14:15:00,-21.179283,-20.784819,-19.991894,-19.211159,-18.45781,-17.72031,-17.002424,-16.304104,-15.621485,-14.954535,-14.310861,-13.690436,-13.089425,-12.503991,-11.930296,-11.375964,-10.844808,-10.332992,-9.8328705,-9.348258,-8.875327,-8.417892,-7.983584,-7.564755,-7.1652174,-6.7773323,-6.401095,-6.044137,-5.7064533,-5.38804,-5.0850716,-4.797545,-4.5254545,-4.268799,-4.0313897,-3.805584,-3.5913823,-3.4002337,-3.224496,-3.060348,-2.911605,-2.7858992,-2.6794076,-2.5844893,-2.4973216,-2.4293594,-2.3767781,-2.335755,-2.3139248,-2.2998278,-2.301098,-2.3253708,-2.3611844,-2.4123554,-2.4788783,-2.5531151,-2.6427011,-2.7476313,-2.8640835,-2.9882376,-3.1277282,-3.2825513,-3.4450681,-3.619094,-3.8046257,-4.0016623,-4.206382,-4.422601,-4.6541348,-4.8895264,-5.132592,-5.387149,-5.645556,-5.907812,-6.1739173,-6.4476867,-6.729119,-7.006756,-7.2844167,-7.569736,-7.851256,-8.125158,-8.39908,-8.665381,-8.927882,-9.18658,-9.43384,-9.662022,-9.8749485,-10.068798,-10.239757,-10.391644,-10.516823,-10.615297,-10.675613,-10.686321,-10.651244,-10.562751,-10.401754,-10.301861
17/05/25 14:30:00,-21.935556,-21.507198,-20.674057,-19.87615,-19.10199,-18.340082,-17.59804,-16.88346,-16.192495,-15.521291,-14.865995,-14.230391,-13.614454,-13.021969,-12.445268,-11.8881445,-11.346751,-10.813437,-10.303447,-9.812939,-9.345716,-8.890299,-8.446672,-8.026278,-7.621463,-7.23221,-6.8546867,-6.5003376,-6.1653323,-5.8420234,-5.5342155,-5.238082,-4.957435,-4.6960826,-4.4578347,-4.235046,-4.0277095,-3.835816,-3.6555407,-3.494518,-3.3489213,-3.207289,-3.0887096,-2.993176,-2.9015913,-2.8254066,-2.7722547,-2.7344933,-2.712118,-2.697486,-2.6905966,-2.6990829,-2.7305775,-2.7812567,-2.839663,-2.909611,-2.987279,-3.0803022,-3.1924949,-3.312398,-3.4438279,-3.5906012,-3.7450762,-3.9034324,-4.073306,-4.2585125,-4.4552293,-4.6596375,-4.8717337,-5.0915165,-5.318984,-5.5464954,-5.77787,-6.020742,-6.2751102,-6.5256977,-6.764866,-7.0117087,-7.270042,-7.5207705,-7.7600756,-7.9994125,-8.234962,-8.466723,-8.690876,-8.903603,-9.101082,-9.283316,-9.446485,-9.602047,-9.742361,-9.863609,-9.969612,-10.052729,-10.1206,-10.173223,-10.222052,-10.27854,-10.342686,-10.376338
17/05/25 14:45:00,-23.672668,-23.13248,-22.08714,-21.106884,-20.180279,-19.307339,-18.488085,-17.69962,-16.945776,-16.222752,-15.526735,-14.853916,-14.208121,-13.596992,-13.001433,-12.417629,-11.864679,-11.338756,-10.820765,-10.318342,-9.835299,-9.3716345,-8.927346,-8.502426,-8.093044,-7.6953816,-7.3208885,-6.965737,-6.6184645,-6.286703,-5.9780827,-5.6887765,-5.414961,-5.1566286,-4.906135,-4.6711135,-4.4591928,-4.2589116,-4.081721,-3.919975,-3.7622137,-3.6275263,-3.5044496,-3.3929796,-3.3045652,-3.2315667,-3.173978,-3.1317928,-3.0935507,-3.0707076,-3.067076,-3.0750134,-3.0983353,-3.1293998,-3.1796606,-3.2491128,-3.3262963,-3.4150271,-3.511484,-3.6194832,-3.7428393,-3.8739126,-4.0126996,-4.166836,-4.332499,-4.4982314,-4.679305,-4.871899,-5.0645566,-5.2610917,-5.461505,-5.6772504,-5.900686,-6.1203547,-6.3362575,-6.55221,-6.7796674,-7.003353,-7.21181,-7.42795,-7.647952,-7.8641787,-8.068992,-8.26621,-8.459648,-8.641672,-8.8161,-8.979111,-9.134525,-9.274704,-9.403468,-9.520814,-9.630567,-9.728902,-9.8158245,-9.898969,-9.959245,-9.9966545,-10.018836,-10.025786
17/05/25 15:00:00,-22.567099,-22.270992,-21.64811,-20.971611,-20.275896,-19.56099,-18.830738,-18.115713,-17.408293,-16.712318,-16.035442,-15.373861,-14.735226,-14.115729,-13.515385,-12.934202,-12.3721895,-11.829359,-11.301903,-10.7974615,-10.31986,-9.850015,-9.39557,-8.964161,-8.551977,-8.1590185,-7.7776523,-7.4117,-7.064981,-6.733678,-6.4177914,-6.1249604,-5.847546,-5.577911,-5.327513,-5.100167,-4.884415,-4.687895,-4.502967,-4.325811,-4.1717014,-4.0291796,-3.9058812,-3.8056192,-3.7131197,-3.632198,-3.566671,-3.5089,-3.4703372,-3.4471602,-3.4355505,-3.4393218,-3.4508362,-3.4815457,-3.5276299,-3.5814488,-3.6468194,-3.7275572,-3.8160214,-3.9122124,-4.0199456,-4.1392183,-4.2738466,-4.4161906,-4.56625,-4.7240205,-4.8895016,-5.0588727,-5.2321324,-5.4130964,-5.5941286,-5.779043,-5.9678407,-6.1643376,-6.368531,-6.5689645,-6.769457,-6.9700046,-7.1706085,-7.3636293,-7.5528865,-7.742195,-7.927738,-8.105695,-8.272247,-8.438849,-8.597867,-8.745476,-8.885496,-9.017931,-9.138956,-9.244757,-9.34297,-9.43741,-9.512807,-9.572976,-9.633194,-9.682003,-9.711764,-9.722499
17/05/25 15:15:00,-22.964605,-22.579617,-21.83737,-21.126553,-20.424168,-19.73015,-19.05207,-18.374598,-17.705328,-17.055662,-16.414103,-15.780618,-15.158993,-14.556836,-13.966478,-13.391717,-12.83635,-12.29272,-11.776082,-11.274965,-10.777901,-10.3116045,-9.864611,-9.425453,-9.005577,-8.604977,-8.223643,-7.857752,-7.511115,-7.1799088,-6.8603063,-6.5599437,-6.278818,-6.0131035,-5.7589803,-5.516445,-5.293131,-5.092855,-4.907975,-4.7384915,-4.5843987,-4.441877,-4.307105,-4.1877217,-4.09136,-4.0103793,-3.9409597,-3.8830981,-3.8367949,-3.809686,-3.801768,-3.7977645,-3.8053122,-3.8244076,-3.8588698,-3.9010592,-3.9509745,-4.020069,-4.0968866,-4.1852436,-4.285138,-4.3927503,-4.508079,-4.6349416,-4.7695165,-4.9079847,-5.0541644,-5.211873,-5.3734694,-5.538955,-5.7083282,-5.881587,-6.0587316,-6.235941,-6.4132137,-6.590552,-6.7679524,-6.9377775,-7.1114836,-7.292888,-7.4705324,-7.640599,-7.803087,-7.9656334,-8.12442,-8.271806,-8.4116125,-8.5438385,-8.672304,-8.793188,-8.902672,-9.004577,-9.098899,-9.178002,-9.245708,-9.305833,-9.354559,-9.388069,-9.410182,-9.420909
