"Date Heure, GMT+01:00",Flux conductif (W/m2) pour la profondeur 0.0020 m,Flux conductif (W/m2) pour la profondeur 0.0060 m,Flux conductif (W/m2) pour la profondeur 0.0100 m,Flux conductif (W/m2) pour la profondeur 0.0140 m,Flux conductif (W/m2) pour la profondeur 0.0180 m,Flux conductif (W/m2) pour la profondeur 0.0220 m,Flux conductif (W/m2) pour la profondeur 0.0260 m,Flux conductif (W/m2) pour la profondeur 0.0300 m,Flux conductif (W/m2) pour la profondeur 0.0340 m,Flux conductif (W/m2) pour la profondeur 0.0380 m,Flux conductif (W/m2) pour la profondeur 0.0420 m,Flux conductif (W/m2) pour la profondeur 0.0460 m,Flux conductif (W/m2) pour la profondeur 0.0500 m,Flux conductif (W/m2) pour la profondeur 0.0540 m,Flux conductif (W/m2) pour la profondeur 0.0580 m,Flux conductif (W/m2) pour la profondeur 0.0620 m,Flux conductif (W/m2) pour la profondeur 0.0660 m,Flux conductif (W/m2) pour la profondeur 0.0700 m,Flux conductif (W/m2) pour la profondeur 0.0740 m,Flux conductif (W/m2) pour la profondeur 0.0780 m,Flux conductif (W/m2) pour la profondeur 0.0820 m,Flux conductif (W/m2) pour la profondeur 0.0860 m,Flux conductif (W/m2) pour la profondeur 0.0900 m,Flux conductif (W/m2) pour la profondeur 0.0940 m,Flux conductif (W/m2) pour la profondeur 0.0980 m,Flux conductif (W/m2) pour la profondeur 0.1020 m,Flux conductif (W/m2) pour la profondeur 0.1060 m,Flux conductif (W/m2) pour la profondeur 0.1100 m,Flux conductif (W/m2) pour la profondeur 0.1140 m,Flux conductif (W/m2) pour la profondeur 0.1180 m,Flux conductif (W/m2) pour la profondeur 0.1220 m,Flux conductif (W/m2) pour la profondeur 0.1260 m,Flux conductif (W/m2) pour la profondeur 0.1300 m,Flux conductif (W/m2) pour la profondeur 0.1340 m,Flux conductif (W/m2) pour la profondeur 0.1380 m,Flux conductif (W/m2) pour la profondeur 0.1420 m,Flux conductif (W/m2) pour la profondeur 0.1460 m,Flux conductif (W/m2) pour la profondeur 0.1500 m,Flux conductif (W/m2) pour la profondeur 0.1540 m,Flux conductif (W/m2) pour la profondeur 0.1580 m,Flux conductif (W/m2) pour la profondeur 0.1620 m,Flux conductif (W/m2) pour la profondeur 0.1660 m,Flux conductif (W/m2) pour la profondeur 0.1700 m,Flux conductif (W/m2) pour la profondeur 0.1740 m,Flux conductif (W/m2) pour la profondeur 0.1780 m,Flux conductif (W/m2) pour la profondeur 0.1820 m,Flux conductif (W/m2) pour la profondeur 0.1860 m,Flux conductif (W/m2) pour la profondeur 0.1900 m,Flux conductif (W/m2) pour la profondeur 0.1940 m,Flux conductif (W/m2) pour la profondeur 0.1980 m,Flux conductif (W/m2) pour la profondeur 0.2020 m,Flux conductif (W/m2) pour la profondeur 0.2060 m,Flux conductif (W/m2) pour la profondeur 0.2100 m,Flux conductif (W/m2) pour la profondeur 0.2140 m,Flux conductif (W/m2) pour la profondeur 0.2180 m,Flux conductif (W/m2) pour la profondeur 0.2220 m,Flux conductif (W/m2) pour la profondeur 0.2260 m,Flux conductif (W/m2) pour la profondeur 0.2300 m,Flux conductif (W/m2) pour la profondeur 0.2340 m,Flux conductif (W/m2) pour la profondeur 0.2380 m,Flux conductif (W/m2) pour la profondeur 0.2420 m,Flux conductif (W/m2) pour la profondeur 0.2460 m,Flux conductif (W/m2) pour la profondeur 0.2500 m,Flux conductif (W/m2) pour la profondeur 0.2540 m,Flux conductif (W/m2) pour la profondeur 0.2580 m,Flux conductif (W/m2) pour la profondeur 0.2620 m,Flux conductif (W/m2) pour la profondeur 0.2660 m,Flux conductif (W/m2) pour la profondeur 0.2700 m,Flux conductif (W/m2) pour la profondeur 0.2740 m,Flux conductif (W/m2) pour la profondeur 0.2780 m,Flux conductif (W/m2) pour la profondeur 0.2820 m,Flux conductif (W/m2) pour la profondeur 0.2860 m,Flux conductif (W/m2) pour la profondeur 0.2900 m,Flux conductif (W/m2) pour la profondeur 0.2940 m,Flux conductif (W/m2) pour la profondeur 0.2980 m,Flux conductif (W/m2) pour la profondeur 0.3020 m,Flux conductif (W/m2) pour la profondeur 0.3060 m,Flux conductif (W/m2) pour la profondeur 0.3100 m,Flux conductif (W/m2) pour la profondeur 0.3140 m,Flux conductif (W/m2) pour la profondeur 0.3180 m,Flux conductif (W/m2) pour la profondeur 0.3220 m,Flux conductif (W/m2) pour la profondeur 0.3260 m,Flux conductif (W/m2) pour la profondeur 0.3300 m,Flux conductif (W/m2) pour la profondeur 0.3340 m,Flux conductif (W/m2) pour la profondeur 0.3380 m,Flux conductif (W/m2) pour la profondeur 0.3420 m,Flux conductif (W/m2) pour la profondeur 0.3460 m,Flux conductif (W/m2) pour la profondeur 0.3500 m,Flux conductif (W/m2) pour la profondeur 0.3540 m,Flux conductif (W/m2) pour la profondeur 0.3580 m,Flux conductif (W/m2) pour la profondeur 0.3620 m,Flux conductif (W/m2) pour la profondeur 0.3660 m,Flux conductif (W/m2) pour la profondeur 0.3700 m,Flux conductif (W/m2) pour la profondeur 0.3740 m,Flux conductif (W/m2) pour la profondeur 0.3780 m,Flux conductif (W/m2) pour la profondeur 0.3820 m,Flux conductif (W/m2) pour la profondeur 0.3860 m,Flux conductif (W/m2) pour la profondeur 0.3900 m,Flux conductif (W/m2) pour la profondeur 0.3940 m,Flux conductif (W/m2) pour la profondeur 0.3980 m
17/05/25 13:00:00,-53.70744,-52.528126,-50.201958,-47.929886,-45.70109,-43.54803,-41.459892,-39.415028,-37.42426,-35.49841,-33.626656,-31.808998,-30.045439,-28.335974,-26.680607,-25.079338,-23.542986,-22.049911,-20.600113,-19.21523,-17.895266,-16.60776,-15.37435,-14.205854,-13.069819,-11.987881,-10.970859,-9.997113,-9.066647,-8.190276,-7.3571835,-6.5781875,-5.842469,-5.1608477,-4.5333233,-3.9274375,-3.3864682,-2.8995957,-2.4451814,-2.0340447,-1.677005,-1.3632427,-1.092758,-0.8763704,-0.69244075,-0.5409694,-0.44359487,-0.4003173,-0.38949794,-0.4219561,-0.4976918,-0.61670506,-0.7681765,-0.96292543,-1.2009519,-1.482256,-1.7960182,-2.153058,-2.5533752,-2.9753315,-3.4513845,-3.970715,-4.522504,-5.095931,-5.7126365,-6.3834386,-7.075879,-7.800778,-8.568954,-9.369589,-10.2026825,-11.0682335,-11.977061,-12.918347,-13.881273,-14.887477,-15.926138,-16.986439,-18.090015,-19.226051,-20.383724,-21.584677,-22.807266,-24.051497,-25.339005,-26.65897,-28.000572,-29.363817,-30.770336,-32.198494,-33.648296,-35.13055,-36.634445,-38.170795,-39.73961,-41.33006,-42.942146,-44.575874,-46.23124,-47.064335
17/05/25 13:15:00,-36.85083,-36.85083,-36.742638,-36.482975,-36.093475,-35.541683,-34.892525,-34.156807,-33.35617,-32.50144,-31.58179,-30.618866,-29.62348,-28.606459,-27.567797,-26.529137,-25.479658,-24.419357,-23.369877,-22.352854,-21.325012,-20.31881,-19.345064,-18.382137,-17.451672,-16.542843,-15.666472,-14.81174,-13.978648,-13.188832,-12.4531145,-11.739036,-11.0682335,-10.451528,-9.845642,-9.293854,-8.785342,-8.29847,-7.876514,-7.4870157,-7.119157,-6.805394,-6.5349097,-6.296883,-6.102134,-5.950663,-5.842469,-5.7450943,-5.6909976,-5.680178,-5.7126365,-5.788372,-5.8857465,-6.026398,-6.210328,-6.426716,-6.6972003,-7.010963,-7.3355446,-7.714223,-8.12536,-8.558135,-9.012549,-9.488603,-10.007933,-10.559722,-11.143969,-11.7606735,-12.399017,-13.059,-13.729801,-14.422242,-15.136322,-15.850403,-16.5753,-17.332659,-18.100834,-18.86901,-19.637186,-20.427002,-21.227638,-21.995813,-22.75317,-23.499708,-24.224607,-24.917048,-25.57703,-26.215374,-26.799622,-27.297312,-27.740908,-28.119587,-28.411709,-28.584822,-28.628098,-28.574001,-28.357613,-27.957296,-27.394688,-27.070107
17/05/25 13:30:00,-34.210903,-33.8755,-33.247974,-32.66373,-32.068665,-31.484417,-30.91099,-30.32674,-29.720858,-29.12579,-28.541542,-27.924837,-27.308132,-26.680607,-26.042265,-25.371464,-24.679022,-24.01904,-23.348236,-22.655796,-21.974176,-21.303373,-20.632572,-19.983408,-19.355883,-18.72836,-18.100834,-17.47331,-16.856606,-16.272358,-15.70975,-15.147142,-14.616992,-14.130119,-13.6648855,-13.221291,-12.799335,-12.420656,-12.063617,-11.717396,-11.4144535,-11.133149,-10.884303,-10.678735,-10.505625,-10.354154,-10.22432,-10.148585,-10.083669,-10.06203,-10.072849,-10.105308,-10.170223,-10.256779,-10.386611,-10.538083,-10.711193,-10.916761,-11.154788,-11.392814,-11.65248,-11.944603,-12.2800045,-12.658683,-13.037362,-13.40522,-13.794719,-14.216674,-14.649449,-15.082225,-15.54746,-16.012693,-16.467108,-16.943161,-17.408394,-17.884447,-18.371319,-18.85819,-19.345064,-19.799479,-20.232254,-20.67585,-21.108625,-21.53058,-21.963356,-22.352854,-22.720713,-23.088572,-23.445612,-23.791832,-24.127234,-24.451815,-24.765577,-25.100979,-25.468838,-25.836695,-26.204556,-26.64815,-27.1783,-27.459602
17/05/25 13:45:00,-32.67455,-32.45816,-31.982107,-31.484417,-30.986725,-30.478214,-29.969704,-29.450373,-28.931042,-28.379251,-27.827463,-27.297312,-26.745525,-26.193735,-25.641949,-25.122618,-24.614107,-24.062317,-23.532167,-23.023655,-22.493505,-21.963356,-21.454844,-20.957153,-20.459461,-19.983408,-19.507355,-19.04212,-18.598526,-18.16575,-17.754614,-17.365116,-16.997257,-16.618578,-16.25072,-15.9153185,-15.590737,-15.266155,-14.963212,-14.703547,-14.465521,-14.249133,-14.065204,-13.892093,-13.729801,-13.59997,-13.502595,-13.40522,-13.340303,-13.307846,-13.275388,-13.264568,-13.286207,-13.3186655,-13.361943,-13.459317,-13.578331,-13.675705,-13.794719,-13.946189,-14.119301,-14.314049,-14.519617,-14.714367,-14.919934,-15.16878,-15.439265,-15.70975,-15.958596,-16.22908,-16.510386,-16.802507,-17.105452,-17.397573,-17.689697,-17.981821,-18.273945,-18.555248,-18.847372,-19.171953,-19.474895,-19.74538,-20.026686,-20.28635,-20.524378,-20.762403,-21.000431,-21.216818,-21.422386,-21.627954,-21.811884,-21.963356,-22.082369,-22.168924,-22.212202,-22.22302,-22.190563,-22.071548,-21.8768,-21.768606
17/05/25 14:00:00,-33.496822,-33.17224,-32.566357,-31.992928,-31.40868,-30.835255,-30.283464,-29.742495,-29.201525,-28.693014,-28.195322,-27.686811,-27.16748,-26.64815,-26.161276,-25.674404,-25.187532,-24.71148,-24.235428,-23.781012,-23.348236,-22.904642,-22.471867,-22.049911,-21.638773,-21.238457,-20.83814,-20.459461,-20.11324,-19.767021,-19.40998,-19.06376,-18.739178,-18.436235,-18.133293,-17.830349,-17.570684,-17.332659,-17.08381,-16.856606,-16.661856,-16.477926,-16.304817,-16.164164,-16.034332,-15.904499,-15.796306,-15.70975,-15.623195,-15.558278,-15.515,-15.471724,-15.450085,-15.450085,-15.450085,-15.460903,-15.493362,-15.558278,-15.634015,-15.70975,-15.796306,-15.893679,-16.012693,-16.142525,-16.272358,-16.402191,-16.532022,-16.661856,-16.813328,-16.964798,-17.105452,-17.256924,-17.430033,-17.603144,-17.776253,-17.960182,-18.133293,-18.295584,-18.457874,-18.609344,-18.749998,-18.89065,-19.04212,-19.193592,-19.323425,-19.442438,-19.550632,-19.648006,-19.734562,-19.821117,-19.875214,-19.896852,-19.929312,-19.96177,-19.983408,-20.005047,-20.026686,-20.037504,-20.048325,-20.059143
17/05/25 14:15:00,-33.778126,-33.51846,-33.00995,-32.4798,-31.94965,-31.441137,-30.921806,-30.413296,-29.915606,-29.407093,-28.909403,-28.422531,-27.924837,-27.448786,-26.983551,-26.529137,-26.08554,-25.631128,-25.209173,-24.798035,-24.376078,-23.964943,-23.564623,-23.185946,-22.818087,-22.461048,-22.125647,-21.790245,-21.454844,-21.141083,-20.82732,-20.535196,-20.253893,-19.96177,-19.691284,-19.442438,-19.193592,-18.955566,-18.749998,-18.54443,-18.33886,-18.16575,-18.014278,-17.851988,-17.711336,-17.592323,-17.46249,-17.332659,-17.235283,-17.159548,-17.08381,-17.040535,-16.986439,-16.943161,-16.92152,-16.889063,-16.878244,-16.867424,-16.867424,-16.889063,-16.92152,-16.95398,-16.964798,-16.986439,-17.029715,-17.072992,-17.137909,-17.202826,-17.256924,-17.321838,-17.397573,-17.484129,-17.549046,-17.613962,-17.689697,-17.743793,-17.797892,-17.873627,-17.938543,-18.00346,-18.057556,-18.111654,-18.154932,-18.16575,-18.176569,-18.176569,-18.18739,-18.18739,-18.16575,-18.133293,-18.100834,-18.068377,-18.00346,-17.916904,-17.81953,-17.700518,-17.559864,-17.386755,-17.192005,-17.094631
17/05/25 14:30:00,-34.9899,-34.676136,-34.08107,-33.5401,-33.00995,-32.447342,-31.895552,-31.376223,-30.856892,-30.33756,-29.850689,-29.374638,-28.898582,-28.433348,-27.957296,-27.5137,-27.091745,-26.680607,-26.26947,-25.858335,-25.468838,-25.079338,-24.700659,-24.332802,-23.986582,-23.640362,-23.29414,-22.969557,-22.666615,-22.374493,-22.082369,-21.801064,-21.53058,-21.260096,-20.98961,-20.740765,-20.524378,-20.30799,-20.069962,-19.864395,-19.680464,-19.496536,-19.334246,-19.182774,-19.020483,-18.85819,-18.717539,-18.587708,-18.468695,-18.3605,-18.263124,-18.16575,-18.079197,-18.00346,-17.927725,-17.862808,-17.808712,-17.776253,-17.722157,-17.678879,-17.65724,-17.613962,-17.603144,-17.592323,-17.570684,-17.570684,-17.570684,-17.570684,-17.570684,-17.581505,-17.592323,-17.581505,-17.581505,-17.592323,-17.592323,-17.592323,-17.603144,-17.613962,-17.613962,-17.592323,-17.581505,-17.581505,-17.570684,-17.570684,-17.559864,-17.538227,-17.527407,-17.516586,-17.505768,-17.47331,-17.419214,-17.386755,-17.375937,-17.365116,-17.354296,-17.343477,-17.321838,-17.31102,-17.31102,-17.31102
17/05/25 14:45:00,-37.80294,-37.42426,-36.68854,-35.97446,-35.271202,-34.611217,-33.983696,-33.36699,-32.771923,-32.18768,-31.60343,-31.06246,-30.53231,-30.01298,-29.526108,-29.039234,-28.584822,-28.130407,-27.686811,-27.254036,-26.82126,-26.420944,-26.053083,-25.685225,-25.306545,-24.949505,-24.592466,-24.257067,-23.932484,-23.607903,-23.30496,-23.002016,-22.709892,-22.450228,-22.201382,-21.941717,-21.703691,-21.476482,-21.249275,-21.01125,-20.784042,-20.589293,-20.405365,-20.221434,-20.048325,-19.886034,-19.74538,-19.61555,-19.474895,-19.323425,-19.182774,-19.07458,-18.966385,-18.847372,-18.739178,-18.652622,-18.566069,-18.479513,-18.414597,-18.34968,-18.273945,-18.219847,-18.16575,-18.100834,-18.046738,-18.00346,-17.960182,-17.906084,-17.851988,-17.808712,-17.754614,-17.711336,-17.689697,-17.668058,-17.635601,-17.603144,-17.559864,-17.516586,-17.49495,-17.484129,-17.47331,-17.440851,-17.408394,-17.386755,-17.375937,-17.354296,-17.3002,-17.267742,-17.246103,-17.213646,-17.192005,-17.170368,-17.137909,-17.094631,-17.040535,-16.975618,-16.910702,-16.856606,-16.791689,-16.748411
17/05/25 15:00:00,-36.569527,-36.385597,-35.97446,-35.541683,-35.108913,-34.643677,-34.178444,-33.71321,-33.237156,-32.771923,-32.31751,-31.830637,-31.365402,-30.921806,-30.467394,-30.034618,-29.601843,-29.179888,-28.76875,-28.357613,-27.968117,-27.589437,-27.1783,-26.788801,-26.453402,-26.096361,-25.7285,-25.40392,-25.090158,-24.765577,-24.451815,-24.148872,-23.845928,-23.564623,-23.29414,-23.034475,-22.76399,-22.493505,-22.25548,-22.039091,-21.811884,-21.584677,-21.379108,-21.18436,-21.000431,-20.8165,-20.632572,-20.459461,-20.29717,-20.13488,-19.983408,-19.842756,-19.702105,-19.561451,-19.43162,-19.312605,-19.21523,-19.117857,-18.998844,-18.89065,-18.804094,-18.70672,-18.620165,-18.54443,-18.457874,-18.371319,-18.284763,-18.230667,-18.18739,-18.111654,-18.03592,-17.981821,-17.916904,-17.84117,-17.787071,-17.732975,-17.668058,-17.62478,-17.581505,-17.516586,-17.46249,-17.430033,-17.397573,-17.354296,-17.3002,-17.246103,-17.202826,-17.170368,-17.137909,-17.094631,-17.040535,-16.964798,-16.899883,-16.845785,-16.791689,-16.726772,-16.672676,-16.629398,-16.564482,-16.532022
17/05/25 15:15:00,-37.80294,-37.521633,-36.969845,-36.418056,-35.877087,-35.357758,-34.849247,-34.351555,-33.886322,-33.431908,-32.945034,-32.49062,-32.057842,-31.61425,-31.192291,-30.781157,-30.37002,-29.958883,-29.558565,-29.169067,-28.77957,-28.400892,-28.033031,-27.665173,-27.297312,-26.961912,-26.64815,-26.323568,-25.988169,-25.652765,-25.349823,-25.06852,-24.765577,-24.473454,-24.192148,-23.900026,-23.651178,-23.423973,-23.175127,-22.937101,-22.731531,-22.504324,-22.277117,-22.06073,-21.844341,-21.638773,-21.444025,-21.249275,-21.043707,-20.881416,-20.729946,-20.546015,-20.383724,-20.232254,-20.080782,-19.96177,-19.831936,-19.702105,-19.572271,-19.4208,-19.280148,-19.171953,-19.06376,-18.955566,-18.847372,-18.72836,-18.641804,-18.555248,-18.468695,-18.382137,-18.295584,-18.209028,-18.133293,-18.057556,-17.971003,-17.906084,-17.84117,-17.765434,-17.700518,-17.635601,-17.559864,-17.49495,-17.440851,-17.375937,-17.31102,-17.267742,-17.202826,-17.127089,-17.062174,-16.997257,-16.943161,-16.899883,-16.845785,-16.78087,-16.726772,-16.672676,-16.60776,-16.542843,-16.477926,-16.445469
