"Date Heure, GMT+01:00",Flux d'énergie total (W/m2) pour la profondeur 0.0020 m,Flux d'énergie total (W/m2) pour la profondeur 0.0060 m,Flux d'énergie total (W/m2) pour la profondeur 0.0100 m,Flux d'énergie total (W/m2) pour la profondeur 0.0140 m,Flux d'énergie total (W/m2) pour la profondeur 0.0180 m,Flux d'énergie total (W/m2) pour la profondeur 0.0220 m,Flux d'énergie total (W/m2) pour la profondeur 0.0260 m,Flux d'énergie total (W/m2) pour la profondeur 0.0300 m,Flux d'énergie total (W/m2) pour la profondeur 0.0340 m,Flux d'énergie total (W/m2) pour la profondeur 0.0380 m,Flux d'énergie total (W/m2) pour la profondeur 0.0420 m,Flux d'énergie total (W/m2) pour la profondeur 0.0460 m,Flux d'énergie total (W/m2) pour la profondeur 0.0500 m,Flux d'énergie total (W/m2) pour la profondeur 0.0540 m,Flux d'énergie total (W/m2) pour la profondeur 0.0580 m,Flux d'énergie total (W/m2) pour la profondeur 0.0620 m,Flux d'énergie total (W/m2) pour la profondeur 0.0660 m,Flux d'énergie total (W/m2) pour la profondeur 0.0700 m,Flux d'énergie total (W/m2) pour la profondeur 0.0740 m,Flux d'énergie total (W/m2) pour la profondeur 0.0780 m,Flux d'énergie total (W/m2) pour la profondeur 0.0820 m,Flux d'énergie total (W/m2) pour la profondeur 0.0860 m,Flux d'énergie total (W/m2) pour la profondeur 0.0900 m,Flux d'énergie total (W/m2) pour la profondeur 0.0940 m,Flux d'énergie total (W/m2) pour la profondeur 0.0980 m,Flux d'énergie total (W/m2) pour la profondeur 0.1020 m,Flux d'énergie total (W/m2) pour la profondeur 0.1060 m,Flux d'énergie total (W/m2) pour la profondeur 0.1100 m,Flux d'énergie total (W/m2) pour la profondeur 0.1140 m,Flux d'énergie total (W/m2) pour la profondeur 0.1180 m,Flux d'énergie total (W/m2) pour la profondeur 0.1220 m,Flux d'énergie total (W/m2) pour la profondeur 0.1260 m,Flux d'énergie total (W/m2) pour la profondeur 0.1300 m,Flux d'énergie total (W/m2) pour la profondeur 0.1340 m,Flux d'énergie total (W/m2) pour la profondeur 0.1380 m,Flux d'énergie total (W/m2) pour la profondeur 0.1420 m,Flux d'énergie total (W/m2) pour la profondeur 0.1460 m,Flux d'énergie total (W/m2) pour la profondeur 0.1500 m,Flux d'énergie total (W/m2) pour la profondeur 0.1540 m,Flux d'énergie total (W/m2) pour la profondeur 0.1580 m,Flux d'énergie total (W/m2) pour la profondeur 0.1620 m,Flux d'énergie total (W/m2) pour la profondeur 0.1660 m,Flux d'énergie total (W/m2) pour la profondeur 0.1700 m,Flux d'énergie total (W/m2) pour la profondeur 0.1740 m,Flux d'énergie total (W/m2) pour la profondeur 0.1780 m,Flux d'énergie total (W/m2) pour la profondeur 0.1820 m,Flux d'énergie total (W/m2) pour la profondeur 0.1860 m,Flux d'énergie total (W/m2) pour la profondeur 0.1900 m,Flux d'énergie total (W/m2) pour la profondeur 0.1940 m,Flux d'énergie total (W/m2) pour la profondeur 0.1980 m,Flux d'énergie total (W/m2) pour la profondeur 0.2020 m,Flux d'énergie total (W/m2) pour la profondeur 0.2060 m,Flux d'énergie total (W/m2) pour la profondeur 0.2100 m,Flux d'énergie total (W/m2) pour la profondeur 0.2140 m,Flux d'énergie total (W/m2) pour la profondeur 0.2180 m,Flux d'énergie total (W/m2) pour la profondeur 0.2220 m,Flux d'énergie total (W/m2) pour la profondeur 0.2260 m,Flux d'énergie total (W/m2) pour la profondeur 0.2300 m,Flux d'énergie total (W/m2) pour la profondeur 0.2340 m,Flux d'énergie total (W/m2) pour la profondeur 0.2380 m,Flux d'énergie total (W/m2) pour la profondeur 0.2420 m,Flux d'énergie total (W/m2) pour la profondeur 0.2460 m,Flux d'énergie total (W/m2) pour la profondeur 0.2500 m,Flux d'énergie total (W/m2) pour la profondeur 0.2540 m,Flux d'énergie total (W/m2) pour la profondeur 0.2580 m,Flux d'énergie total (W/m2) pour la profondeur 0.2620 m,Flux d'énergie total (W/m2) pour la profondeur 0.2660 m,Flux d'énergie total (W/m2) pour la profondeur 0.2700 m,Flux d'énergie total (W/m2) pour la profondeur 0.2740 m,Flux d'énergie total (W/m2) pour la profondeur 0.2780 m,Flux d'énergie total (W/m2) pour la profondeur 0.2820 m,Flux d'énergie total (W/m2) pour la profondeur 0.2860 m,Flux d'énergie total (W/m2) pour la profondeur 0.2900 m,Flux d'énergie total (W/m2) pour la profondeur 0.2940 m,Flux d'énergie total (W/m2) pour la profondeur 0.2980 m,Flux d'énergie total (W/m2) pour la profondeur 0.3020 m,Flux d'énergie total (W/m2) pour la profondeur 0.3060 m,Flux d'énergie total (W/m2) pour la profondeur 0.3100 m,Flux d'énergie total (W/m2) pour la profondeur 0.3140 m,Flux d'énergie total (W/m2) pour la profondeur 0.3180 m,Flux d'énergie total (W/m2) pour la profondeur 0.3220 m,Flux d'énergie total (W/m2) pour la profondeur 0.3260 m,Flux d'énergie total (W/m2) pour la profondeur 0.3300 m,Flux d'énergie total (W/m2) pour la profondeur 0.3340 m,Flux d'énergie total (W/m2) pour la profondeur 0.3380 m,Flux d'énergie total (W/m2) pour la profondeur 0.3420 m,Flux d'énergie total (W/m2) pour la profondeur 0.3460 m,Flux d'énergie total (W/m2) pour la profondeur 0.3500 m,Flux d'énergie total (W/m2) pour la profondeur 0.3540 m,Flux d'énergie total (W/m2) pour la profondeur 0.3580 m,Flux d'énergie total (W/m2) pour la profondeur 0.3620 m,Flux d'énergie total (W/m2) pour la profondeur 0.3660 m,Flux d'énergie total (W/m2) pour la profondeur 0.3700 m,Flux d'énergie total (W/m2) pour la profondeur 0.3740 m,Flux d'énergie total (W/m2) pour la profondeur 0.3780 m,Flux d'énergie total (W/m2) pour la profondeur 0.3820 m,Flux d'énergie total (W/m2) pour la profondeur 0.3860 m,Flux d'énergie total (W/m2) pour la profondeur 0.3900 m,Flux d'énergie total (W/m2) pour la profondeur 0.3940 m,Flux d'énergie total (W/m2) pour la profondeur 0.3980 m
17/05/25 13:00:00,-74.52267,-73.2374,-70.80993,-68.44108,-66.11987,-63.878834,-61.706924,-59.582314,-57.5157,-55.517963,-53.578106,-51.695946,-49.871384,-48.1043,-46.394676,-44.742462,-43.158173,-41.620075,-40.128227,-38.70418,-37.347633,-36.0261,-34.76112,-33.56347,-32.400608,-31.293993,-30.254276,-29.259872,-28.310688,-27.417328,-26.568842,-25.776144,-25.02824,-24.33582,-23.69873,-23.084454,-22.536314,-22.043316,-21.58365,-21.16805,-20.807384,-20.4907,-20.217825,-19.999481,-19.814014,-19.661348,-19.563034,-19.518946,-19.507359,-19.53905,-19.613888,-19.731867,-19.881939,-20.075022,-20.310915,-20.589615,-20.900133,-21.25333,-21.648994,-22.065529,-22.535297,-23.047295,-23.590717,-24.154667,-24.760742,-25.419634,-26.098797,-26.809053,-27.561094,-28.344055,-29.157854,-30.00246,-30.888561,-31.805302,-32.741802,-33.719677,-34.727943,-35.755783,-36.824783,-37.92402,-39.042633,-40.202217,-41.381004,-42.57905,-43.81785,-45.086548,-46.374237,-47.680916,-49.02814,-50.394176,-51.77905,-53.19347,-54.626587,-56.089176,-57.581146,-59.091633,-60.620605,-62.16802,-63.733818,-64.47407
17/05/25 13:15:00,-61.607727,-61.496433,-61.25213,-60.858078,-60.336304,-59.654472,-58.87761,-58.01683,-57.094337,-56.120583,-55.084972,-54.009323,-52.904503,-51.781395,-50.639866,-49.501534,-48.355637,-47.2022,-46.06292,-44.959225,-43.847733,-42.761173,-41.70996,-40.672474,-39.67034,-38.692646,-37.750107,-36.83185,-35.937878,-35.089703,-34.297794,-33.529785,-32.807312,-32.14092,-31.487284,-30.88974,-30.337086,-29.807667,-29.344809,-28.915901,-28.509995,-28.159447,-27.853355,-27.580923,-27.352669,-27.168594,-27.028637,-26.900114,-26.815626,-26.7749,-26.778019,-26.824648,-26.893288,-27.005411,-27.160934,-27.348993,-27.591034,-27.876095,-28.171837,-28.521343,-28.90287,-29.3056,-29.729397,-30.174309,-30.661833,-31.18114,-31.732138,-32.31464,-32.917877,-33.54174,-34.175396,-34.829697,-35.504517,-36.17823,-36.861687,-37.57639,-38.3006,-39.023643,-39.745422,-40.487595,-41.239193,-41.95705,-42.662865,-43.35664,-44.027596,-44.664913,-45.268715,-45.84988,-46.37598,-46.81473,-47.198765,-47.51732,-47.74897,-47.861412,-47.844185,-47.729935,-47.453968,-46.995117,-46.375336,-45.993935
17/05/25 13:30:00,-59.43039,-59.00978,-58.29416,-57.62274,-56.941578,-56.27272,-55.615852,-54.949318,-54.262367,-53.587482,-52.924664,-52.2308,-51.538334,-50.836243,-50.124855,-49.382607,-48.62024,-47.891823,-47.154236,-46.396545,-45.651207,-44.918175,-44.18663,-43.478474,-42.793404,-42.10978,-41.427666,-40.747063,-40.07879,-39.444485,-38.83325,-38.22322,-37.647064,-37.115448,-36.606544,-36.1203,-35.656937,-35.237907,-34.841278,-34.456413,-34.11575,-33.797466,-33.512253,-33.27104,-33.062897,-32.87677,-32.712784,-32.603237,-32.504692,-32.44975,-32.427353,-32.426796,-32.45855,-32.512,-32.608547,-32.72655,-32.866013,-33.037655,-33.24136,-33.44463,-33.669147,-33.925728,-34.225037,-34.566868,-34.907955,-35.237564,-35.588116,-35.970333,-36.362534,-36.75389,-37.176933,-37.599052,-38.009445,-38.440575,-38.859985,-39.289303,-39.728485,-40.16676,-40.60405,-41.007988,-41.3895,-41.78102,-42.16085,-42.52909,-42.907303,-43.241417,-43.55329,-43.86445,-44.164158,-44.45236,-44.729156,-44.99451,-45.248543,-45.523636,-45.83053,-46.13669,-46.44223,-46.82276,-47.288864,-47.506256
17/05/25 13:45:00,-61.62787,-61.296066,-60.679283,-60.04346,-59.410393,-58.769073,-58.12996,-57.4827,-56.838108,-56.163567,-55.491615,-54.84371,-54.176765,-53.512238,-52.85,-52.222687,-51.608353,-50.95306,-50.321774,-49.71431,-49.08751,-48.46305,-47.86223,-47.27424,-46.68852,-46.126488,-45.5664,-45.019093,-44.495224,-43.98408,-43.496372,-43.03208,-42.591034,-42.140755,-41.70287,-41.299103,-40.907555,-40.517387,-40.15032,-39.82773,-39.52807,-39.2514,-39.008224,-38.776714,-38.55706,-38.37092,-38.21797,-38.065704,-37.946754,-37.860847,-37.775562,-37.712486,-37.68232,-37.663345,-37.65568,-37.702488,-37.771084,-37.818207,-37.887222,-37.98882,-38.112144,-38.25702,-38.412685,-38.557526,-38.71321,-38.91204,-39.132317,-39.352283,-39.550385,-39.770016,-40.00007,-40.240677,-40.491817,-40.73181,-40.971504,-41.210938,-41.449997,-41.67798,-41.91649,-42.187103,-42.435623,-42.65146,-42.877815,-43.082245,-43.264877,-43.44729,-43.6295,-43.78988,-43.93934,-44.088654,-44.216255,-44.31134,-44.374023,-44.40438,-44.391663,-44.346832,-44.25911,-44.085365,-43.836693,-43.67479
17/05/25 14:00:00,-63.515553,-63.08946,-62.375668,-61.696,-61.006798,-60.329994,-59.67634,-59.034668,-58.394737,-57.78872,-57.19493,-56.592003,-55.97943,-55.368446,-54.79146,-54.215797,-53.641525,-53.0794,-52.518745,-51.980972,-51.46604,-50.941917,-50.43,-49.930115,-49.442303,-48.966522,-48.49208,-48.040413,-47.622345,-47.205437,-46.778923,-46.3643,-45.97232,-45.60301,-45.23465,-44.867172,-44.54426,-44.24377,-43.93328,-43.64534,-43.390633,-43.14753,-42.915962,-42.717438,-42.530334,-42.343765,-42.17936,-42.037006,-41.89513,-41.775368,-41.677536,-41.580124,-41.504837,-41.451298,-41.397926,-41.355675,-41.335274,-41.347443,-41.3705,-41.393604,-41.42753,-41.472305,-41.53859,-41.615604,-41.692528,-41.769333,-41.846107,-41.92272,-42.02089,-42.118843,-42.205917,-42.30372,-42.422943,-42.541924,-42.66075,-42.790123,-42.90846,-43.01576,-43.12293,-43.219063,-43.30427,-43.389317,-43.485054,-43.580574,-43.654346,-43.717216,-43.76925,-43.81039,-43.84072,-43.871067,-43.868946,-43.834545,-43.81114,-43.787834,-43.75389,-43.72012,-43.686504,-43.642235,-43.59819,-43.554802
17/05/25 14:15:00,-66.262665,-65.88324,-65.238434,-64.574,-63.912193,-63.274605,-62.628242,-61.995174,-61.375328,-60.746605,-60.130714,-59.52781,-58.916443,-58.32878,-57.75401,-57.192043,-56.6426,-56.084396,-55.560547,-55.04936,-54.529316,-54.021706,-53.52659,-53.054863,-52.595634,-52.148685,-51.724846,-51.302605,-50.88182,-50.48407,-50.087772,-49.714355,-49.353012,-48.982292,-48.63446,-48.309498,-47.985443,-47.673244,-47.394676,-47.117073,-46.840378,-46.597237,-46.37664,-46.145996,-45.93789,-45.75219,-45.556442,-45.36125,-45.19935,-45.05979,-44.92073,-44.814568,-44.69816,-44.593193,-44.510044,-44.41664,-44.345375,-44.274353,-44.21451,-44.176647,-44.149906,-44.12331,-44.07531,-44.03849,-44.023476,-44.008698,-44.01579,-44.022865,-44.01928,-44.026688,-44.04501,-44.074223,-44.081863,-44.089638,-44.108322,-44.105495,-44.10282,-44.12191,-44.13021,-44.13869,-44.13639,-44.134315,-44.12145,-44.076447,-44.031666,-43.97632,-43.93208,-43.87724,-43.80111,-43.714493,-43.628273,-43.542397,-43.424454,-43.285393,-43.136024,-42.965607,-42.7742,-42.551025,-42.30703,-42.16105
17/05/25 14:30:00,-71.26564,-70.80905,-70.04736,-69.34255,-68.651054,-67.929794,-67.222015,-66.54916,-65.87903,-65.21162,-64.57936,-63.95998,-63.342915,-62.739273,-62.127182,-61.54992,-60.996284,-60.455387,-59.91683,-59.380455,-58.86747,-58.35651,-57.85853,-57.373444,-56.91179,-56.45178,-55.99368,-55.558914,-55.14763,-54.748844,-54.351524,-53.96663,-53.59429,-53.223328,-52.85375,-52.507385,-52.194977,-51.883728,-51.552128,-51.25441,-50.979527,-50.705788,-50.45488,-50.21599,-49.967262,-49.719723,-49.494934,-49.281868,-49.080597,-48.8911,-48.713326,-48.53637,-48.371185,-48.21757,-48.064705,-47.923332,-47.793583,-47.686207,-47.557854,-47.441055,-47.34635,-47.230736,-47.14826,-47.06614,-46.97381,-46.903667,-46.83403,-46.76493,-46.696274,-46.63891,-46.582,-46.50392,-46.43722,-46.381798,-46.31601,-46.25071,-46.196648,-46.142967,-46.07901,-45.99383,-45.92003,-45.857452,-45.784576,-45.722954,-45.650925,-45.56861,-45.497627,-45.42705,-45.356983,-45.265713,-45.153393,-45.06326,-44.995277,-44.92769,-44.860573,-44.79387,-44.716812,-44.651054,-44.596504,-44.542572
17/05/25 14:45:00,-76.0616,-75.53577,-74.6405,-73.76971,-72.91228,-72.1013,-71.32532,-70.562515,-69.82421,-69.098785,-68.375404,-67.698074,-67.03403,-66.38276,-65.76604,-65.15132,-64.57086,-63.992462,-63.426804,-62.873802,-62.32264,-61.80562,-61.3228,-60.84172,-60.351284,-59.88414,-59.418724,-58.976456,-58.546288,-58.11769,-57.712357,-57.308235,-56.916267,-56.55809,-56.211987,-55.856384,-55.523453,-55.20238,-54.882614,-54.55319,-54.235607,-53.95157,-53.67956,-53.408348,-53.149033,-52.90146,-52.676376,-52.46289,-52.23942,-52.005848,-51.78414,-51.59572,-51.40792,-51.20986,-51.023514,-50.859615,-50.696327,-50.533516,-50.39308,-50.253304,-50.103245,-49.97528,-49.847775,-49.710106,-49.583904,-49.469,-49.35458,-49.229843,-49.10569,-48.992798,-48.869583,-48.757828,-48.66804,-48.578613,-48.47889,-48.379593,-48.269863,-48.16079,-48.073776,-47.997986,-47.92251,-47.825832,-47.72962,-47.644638,-47.570908,-47.486683,-47.37049,-47.276497,-47.19365,-47.100464,-47.0185,-46.936928,-46.844933,-46.74259,-46.629883,-46.506905,-46.384483,-46.273415,-46.15198,-46.052814
17/05/25 15:00:00,-75.40794,-75.0894,-74.53912,-73.96872,-73.4003,-72.80108,-72.20331,-71.607216,-71.002045,-70.40973,-69.83005,-69.21956,-68.63275,-68.06909,-67.49619,-66.94681,-66.398994,-65.863434,-65.340195,-64.81859,-64.32041,-63.83468,-63.31762,-62.8239,-62.385834,-61.927162,-61.459084,-61.035545,-60.624344,-60.203514,-59.794678,-59.397896,-59.00222,-58.629486,-58.268658,-57.91974,-57.560867,-57.203094,-56.878845,-56.57731,-56.26574,-55.95524,-55.66709,-55.390686,-55.1258,-54.861687,-54.598354,-54.346607,-54.10637,-53.866905,-53.63894,-53.422417,-53.206573,-52.99128,-52.787346,-52.59498,-52.424713,-52.254898,-52.06405,-51.884552,-51.72721,-51.55957,-51.403076,-51.257786,-51.102184,-50.946903,-50.792133,-50.670334,-50.55951,-50.416595,-50.27413,-50.15367,-50.022682,-49.881348,-49.76202,-49.643013,-49.513557,-49.406067,-49.29879,-49.170235,-49.052895,-48.957474,-48.862297,-48.7566,-48.640354,-48.524445,-48.419674,-48.326035,-48.232574,-48.128567,-48.01405,-47.878265,-47.75373,-47.640312,-47.527245,-47.40365,-47.291306,-47.189987,-47.067383,-46.977654
17/05/25 15:15:00,-79.77156,-79.32529,-78.58978,-77.85751,-77.138916,-76.44493,-75.7643,-75.097336,-74.466,-73.84779,-73.199585,-72.58652,-71.99744,-71.39989,-70.826675,-70.26675,-69.70869,-69.15292,-68.610565,-68.080795,-67.55308,-67.03851,-66.536865,-66.03717,-65.539406,-65.07618,-64.63643,-64.187614,-63.7296,-63.27356,-62.851715,-62.453094,-62.034546,-61.62841,-61.234573,-60.831833,-60.473648,-60.13849,-59.783203,-59.439934,-59.130554,-58.80082,-58.472458,-58.15613,-57.84109,-57.538002,-57.24701,-56.957195,-56.657623,-56.402386,-56.15911,-55.884544,-55.632656,-55.392456,-55.153275,-54.947353,-54.731457,-54.516495,-54.302315,-54.067486,-53.844345,-53.65444,-53.465286,-53.276978,-53.089355,-52.891747,-52.727352,-52.563526,-52.40042,-52.23787,-52.076134,-51.914993,-51.765312,-51.61614,-51.456856,-51.319763,-51.183212,-51.036427,-50.901047,-50.766193,-50.62114,-50.487446,-50.365135,-50.232437,-50.10036,-49.99036,-49.85919,-49.717804,-49.587784,-49.458286,-49.34013,-49.23323,-49.115944,-48.98835,-48.872074,-48.756256,-48.63012,-48.504498,-48.379395,-48.287308
