"Date Heure, GMT+01:00",Température 1 (K),Température 2 (K),Température 3 (K),Température 4 (K)
2016-06-28 11:30:00,287.224,287.2,287.2,287.056
2016-06-28 11:45:00,287.224,287.2,287.2,287.056
2016-06-28 12:00:00,287.248,287.2,287.176,287.032
2016-06-28 12:15:00,287.248,287.2,287.176,287.032
2016-06-28 12:30:00,287.272,287.2,287.176,287.032
2016-06-28 12:45:00,287.272,287.2,287.176,287.032
2016-06-28 13:00:00,287.296,287.2,287.176,287.032
2016-06-28 13:15:00,287.32,287.2,287.152,287.032
2016-06-28 13:30:00,287.344,287.2,287.176,287.032
2016-06-28 13:45:00,287.368,287.2,287.176,287.032
2016-06-28 14:00:00,287.392,287.2,287.152,287.032
2016-06-28 14:15:00,287.416,287.2,287.176,287.008
2016-06-28 14:30:00,287.44,287.224,287.176,287.008
2016-06-28 14:45:00,287.464,287.224,287.176,287.008
2016-06-28 15:00:00,287.51099999999997,287.224,287.152,287.032
2016-06-28 15:15:00,287.53499999999997,287.248,287.152,287.008
2016-06-28 15:30:00,287.55899999999997,287.248,287.152,287.008
2016-06-28 15:45:00,287.58299999999997,287.272,287.176,287.008
2016-06-28 16:00:00,287.60699999999997,287.272,287.176,287.008
2016-06-28 16:15:00,287.655,287.296,287.176,287.008
2016-06-28 16:30:00,287.679,287.296,287.176,287.008
2016-06-28 16:45:00,287.703,287.32,287.176,287.008
2016-06-28 17:00:00,287.751,287.32,287.176,287.008
2016-06-28 17:15:00,287.775,287.344,287.2,287.008
2016-06-28 17:30:00,287.799,287.344,287.2,287.008
2016-06-28 17:45:00,287.847,287.368,287.2,287.008
2016-06-28 18:00:00,287.871,287.368,287.2,287.008
2016-06-28 18:15:00,287.895,287.392,287.224,287.008
2016-06-28 18:30:00,287.94199999999995,287.416,287.224,287.008
2016-06-28 18:45:00,287.96599999999995,287.44,287.224,287.008
2016-06-28 19:00:00,288.01399999999995,287.464,287.224,287.008
2016-06-28 19:15:00,288.03799999999995,287.464,287.248,287.032
2016-06-28 19:30:00,288.06199999999995,287.48699999999997,287.248,287.032
2016-06-28 19:45:00,288.08599999999996,287.51099999999997,287.248,287.032
2016-06-28 20:00:00,288.10999999999996,287.51099999999997,287.272,287.032
2016-06-28 20:15:00,288.13399999999996,287.53499999999997,287.272,287.032
2016-06-28 20:30:00,288.15799999999996,287.55899999999997,287.296,287.032
2016-06-28 20:45:00,288.15799999999996,287.58299999999997,287.296,287.032
2016-06-28 21:00:00,288.181,287.60699999999997,287.296,287.056
2016-06-28 21:15:00,288.181,287.60699999999997,287.32,287.056
2016-06-28 21:30:00,288.205,287.631,287.32,287.056
2016-06-28 21:45:00,288.205,287.631,287.344,287.056
2016-06-28 22:00:00,288.205,287.655,287.344,287.056
2016-06-28 22:15:00,288.205,287.655,287.368,287.056
2016-06-28 22:30:00,288.205,287.679,287.368,287.08
2016-06-28 22:45:00,288.181,287.679,287.368,287.08
2016-06-28 23:00:00,288.181,287.703,287.392,287.08
2016-06-28 23:15:00,288.181,287.703,287.392,287.08
2016-06-28 23:30:00,288.15799999999996,287.703,287.392,287.104
2016-06-28 23:45:00,288.15799999999996,287.703,287.416,287.104
2016-06-29 00:00:00,288.13399999999996,287.727,287.416,287.104
2016-06-29 00:15:00,288.13399999999996,287.727,287.44,287.104
2016-06-29 00:30:00,288.10999999999996,287.727,287.44,287.128
2016-06-29 00:45:00,288.08599999999996,287.727,287.44,287.128
2016-06-29 01:00:00,288.08599999999996,287.727,287.44,287.128
2016-06-29 01:15:00,288.06199999999995,287.727,287.464,287.128
2016-06-29 01:30:00,288.03799999999995,287.727,287.464,287.152
2016-06-29 01:45:00,288.01399999999995,287.727,287.464,287.152
2016-06-29 02:00:00,288.01399999999995,287.727,287.464,287.152
2016-06-29 02:15:00,287.98999999999995,287.727,287.464,287.152
2016-06-29 02:30:00,287.96599999999995,287.727,287.464,287.152
2016-06-29 02:45:00,287.94199999999995,287.703,287.464,287.152
2016-06-29 03:00:00,287.918,287.703,287.48699999999997,287.152
2016-06-29 03:15:00,287.895,287.703,287.48699999999997,287.152
2016-06-29 03:30:00,287.871,287.703,287.48699999999997,287.176
2016-06-29 03:45:00,287.871,287.703,287.48699999999997,287.176
2016-06-29 04:00:00,287.823,287.679,287.48699999999997,287.176
2016-06-29 04:15:00,287.799,287.679,287.48699999999997,287.176
2016-06-29 04:30:00,287.775,287.679,287.48699999999997,287.176
2016-06-29 04:45:00,287.751,287.655,287.464,287.176
2016-06-29 05:00:00,287.727,287.655,287.48699999999997,287.176
2016-06-29 05:15:00,287.703,287.631,287.48699999999997,287.176
2016-06-29 05:30:00,287.655,287.631,287.464,287.176
2016-06-29 05:45:00,287.631,287.631,287.464,287.176
2016-06-29 06:00:00,287.60699999999997,287.60699999999997,287.464,287.2
2016-06-29 06:15:00,287.55899999999997,287.60699999999997,287.464,287.176
2016-06-29 06:30:00,287.53499999999997,287.58299999999997,287.464,287.2
2016-06-29 06:45:00,287.51099999999997,287.58299999999997,287.44,287.2
2016-06-29 07:00:00,287.48699999999997,287.55899999999997,287.464,287.2
2016-06-29 07:15:00,287.464,287.53499999999997,287.44,287.2
2016-06-29 07:30:00,287.416,287.53499999999997,287.44,287.176
2016-06-29 07:45:00,287.392,287.51099999999997,287.416,287.176
2016-06-29 08:00:00,287.392,287.51099999999997,287.416,287.2
2016-06-29 08:15:00,287.344,287.48699999999997,287.416,287.176
2016-06-29 08:30:00,287.344,287.464,287.416,287.176
2016-06-29 08:45:00,287.32,287.464,287.392,287.176
2016-06-29 09:00:00,287.296,287.44,287.392,287.176
2016-06-29 09:15:00,287.296,287.416,287.392,287.176
2016-06-29 09:30:00,287.272,287.416,287.368,287.176
2016-06-29 09:45:00,287.272,287.392,287.368,287.176
2016-06-29 10:00:00,287.248,287.392,287.368,287.176
2016-06-29 10:15:00,287.248,287.368,287.368,287.176
2016-06-29 10:30:00,287.248,287.368,287.344,287.152
2016-06-29 10:45:00,287.248,287.344,287.344,287.152
2016-06-29 11:00:00,287.248,287.32,287.32,287.152
2016-06-29 11:15:00,287.248,287.32,287.32,287.152
2016-06-29 11:30:00,287.248,287.32,287.32,287.152
2016-06-29 11:45:00,287.248,287.296,287.296,287.152
2016-06-29 12:00:00,287.272,287.296,287.296,287.128
2016-06-29 12:15:00,287.272,287.296,287.296,287.128
2016-06-29 12:30:00,287.296,287.296,287.296,287.128
2016-06-29 12:45:00,287.296,287.296,287.272,287.128
2016-06-29 13:00:00,287.32,287.296,287.272,287.128
2016-06-29 13:15:00,287.368,287.272,287.272,287.128
2016-06-29 13:30:00,287.392,287.272,287.272,287.104
2016-06-29 13:45:00,287.416,287.296,287.248,287.104
2016-06-29 14:00:00,287.44,287.296,287.248,287.104
2016-06-29 14:15:00,287.48699999999997,287.296,287.248,287.104
2016-06-29 14:30:00,287.51099999999997,287.296,287.248,287.104
2016-06-29 14:45:00,287.55899999999997,287.296,287.248,287.104
2016-06-29 15:00:00,287.58299999999997,287.32,287.248,287.104
2016-06-29 15:15:00,287.655,287.32,287.248,287.104
2016-06-29 15:30:00,287.679,287.344,287.248,287.104
2016-06-29 15:45:00,287.727,287.344,287.248,287.104
2016-06-29 16:00:00,287.775,287.368,287.248,287.08
2016-06-29 16:15:00,287.823,287.392,287.248,287.08
2016-06-29 16:30:00,287.871,287.392,287.272,287.08
2016-06-29 16:45:00,287.918,287.416,287.272,287.08
2016-06-29 17:00:00,287.96599999999995,287.44,287.272,287.08
2016-06-29 17:15:00,287.98999999999995,287.464,287.296,287.08
2016-06-29 17:30:00,288.03799999999995,287.48699999999997,287.296,287.08
2016-06-29 17:45:00,288.08599999999996,287.51099999999997,287.296,287.08
2016-06-29 18:00:00,288.13399999999996,287.53499999999997,287.296,287.08
2016-06-29 18:15:00,288.15799999999996,287.53499999999997,287.296,287.08
2016-06-29 18:30:00,288.205,287.55899999999997,287.32,287.08
2016-06-29 18:45:00,288.253,287.58299999999997,287.344,287.104
2016-06-29 19:00:00,288.301,287.60699999999997,287.344,287.104
2016-06-29 19:15:00,288.325,287.631,287.344,287.104
2016-06-29 19:30:00,288.349,287.655,287.368,287.104
2016-06-29 19:45:00,288.373,287.679,287.368,287.104
2016-06-29 20:00:00,288.397,287.703,287.392,287.104
2016-06-29 20:15:00,288.397,287.727,287.392,287.128
2016-06-29 20:30:00,288.41999999999996,287.751,287.416,287.128
2016-06-29 20:45:00,288.44399999999996,287.775,287.416,287.128
2016-06-29 21:00:00,288.44399999999996,287.775,287.44,287.128
2016-06-29 21:15:00,288.46799999999996,287.799,287.464,287.128
2016-06-29 21:30:00,288.46799999999996,287.823,287.464,287.152
2016-06-29 21:45:00,288.49199999999996,287.823,287.48699999999997,287.152
2016-06-29 22:00:00,288.49199999999996,287.847,287.48699999999997,287.152
2016-06-29 22:15:00,288.49199999999996,287.871,287.48699999999997,287.152
2016-06-29 22:30:00,288.49199999999996,287.871,287.51099999999997,287.176
2016-06-29 22:45:00,288.49199999999996,287.895,287.53499999999997,287.176
2016-06-29 23:00:00,288.49199999999996,287.895,287.53499999999997,287.176
2016-06-29 23:15:00,288.49199999999996,287.918,287.53499999999997,287.2
2016-06-29 23:30:00,288.46799999999996,287.918,287.55899999999997,287.2
2016-06-29 23:45:00,288.46799999999996,287.918,287.55899999999997,287.2
2016-06-30 00:00:00,288.44399999999996,287.918,287.58299999999997,287.2
2016-06-30 00:15:00,288.44399999999996,287.94199999999995,287.58299999999997,287.224
2016-06-30 00:30:00,288.41999999999996,287.94199999999995,287.58299999999997,287.224
2016-06-30 00:45:00,288.397,287.94199999999995,287.60699999999997,287.224
2016-06-30 01:00:00,288.397,287.94199999999995,287.60699999999997,287.224
2016-06-30 01:15:00,288.373,287.94199999999995,287.60699999999997,287.248
2016-06-30 01:30:00,288.349,287.94199999999995,287.60699999999997,287.248
2016-06-30 01:45:00,288.325,287.94199999999995,287.60699999999997,287.248
2016-06-30 02:00:00,288.301,287.94199999999995,287.631,287.248
2016-06-30 02:15:00,288.277,287.94199999999995,287.631,287.272
2016-06-30 02:30:00,288.253,287.94199999999995,287.631,287.272
2016-06-30 02:45:00,288.229,287.94199999999995,287.631,287.272
2016-06-30 03:00:00,288.205,287.94199999999995,287.655,287.272
2016-06-30 03:15:00,288.181,287.94199999999995,287.631,287.272
2016-06-30 03:30:00,288.15799999999996,287.918,287.655,287.296
2016-06-30 03:45:00,288.13399999999996,287.918,287.655,287.296
2016-06-30 04:00:00,288.08599999999996,287.918,287.655,287.296
2016-06-30 04:15:00,288.06199999999995,287.895,287.655,287.296
2016-06-30 04:30:00,288.03799999999995,287.895,287.655,287.296
2016-06-30 04:45:00,288.01399999999995,287.871,287.655,287.296
2016-06-30 05:00:00,287.98999999999995,287.871,287.655,287.296
2016-06-30 05:15:00,287.96599999999995,287.847,287.631,287.296
2016-06-30 05:30:00,287.94199999999995,287.847,287.631,287.32
2016-06-30 05:45:00,287.895,287.823,287.631,287.32
2016-06-30 06:00:00,287.871,287.823,287.631,287.32
2016-06-30 06:15:00,287.847,287.823,287.631,287.32
2016-06-30 06:30:00,287.823,287.799,287.631,287.32
2016-06-30 06:45:00,287.823,287.775,287.631,287.32
2016-06-30 07:00:00,287.775,287.775,287.60699999999997,287.32
2016-06-30 07:15:00,287.751,287.751,287.60699999999997,287.32
2016-06-30 07:30:00,287.751,287.751,287.60699999999997,287.32
2016-06-30 07:45:00,287.727,287.727,287.60699999999997,287.32
2016-06-30 08:00:00,287.703,287.703,287.58299999999997,287.32
2016-06-30 08:15:00,287.679,287.703,287.58299999999997,287.32
2016-06-30 08:30:00,287.655,287.703,287.58299999999997,287.32
2016-06-30 08:45:00,287.631,287.679,287.58299999999997,287.32
2016-06-30 09:00:00,287.631,287.655,287.58299999999997,287.296
2016-06-30 09:15:00,287.631,287.655,287.55899999999997,287.32
2016-06-30 09:30:00,287.60699999999997,287.631,287.55899999999997,287.296
2016-06-30 09:45:00,287.58299999999997,287.631,287.55899999999997,287.32
2016-06-30 10:00:00,287.58299999999997,287.631,287.53499999999997,287.296
2016-06-30 10:15:00,287.58299999999997,287.60699999999997,287.53499999999997,287.296
2016-06-30 10:30:00,287.58299999999997,287.60699999999997,287.53499999999997,287.296
2016-06-30 10:45:00,287.55899999999997,287.58299999999997,287.51099999999997,287.296
2016-06-30 11:00:00,287.55899999999997,287.58299999999997,287.51099999999997,287.296
2016-06-30 11:15:00,287.55899999999997,287.55899999999997,287.51099999999997,287.296
2016-06-30 11:30:00,287.55899999999997,287.55899999999997,287.51099999999997,287.272
2016-06-30 11:45:00,287.55899999999997,287.55899999999997,287.48699999999997,287.296
2016-06-30 12:00:00,287.55899999999997,287.55899999999997,287.48699999999997,287.272
2016-06-30 12:15:00,287.55899999999997,287.53499999999997,287.48699999999997,287.272
2016-06-30 12:30:00,287.55899999999997,287.53499999999997,287.48699999999997,287.272
2016-06-30 12:45:00,287.55899999999997,287.51099999999997,287.48699999999997,287.272
2016-06-30 13:00:00,287.55899999999997,287.53499999999997,287.464,287.272
2016-06-30 13:15:00,287.58299999999997,287.51099999999997,287.464,287.272
2016-06-30 13:30:00,287.58299999999997,287.51099999999997,287.464,287.272
2016-06-30 13:45:00,287.58299999999997,287.51099999999997,287.464,287.248
2016-06-30 14:00:00,287.60699999999997,287.51099999999997,287.464,287.248
2016-06-30 14:15:00,287.60699999999997,287.51099999999997,287.44,287.248
2016-06-30 14:30:00,287.60699999999997,287.51099999999997,287.44,287.248
2016-06-30 14:45:00,287.631,287.51099999999997,287.44,287.248
2016-06-30 15:00:00,287.655,287.51099999999997,287.44,287.248
2016-06-30 15:15:00,287.655,287.51099999999997,287.44,287.248
2016-06-30 15:30:00,287.679,287.51099999999997,287.44,287.248
2016-06-30 15:45:00,287.703,287.51099999999997,287.44,287.248
2016-06-30 16:00:00,287.727,287.51099999999997,287.44,287.248
2016-06-30 16:15:00,287.751,287.51099999999997,287.44,287.224
2016-06-30 16:30:00,287.775,287.53499999999997,287.44,287.224
2016-06-30 16:45:00,287.823,287.53499999999997,287.44,287.224
2016-06-30 17:00:00,287.847,287.53499999999997,287.44,287.224
2016-06-30 17:15:00,287.871,287.55899999999997,287.416,287.224
2016-06-30 17:30:00,287.918,287.55899999999997,287.416,287.224
2016-06-30 17:45:00,287.94199999999995,287.58299999999997,287.44,287.224
2016-06-30 18:00:00,287.96599999999995,287.58299999999997,287.44,287.224
2016-06-30 18:15:00,287.98999999999995,287.60699999999997,287.44,287.224
2016-06-30 18:30:00,288.03799999999995,287.60699999999997,287.44,287.224
2016-06-30 18:45:00,288.06199999999995,287.631,287.44,287.224
2016-06-30 19:00:00,288.08599999999996,287.631,287.44,287.224
2016-06-30 19:15:00,288.10999999999996,287.655,287.464,287.224
2016-06-30 19:30:00,288.15799999999996,287.655,287.464,287.224
2016-06-30 19:45:00,288.181,287.679,287.464,287.224
2016-06-30 20:00:00,288.205,287.703,287.464,287.224
2016-06-30 20:15:00,288.229,287.703,287.48699999999997,287.224
2016-06-30 20:30:00,288.253,287.727,287.48699999999997,287.224
2016-06-30 20:45:00,288.277,287.727,287.48699999999997,287.224
2016-06-30 21:00:00,288.301,287.751,287.51099999999997,287.224
2016-06-30 21:15:00,288.301,287.775,287.51099999999997,287.248
2016-06-30 21:30:00,288.325,287.799,287.51099999999997,287.248
2016-06-30 21:45:00,288.325,287.799,287.53499999999997,287.248
2016-06-30 22:00:00,288.349,287.823,287.53499999999997,287.248
2016-06-30 22:15:00,288.349,287.823,287.53499999999997,287.248
2016-06-30 22:30:00,288.349,287.847,287.53499999999997,287.248
2016-06-30 22:45:00,288.349,287.847,287.55899999999997,287.248
2016-06-30 23:00:00,288.349,287.871,287.55899999999997,287.248
2016-06-30 23:15:00,288.349,287.871,287.58299999999997,287.272
2016-06-30 23:30:00,288.349,287.871,287.58299999999997,287.272
2016-06-30 23:45:00,288.349,287.895,287.58299999999997,287.272
2016-07-01 00:00:00,288.349,287.895,287.58299999999997,287.272
2016-07-01 00:15:00,288.325,287.895,287.60699999999997,287.272
2016-07-01 00:30:00,288.325,287.895,287.60699999999997,287.272
2016-07-01 00:45:00,288.325,287.918,287.60699999999997,287.296
2016-07-01 01:00:00,288.301,287.918,287.631,287.296
2016-07-01 01:15:00,288.301,287.918,287.631,287.296
2016-07-01 01:30:00,288.301,287.918,287.631,287.296
2016-07-01 01:45:00,288.277,287.918,287.631,287.296
2016-07-01 02:00:00,288.253,287.918,287.631,287.296
2016-07-01 02:15:00,288.253,287.918,287.655,287.32
2016-07-01 02:30:00,288.229,287.918,287.655,287.32
2016-07-01 02:45:00,288.205,287.918,287.655,287.32
2016-07-01 03:00:00,288.181,287.918,287.655,287.32
2016-07-01 03:15:00,288.15799999999996,287.918,287.655,287.32
2016-07-01 03:30:00,288.15799999999996,287.918,287.655,287.32
2016-07-01 03:45:00,288.13399999999996,287.895,287.655,287.344
2016-07-01 04:00:00,288.10999999999996,287.895,287.655,287.344
2016-07-01 04:15:00,288.08599999999996,287.895,287.655,287.344
2016-07-01 04:30:00,288.06199999999995,287.871,287.655,287.344
2016-07-01 04:45:00,288.03799999999995,287.871,287.655,287.344
2016-07-01 05:00:00,288.01399999999995,287.871,287.655,287.344
2016-07-01 05:15:00,287.98999999999995,287.871,287.655,287.344
2016-07-01 05:30:00,287.98999999999995,287.847,287.655,287.344
2016-07-01 05:45:00,287.96599999999995,287.847,287.655,287.344
2016-07-01 06:00:00,287.94199999999995,287.823,287.655,287.344
2016-07-01 06:15:00,287.918,287.823,287.655,287.344
2016-07-01 06:30:00,287.895,287.823,287.655,287.344
2016-07-01 06:45:00,287.871,287.799,287.655,287.344
2016-07-01 07:00:00,287.871,287.799,287.631,287.344
2016-07-01 07:15:00,287.847,287.799,287.631,287.344
2016-07-01 07:30:00,287.823,287.775,287.631,287.344
2016-07-01 07:45:00,287.799,287.775,287.631,287.344
2016-07-01 08:00:00,287.799,287.751,287.631,287.344
2016-07-01 08:15:00,287.775,287.751,287.631,287.344
2016-07-01 08:30:00,287.751,287.751,287.60699999999997,287.368
2016-07-01 08:45:00,287.727,287.727,287.60699999999997,287.344
2016-07-01 09:00:00,287.727,287.727,287.60699999999997,287.344
2016-07-01 09:15:00,287.703,287.703,287.60699999999997,287.344
2016-07-01 09:30:00,287.703,287.703,287.60699999999997,287.344
2016-07-01 09:45:00,287.703,287.679,287.58299999999997,287.344
2016-07-01 10:00:00,287.679,287.679,287.58299999999997,287.344
2016-07-01 10:15:00,287.679,287.679,287.58299999999997,287.344
2016-07-01 10:30:00,287.679,287.655,287.58299999999997,287.344
2016-07-01 10:45:00,287.679,287.655,287.58299999999997,287.344
2016-07-01 11:00:00,287.679,287.631,287.55899999999997,287.344
2016-07-01 11:15:00,287.679,287.631,287.55899999999997,287.344
2016-07-01 11:30:00,287.679,287.631,287.55899999999997,287.344
2016-07-01 11:45:00,287.679,287.631,287.55899999999997,287.32
2016-07-01 12:00:00,287.679,287.631,287.53499999999997,287.32
2016-07-01 12:15:00,287.679,287.60699999999997,287.53499999999997,287.32
2016-07-01 12:30:00,287.679,287.60699999999997,287.53499999999997,287.32
2016-07-01 12:45:00,287.679,287.60699999999997,287.53499999999997,287.32
2016-07-01 13:00:00,287.679,287.60699999999997,287.53499999999997,287.32
2016-07-01 13:15:00,287.679,287.60699999999997,287.53499999999997,287.32
2016-07-01 13:30:00,287.679,287.60699999999997,287.51099999999997,287.32
2016-07-01 13:45:00,287.703,287.58299999999997,287.51099999999997,287.32
2016-07-01 14:00:00,287.703,287.58299999999997,287.51099999999997,287.296
2016-07-01 14:15:00,287.727,287.58299999999997,287.51099999999997,287.296
2016-07-01 14:30:00,287.727,287.58299999999997,287.51099999999997,287.296
2016-07-01 14:45:00,287.751,287.58299999999997,287.51099999999997,287.296
2016-07-01 15:00:00,287.751,287.58299999999997,287.48699999999997,287.296
2016-07-01 15:15:00,287.775,287.58299999999997,287.51099999999997,287.296
2016-07-01 15:30:00,287.799,287.58299999999997,287.48699999999997,287.296
2016-07-01 15:45:00,287.823,287.60699999999997,287.51099999999997,287.296
2016-07-01 16:00:00,287.823,287.60699999999997,287.48699999999997,287.296
2016-07-01 16:15:00,287.847,287.60699999999997,287.48699999999997,287.296
2016-07-01 16:30:00,287.871,287.60699999999997,287.48699999999997,287.296
2016-07-01 16:45:00,287.871,287.60699999999997,287.48699999999997,287.272
2016-07-01 17:00:00,287.871,287.631,287.48699999999997,287.296
2016-07-01 17:15:00,287.895,287.631,287.48699999999997,287.272
2016-07-01 17:30:00,287.895,287.631,287.51099999999997,287.296
2016-07-01 17:45:00,287.918,287.655,287.51099999999997,287.272
2016-07-01 18:00:00,287.918,287.655,287.51099999999997,287.272
2016-07-01 18:15:00,287.94199999999995,287.655,287.51099999999997,287.296
2016-07-01 18:30:00,287.94199999999995,287.655,287.51099999999997,287.296
2016-07-01 18:45:00,287.96599999999995,287.655,287.51099999999997,287.272
2016-07-01 19:00:00,287.98999999999995,287.679,287.51099999999997,287.272
2016-07-01 19:15:00,287.98999999999995,287.679,287.51099999999997,287.272
2016-07-01 19:30:00,288.01399999999995,287.679,287.51099999999997,287.272
2016-07-01 19:45:00,288.03799999999995,287.703,287.51099999999997,287.272
2016-07-01 20:00:00,288.03799999999995,287.703,287.53499999999997,287.272
2016-07-01 20:15:00,288.06199999999995,287.703,287.51099999999997,287.272
2016-07-01 20:30:00,288.06199999999995,287.727,287.53499999999997,287.272
2016-07-01 20:45:00,288.06199999999995,287.727,287.53499999999997,287.272
2016-07-01 21:00:00,288.08599999999996,287.727,287.53499999999997,287.296
2016-07-01 21:15:00,288.08599999999996,287.727,287.53499999999997,287.296
2016-07-01 21:30:00,288.08599999999996,287.751,287.55899999999997,287.296
2016-07-01 21:45:00,288.08599999999996,287.751,287.55899999999997,287.296
2016-07-01 22:00:00,288.08599999999996,287.751,287.55899999999997,287.296
2016-07-01 22:15:00,288.08599999999996,287.775,287.55899999999997,287.296
2016-07-01 22:30:00,288.08599999999996,287.775,287.55899999999997,287.296
2016-07-01 22:45:00,288.08599999999996,287.775,287.55899999999997,287.296
2016-07-01 23:00:00,288.08599999999996,287.775,287.58299999999997,287.296
