"Date Heure, GMT+01:00",Pression différentielle (m),Température (K)
2016-06-27 12:00:00,-0.020847860676446804,291.49199999999996
2016-06-27 12:15:00,0.11249929196339141,287.048
2016-06-27 12:30:00,0.016577636162858712,287.065
2016-06-27 12:45:00,-0.00987347922557,287.089
2016-06-27 13:00:00,-0.00918884645759465,287.11699999999996
2016-06-27 13:15:00,-0.0069006116260226435,287.135
2016-06-27 13:30:00,-0.005825008632508127,287.171
2016-06-27 13:45:00,-0.005106760706874087,287.212
2016-06-27 14:00:00,-0.004629055142068795,287.245
2016-06-27 14:15:00,-0.005161085678925488,287.287
2016-06-27 14:30:00,-0.005148121532039356,287.327
2016-06-27 14:45:00,-0.005168772542812066,287.354
2016-06-27 15:00:00,-0.004621030499249628,287.409
2016-06-27 15:15:00,-0.0043829975487093935,287.462
2016-06-27 15:30:00,-0.004501094362715759,287.52799999999996
2016-06-27 15:45:00,-0.004642589547314599,287.56399999999996
2016-06-27 16:00:00,-0.004231955664805652,287.63899999999995
2016-06-27 16:15:00,-0.004562098331960138,287.671
2016-06-27 16:30:00,-0.004664939025432589,287.72499999999997
2016-06-27 16:45:00,-0.004435107128571371,287.79699999999997
2016-06-27 17:00:00,-0.0049662679188646796,287.86699999999996
2016-06-27 17:15:00,-0.004656044636050036,287.917
2016-06-27 17:30:00,-0.004679857367033762,287.96799999999996
2016-06-27 17:45:00,-0.004225470856310577,288.005
2016-06-27 18:00:00,-0.00428232575154101,288.03
2016-06-27 18:15:00,-0.004170038188164692,288.06
2016-06-27 18:30:00,-0.00461159867213211,288.09
2016-06-27 18:45:00,-0.004491900485129796,288.10699999999997
2016-06-27 19:00:00,-0.004757915753558066,288.128
2016-06-27 19:15:00,-0.0047612949104098145,288.145
2016-06-27 19:30:00,-0.004507650282564871,288.166
2016-06-27 19:45:00,-0.004726019576135174,288.17999999999995
2016-06-27 20:00:00,-0.004224639400476522,288.18899999999996
2016-06-27 20:15:00,-0.0043515307744641015,288.19199999999995
2016-06-27 20:30:00,-0.0046043056557458105,288.19899999999996
2016-06-27 20:45:00,-0.004391113815773724,288.207
2016-06-27 21:00:00,-0.004353684627981517,288.217
2016-06-27 21:15:00,-0.004262562265170043,288.226
2016-06-27 21:30:00,-0.004299991452962099,288.21599999999995
2016-06-27 21:45:00,-0.004970514087227653,288.202
2016-06-27 22:00:00,-0.003853174198886099,288.198
2016-06-27 22:15:00,-0.0046477820436993155,288.183
2016-06-27 22:30:00,-0.0043564319878015845,288.15999999999997
2016-06-27 22:45:00,-0.004396015029111206,288.17499999999995
2016-06-27 23:00:00,-0.004536146790245347,288.19199999999995
2016-06-27 23:15:00,-0.004389967828949757,288.181
2016-06-27 23:30:00,-0.00437255785489858,288.144
2016-06-27 23:45:00,-0.004380127111545612,288.089
2016-06-28 00:00:00,-0.004844592289204344,288.042
2016-06-28 00:15:00,-0.004931762501752085,288.003
2016-06-28 00:30:00,-0.004893839637058564,287.96599999999995
2016-06-28 00:45:00,-0.004969923315977008,287.938
2016-06-28 01:00:00,-0.005311666706552775,287.911
2016-06-28 01:15:00,-0.0057589981504210614,287.881
2016-06-28 01:30:00,-0.004859533878748193,287.844
2016-06-28 01:45:00,-0.0049099272134262295,287.794
2016-06-28 02:00:00,-0.004647805291641993,287.74199999999996
2016-06-28 02:15:00,-0.005294870751694769,287.697
2016-06-28 02:30:00,-0.00505606788399264,287.649
2016-06-28 02:45:00,-0.005273805380531263,287.589
2016-06-28 03:00:00,-0.004865504497451285,287.52599999999995
2016-06-28 03:15:00,-0.005364375262821422,287.472
2016-06-28 03:30:00,-0.005745563574576293,287.433
2016-06-28 03:45:00,-0.005506108396951664,287.40599999999995
2016-06-28 04:00:00,-0.0053160974909314705,287.39099999999996
2016-06-28 04:15:00,-0.005933934816871055,287.375
2016-06-28 04:30:00,-0.005483303532661691,287.354
2016-06-28 04:45:00,-0.006447271272722239,287.327
2016-06-28 05:00:00,-0.005797558282250431,287.29999999999995
2016-06-28 05:15:00,-0.006036737219614328,287.27299999999997
2016-06-28 05:30:00,-0.005462238161497881,287.246
2016-06-28 05:45:00,-0.006058772166742407,287.224
2016-06-28 06:00:00,-0.005531919083483929,287.20399999999995
2016-06-28 06:15:00,-0.005595908362079777,287.188
2016-06-28 06:30:00,-0.006498910423625429,287.174
2016-06-28 06:45:00,-0.005749004270099898,287.16499999999996
2016-06-28 07:00:00,-0.00544735811062604,287.159
2016-06-28 07:15:00,-0.005236399440681885,287.15799999999996
2016-06-28 07:30:00,-0.00542303118985018,287.15599999999995
2016-06-28 07:45:00,-0.005737562179699653,287.15599999999995
2016-06-28 08:00:00,-0.006332436008328228,287.15599999999995
2016-06-28 08:15:00,-0.005937651752655392,287.161
2016-06-28 08:30:00,-0.006403401037268456,287.167
2016-06-28 08:45:00,-0.006109165501420594,287.174
2016-06-28 09:00:00,-0.005604979162321875,287.179
2016-06-28 09:15:00,-0.0057561974570851625,287.185
2016-06-28 09:30:00,-0.005589861161918479,287.19399999999996
2016-06-28 09:45:00,-0.005593022882129495,287.21799999999996
2016-06-28 10:00:00,-0.006007232845240556,287.248
2016-06-28 10:15:00,-0.006275263847055723,287.267
2016-06-28 10:30:00,-0.006069482630709785,287.28799999999995
2016-06-28 10:45:00,-0.005313667397153474,287.31199999999995
2016-06-28 11:00:00,-0.005861823801107012,287.33799999999997
2016-06-28 11:15:00,-0.005243769038526543,287.361
2016-06-28 11:30:00,-0.0054581068653225965,287.37899999999996
2016-06-28 11:45:00,-0.005437949531451352,287.399
2016-06-28 12:00:00,-0.006355555403608113,287.418
2016-06-28 12:15:00,-0.005697047853154939,287.45399999999995
2016-06-28 12:30:00,-0.005964209108407177,287.501
2016-06-28 12:45:00,-0.005808445157077354,287.54699999999997
2016-06-28 13:00:00,-0.005593731260619684,287.604
2016-06-28 13:15:00,-0.005496482381136244,287.65299999999996
2016-06-28 13:30:00,-0.005928319754939214,287.71299999999997
2016-06-28 13:45:00,-0.005421386056020579,287.775
2016-06-28 14:00:00,-0.006358417635615717,287.82899999999995
2016-06-28 14:15:00,-0.006102895394514092,287.87899999999996
2016-06-28 14:30:00,-0.0059032994984598176,287.921
2016-06-28 14:45:00,-0.005857945497249478,287.96599999999995
2016-06-28 15:00:00,-0.005599617092707937,288.012
2016-06-28 15:15:00,-0.005929542323221538,288.051
